UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1952.2681678969 -1952.26798273095 -1952.26564417485 -1952.24069027402 -1952.23587852915 -1952.23553960908 -1952.2354727703 -1952.0568543639 -1952.0331131226 -1951.94275879157 -1951.94240708307 -1951.93615851076 -1952.01569490955 -1952.00571485031 -1952.00111499214 -1952.00039331734 -1951.99910059455 -1951.94438224361 -1951.95401982672 -1952.60160399306 -1964.99411152137 -1965.73621025475 -1965.81702877049 -1965.83199003983 -1975.16009079342 -1974.95141049515 -1976.90059344217 -1977.98632302565 -1978.49603123511 -1978.55233929736 -1978.61410286589 -1980.72744358358 -1992.97834140176 -1993.76494290509 -1994.16859507087 -1994.1718505806 -1994.17228409482 -1994.17266153183 -1994.18651643602 -1994.4805562722 -2000.31133874612
UNCHS044153 -1952.26865194519 -1952.26846723266 -1952.2661333179 -1952.24118861877 -1952.23637204427 -1952.23603326574 -1952.23596654237 -1952.05738291536 -1952.03364453051 -1951.9433015247 -1951.94294971099 -1951.93669930146 -1952.01623052826 -1952.00624629639 -1952.00164464185 -1952.00092269781 -1951.99962949125 -1951.94488459535 -1951.95449841476 -1952.60221331707 -1964.99504969546 -1965.7370823782 -1965.81788832617 -1965.83284755797 -1975.16118913009 -1974.95250965606 -1976.90167804591 -1977.98740474608 -1978.49711152597 -1978.55341965543 -1978.6151832196 -1980.72855013328 -1992.97970970981 -1993.76639951675 -1994.17010061521 -1994.17337819592 -1994.17381180162 -1994.17418931839 -1994.18804412287 -1994.48208206644 -2000.31278284005
UNCHS044154 -1952.27332586867 -1952.27314483534 -1952.27079287521 -1952.24482270505 -1952.2396705156 -1952.23932630288 -1952.23925966854 -1952.06072260479 -1952.03698747299 -1951.94665577033 -1951.94630388817 -1951.94005229004 -1952.01969541815 -1952.00970769913 -1952.00510456129 -1952.00438237374 -1952.0030887551 -1951.9484142093 -1951.95804779156 -1952.60676035161 -1964.9946615062 -1965.7407687741 -1965.82193958666 -1965.83695505262 -1975.1667606586 -1974.9580364533 -1976.90698076205 -1977.99260084733 -1978.50226463019 -1978.55853951768 -1978.62027181697 -1980.73462507131 -1992.98342453203 -1993.76890352614 -1994.17183064487 -1994.17443539619 -1994.17486811303 -1994.1752448537 -1994.18909711353 -1994.48308614896 -2000.31133646387
JAX00436295 -1952.32718317496 -1952.32708906747 -1952.32569597196 -1952.30016251957 -1952.2931129318 -1952.29272487267 -1952.29265713555 -1952.11379181078 -1952.09001986577 -1951.99954902244 -1951.99919717798 -1951.99294626252 -1952.06934817725 -1952.05931049694 -1952.05468600529 -1952.05396131737 -1952.0526628625 -1951.9957833892 -1952.00290405747 -1952.66815255915 -1965.08272463823 -1965.83126484741 -1965.91196279391 -1965.92689394144 -1975.27364033132 -1975.06434830574 -1977.00813835908 -1978.09234733075 -1978.60139258001 -1978.65765397406 -1978.7193641062 -1980.827019593 -1993.0782786705 -1993.86397061235 -1994.26624276966 -1994.26799688418 -1994.26842812974 -1994.26880358374 -1994.28262016234 -1994.57589490111 -2000.38280933768
UNC27782039 -1952.33817761874 -1952.33810820537 -1952.33709867741 -1952.3141046013 -1952.3071585244 -1952.30676726817 -1952.30669891251 -1952.12760649057 -1952.10381322775 -1952.01326394385 -1952.01291225664 -1952.00666408248 -1952.08156243658 -1952.07151232797 -1952.06688250862 -1952.0661573398 -1952.06485783107 -1952.00695921646 -1952.01304589582 -1952.68273056548 -1965.11837767619 -1965.85928013506 -1965.93903095801 -1965.95381187586 -1975.30418720481 -1975.09476632356 -1977.0369985018 -1978.12087347564 -1978.62976447108 -1978.68609006698 -1978.7478568616 -1980.85083123305 -1993.10804183718 -1993.8963526597 -1994.29998401981 -1994.30280646633 -1994.30323898836 -1994.30361555612 -1994.31742333211 -1994.61051766085 -2000.41407970211
UNC27782319 -1952.33867939194 -1952.33861054539 -1952.33760545872 -1952.31463652734 -1952.30768941202 -1952.30730009327 -1952.3072326824 -1952.12853198916 -1952.10476871629 -1952.01432611848 -1952.01397393109 -1952.00771702811 -1952.08271727363 -1952.07264858509 -1952.06801077932 -1952.06728438582 -1952.06598269221 -1952.00804834222 -1952.01411737357 -1952.68390061243 -1965.1198358008 -1965.86063725437 -1965.94037277927 -1965.955151407 -1975.30652440269 -1975.09709844161 -1977.03928178818 -1978.1231475709 -1978.63203461372 -1978.68835278009 -1978.75011240999 -1980.85341732231 -1993.11147217693 -1993.90011345161 -1994.30394652992 -1994.3068461789 -1994.3072792189 -1994.30765623839 -1994.32146437315 -1994.61456676302 -2000.417590507
UNC27782556 -1952.33872237901 -1952.33865363514 -1952.33764808792 -1952.31467465603 -1952.30772675218 -1952.30733837744 -1952.30727142446 -1952.12878144792 -1952.10503604376 -1952.01465756837 -1952.01430506741 -1952.00804269423 -1952.08309946117 -1952.07301956042 -1952.06837692677 -1952.06764979455 -1952.06634678468 -1952.00838500414 -1952.0144533261 -1952.68427260551 -1965.12025176557 -1965.86108871828 -1965.94082448317 -1965.9556032195 -1975.30742256288 -1975.09799344548 -1977.04018930979 -1978.1240652799 -1978.63295685447 -1978.68927118601 -1978.75102723134 -1980.85451432117 -1993.1129356504 -1993.90168436118 -1994.30558527535 -1994.30849993072 -1994.3089331744 -1994.30931037149 -1994.32311858049 -1994.61622259232 -2000.41906171506
UNCHS044157 -1952.26144075414 -1952.26140739008 -1952.26021308453 -1952.23549736317 -1952.22826676062 -1952.22833823231 -1952.22845510808 -1952.18268885943 -1952.17227363345 -1952.12843286503 -1952.1280199224 -1952.12070319208 -1952.19301625583 -1952.18143788009 -1952.17615055036 -1952.17532749516 -1952.17385354848 -1952.09982435485 -1952.10843355965 -1952.79043787511 -1965.24940145809 -1966.03456631982 -1966.11676778975 -1966.13194997794 -1975.47419246609 -1975.26200281317 -1977.2268098141 -1978.32324414609 -1978.83773825334 -1978.89404308135 -1978.95588183353 -1981.00954292793 -1993.29591638767 -1994.05208830779 -1994.4368337087 -1994.42292856464 -1994.42337409623 -1994.42376202232 -1994.4374174754 -1994.72714480331 -2000.40220515168
UNCHS044158 -1952.24850244573 -1952.24847228732 -1952.24726404092 -1952.22242491334 -1952.21517554426 -1952.2152864027 -1952.21541733505 -1952.17904798299 -1952.16967638943 -1952.12968086542 -1952.12926302295 -1952.12186045757 -1952.19391449625 -1952.18226611447 -1952.17694918195 -1952.17612178757 -1952.17464009953 -1952.09951567988 -1952.10832568505 -1952.79089074952 -1965.25073678547 -1966.03949144201 -1966.12191401784 -1966.13713234791 -1975.47859251085 -1975.26624148023 -1977.23307896085 -1978.33059701256 -1978.84558318679 -1978.90189639643 -1978.96375099341 -1981.01375280154 -1993.30312302808 -1994.05682092622 -1994.44019303961 -1994.42506643934 -1994.42551402509 -1994.42590374457 -1994.43955162966 -1994.72910533691 -2000.39154148966
UNC27783294 -1952.19451595293 -1952.19449879682 -1952.19324031021 -1952.16795884693 -1952.16064287011 -1952.16089814423 -1952.16108096721 -1952.15434822315 -1952.14833297252 -1952.12100603104 -1952.12056473994 -1952.11275107764 -1952.18523194692 -1952.17320179346 -1952.16772303587 -1952.16687143904 -1952.16534671887 -1952.08646338427 -1952.09588080927 -1952.77989226881 -1965.24220050606 -1966.04321745166 -1966.12639036183 -1966.14173321214 -1975.49149994261 -1975.27867498587 -1977.25264222776 -1978.35402709504 -1978.87078483435 -1978.92707874177 -1978.98894334816 -1981.03292175135 -1993.33194364272 -1994.07740748128 -1994.45648906921 -1994.43749425919 -1994.43795217353 -1994.43835091159 -1994.45197997337 -1994.7410911927 -2000.36158553626
