UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1981.50491699729 -1981.50490662838 -1981.50387768903 -1981.47740271632 -1981.46978110698 -1981.47006412119 -1981.47029974606 -1981.46481367501 -1981.45527995244 -1981.40671384269 -1981.40668498348 -1981.40618041975 -1981.4230988208 -1981.42479160133 -1981.42551074376 -1981.42561799831 -1981.42580151658 -1981.42572833826 -1981.40118566963 -1981.83455459168 -1993.31889975518 -1993.54611608317 -1993.60432956943 -1993.61807094844 -2001.39026214069 -2001.91378945319 -2007.28500364739 -2009.13719554649 -2009.96257276247 -2010.15819105951 -2010.35305491393 -2018.70250527612 -2026.95319909027 -2027.62626950588 -2028.00934061668 -2028.01610387688 -2028.01767001621 -2028.01903774927 -2028.02433204523 -2028.1503122542 -2030.23568625876
UNCHS044153 -1981.50489669797 -1981.50488838403 -1981.50388544221 -1981.47762019635 -1981.47002672538 -1981.47031008131 -1981.47054579063 -1981.46506484633 -1981.45553082058 -1981.40696344781 -1981.40693460018 -1981.40643023958 -1981.42327602178 -1981.42496944508 -1981.42568886867 -1981.4257961788 -1981.4259797914 -1981.42590628877 -1981.40133825842 -1981.83438547672 -1993.31742363099 -1993.54479726167 -1993.60304309898 -1993.6167897349 -2001.38884508775 -2001.91236951678 -2007.28358914478 -2009.135795279 -2009.96117920842 -2010.15679332499 -2010.35165353052 -2018.70119943891 -2026.95177889031 -2027.62486522714 -2028.00794155878 -2028.01469587626 -2028.01626195253 -2028.01762963037 -2028.02292386176 -2028.14890331007 -2030.23424718754
UNCHS044154 -1981.50294297784 -1981.50296149611 -1981.5023055948 -1981.47879826237 -1981.47153655477 -1981.47182174687 -1981.47205734186 -1981.46644338769 -1981.45690085718 -1981.40830859021 -1981.40827964782 -1981.40777361085 -1981.42366426769 -1981.42535667832 -1981.42607568132 -1981.42618309924 -1981.42636683408 -1981.42628023407 -1981.40138979346 -1981.83002151134 -1993.28945686781 -1993.52016630756 -1993.5790802691 -1993.59293574844 -2001.36387672673 -2001.88720130264 -2007.25768359008 -2009.1099754045 -2009.9354122193 -2010.13091134287 -2010.32566827229 -2018.67708990987 -2026.91880861096 -2027.5909704463 -2027.97348710484 -2027.98001110505 -2027.98157578218 -2027.98294223858 -2027.98823466042 -2028.11418493422 -2030.19795125538
JAX00436295 -1981.46729038229 -1981.46751660587 -1981.46941332768 -1981.47253122859 -1981.46978622757 -1981.47010955542 -1981.47034404993 -1981.46332014671 -1981.45368416417 -1981.40481093601 -1981.40478094745 -1981.40425642578 -1981.41005544983 -1981.41173426407 -1981.4124475613 -1981.4125558688 -1981.41274045935 -1981.41263935443 -1981.38440755476 -1981.77308868033 -1993.04354230616 -1993.30260451683 -1993.36720693242 -1993.38199048442 -2001.14921465508 -2001.67032269606 -2007.03120396332 -2008.88312512166 -2009.70854305127 -2009.90307750258 -2010.09696398535 -2018.46456479253 -2026.63606976662 -2027.30132420507 -2027.6797337908 -2027.684802173 -2027.68635635649 -2027.68771365184 -2027.69297323816 -2027.81831977805 -2029.87949058054
UNC27782039 -1981.45802976038 -1981.45828204725 -1981.46044009629 -1981.46764541285 -1981.4658615452 -1981.46619426294 -1981.46642857243 -1981.45913352329 -1981.44947885936 -1981.40054800501 -1981.40051780627 -1981.39998957538 -1981.40384268611 -1981.40551833413 -1981.4062302938 -1981.40633872517 -1981.40652339725 -1981.40644238796 -1981.37757896323 -1981.75988758706 -1993.00568953648 -1993.2685415011 -1993.3339191596 -1993.34882978204 -2001.11692618896 -2001.63757292167 -2006.99617330322 -2008.84776713691 -2009.67306609346 -2009.86746076585 -2010.06121982348 -2018.43107673866 -2026.59311875223 -2027.25753175427 -2027.63545441133 -2027.64039152669 -2027.64194443575 -2027.64330061843 -2027.64855099298 -2027.77371959464 -2029.82917163736
UNC27782319 -1981.45861397058 -1981.45886658652 -1981.46102567761 -1981.4682651862 -1981.46649120732 -1981.46682497434 -1981.46705982792 -1981.45989432908 -1981.45024664059 -1981.40133627832 -1981.40130619312 -1981.40077995882 -1981.40464102922 -1981.406320944 -1981.40703475689 -1981.40714346848 -1981.40732864263 -1981.40725228876 -1981.3783834773 -1981.76066052864 -1993.00624802936 -1993.26914644997 -1993.33453265221 -1993.34944461023 -2001.11740099701 -2001.6380307332 -2006.99660212383 -2008.84819334792 -2009.67349148744 -2009.86788228626 -2010.06163778139 -2018.43142723589 -2026.59449831326 -2027.25918494726 -2027.63725143496 -2027.64219236618 -2027.6437452519 -2027.64510141333 -2027.65035195919 -2027.77552532063 -2029.83068380494
UNC27782556 -1981.45926634375 -1981.45951904663 -1981.46167811813 -1981.46891778893 -1981.46714392092 -1981.46747819106 -1981.46771349777 -1981.46071743283 -1981.45107608956 -1981.40218007471 -1981.40214999644 -1981.40162387643 -1981.40549729232 -1981.40717934242 -1981.40789408027 -1981.40800293037 -1981.40818835346 -1981.40811385825 -1981.37924610957 -1981.76151872748 -1993.00706619215 -1993.2699523078 -1993.33533568079 -1993.35024712869 -2001.1181244801 -2001.63874879163 -2006.99728543235 -2008.84886090495 -2009.67415129526 -2009.86853983896 -2010.0622930916 -2018.43200609637 -2026.59564566633 -2027.26046988205 -2027.63860851205 -2027.64355194709 -2027.64510483521 -2027.64646099831 -2027.65171185847 -2027.77689213412 -2029.83193252081
UNCHS044157 -1981.78547917964 -1981.78573917613 -1981.78781572339 -1981.7941240745 -1981.79215989052 -1981.79261083073 -1981.7931230626 -1982.01317276069 -1982.01755256894 -1982.00923232024 -1982.00919928037 -1982.00860463749 -1982.01429646627 -1982.01677181902 -1982.01782983199 -1982.01799053355 -1982.01826865829 -1982.01881607918 -1981.99314667329 -1982.35641546905 -1993.54927973294 -1993.78119401972 -1993.84017493717 -1993.85402812813 -2001.62616172278 -2002.14112658203 -2007.41641797346 -2009.23665452281 -2010.04741634274 -2010.23945143046 -2010.43076979248 -2018.73027492034 -2026.93106290821 -2027.6035880281 -2027.98505243151 -2027.99032345527 -2027.99187885143 -2027.99323716128 -2027.99864043516 -2028.12694392308 -2030.12051476534
UNCHS044158 -1981.80028941458 -1981.80054961227 -1981.80261829426 -1981.80883370514 -1981.80684969709 -1981.80730903864 -1981.80784342818 -1982.05255692648 -1982.05901452851 -1982.05747274637 -1982.05744555334 -1982.0569521028 -1982.06297914679 -1982.06556249128 -1982.06666751597 -1982.06683529705 -1982.06712611308 -1982.06779607947 -1982.04263596024 -1982.40475114176 -1993.59187139955 -1993.81976003473 -1993.87791992234 -1993.89163781034 -2001.66285807064 -2002.1772212475 -2007.44286115014 -2009.25959523209 -2010.06876203497 -2010.26055200698 -2010.45161568507 -2018.74429479784 -2026.94928658565 -2027.62238914495 -2028.00409179557 -2028.00939227637 -2028.01094761688 -2028.0123058738 -2028.01771893128 -2028.14622462452 -2030.13412656427
UNC27783294 -1981.83764787168 -1981.83790884226 -1981.83995191169 -1981.84585853004 -1981.84380755837 -1981.84429457944 -1981.84490452364 -1982.1797731333 -1982.19438202348 -1982.22028157415 -1982.22028410616 -1982.22030778255 -1982.22716782974 -1982.23015237553 -1982.23143211235 -1982.23162626155 -1982.23196438563 -1982.23311618542 -1982.2100414019 -1982.56812731206 -1993.733262744 -1993.94564429835 -1994.00064958103 -1994.01384958164 -2001.78582700976 -2002.29792106151 -2007.5264554507 -2009.32987504472 -2010.13300856055 -2010.32386938146 -2010.51396831545 -2018.78421872603 -2027.00261999675 -2027.67795767142 -2028.06065056607 -2028.06610346568 -2028.06765851645 -2028.0690165036 -2028.07446227252 -2028.20365905439 -2030.17345248334
