UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1500.55676240592 -1500.55616784499 -1500.54181321393 -1500.40227826971 -1500.37538423292 -1500.37204090759 -1500.37044037692 -1499.99462832258 -1499.96781880908 -1499.88045415687 -1499.88100598381 -1499.89074322613 -1499.67887916209 -1499.70260519173 -1499.71327656012 -1499.71493309343 -1499.71781201452 -1499.72113641242 -1499.68491973205 -1498.02049539434 -1497.08307449237 -1496.8857177014 -1496.87935644626 -1496.87854145884 -1497.62283544967 -1497.78705298415 -1498.43421182652 -1498.61333059691 -1498.69093002431 -1498.75948867559 -1498.82529863207 -1498.66023126966 -1497.44256530791 -1497.50952662674 -1497.53383494082 -1497.57205685834 -1497.57205618858 -1497.57205579025 -1497.57169008978 -1497.5663850492 -1497.68038262558
UNCHS044153 -1500.55646991449 -1500.55587532207 -1500.54151887443 -1500.4019680257 -1500.37507127382 -1500.37172790166 -1500.37012737273 -1499.99431671986 -1499.96750727275 -1499.8801427987 -1499.88069462171 -1499.89043179447 -1499.67856297169 -1499.70228886563 -1499.71296017304 -1499.71461669767 -1499.71749560239 -1499.72081713598 -1499.68459726774 -1498.02015745968 -1497.08273379121 -1496.88536680733 -1496.87900487875 -1496.87818979444 -1497.62248511909 -1497.78670233397 -1498.43385899008 -1498.61297774965 -1498.69057716738 -1498.75913600318 -1498.82494614034 -1498.6598729445 -1497.44221331244 -1497.50917597699 -1497.53348525114 -1497.57170827262 -1497.57170760344 -1497.57170720562 -1497.57134150535 -1497.56603646094 -1497.68004006624
UNCHS044154 -1500.56016957856 -1500.55957464122 -1500.54521252285 -1500.40555524831 -1500.37862782178 -1500.37528387293 -1500.37368332433 -1499.99787328792 -1499.97106387302 -1499.88369945559 -1499.88425127624 -1499.89398840661 -1499.68212621739 -1499.70585205683 -1499.71652334187 -1499.71817986295 -1499.72105876398 -1499.72438745491 -1499.6881760714 -1498.02375042475 -1497.0863039524 -1496.88895899066 -1496.88259835665 -1496.88178344199 -1497.62606459091 -1497.79028422466 -1498.43745424487 -1498.61657526728 -1498.69417563997 -1498.76273439769 -1498.82854444739 -1498.66347144631 -1497.4457850329 -1497.51273835474 -1497.53704223796 -1497.57526042416 -1497.5752597484 -1497.57525934483 -1497.57489370481 -1497.56958986674 -1497.68360652782
JAX00436295 -1500.59959311899 -1500.59899558789 -1500.58463270543 -1500.44444972518 -1500.41731750479 -1500.41396968429 -1500.41236893476 -1500.03656592862 -1500.00975657567 -1499.92239125403 -1499.92294303538 -1499.93267946194 -1499.72102206335 -1499.74474672492 -1499.75541749667 -1499.75707391951 -1499.75995269426 -1499.76342043852 -1499.72737187742 -1498.06347333567 -1497.12586460622 -1496.92899466364 -1496.9226630639 -1496.92185215572 -1497.66599829549 -1497.83024835818 -1498.47759828621 -1498.65673951494 -1498.73434857643 -1498.80289975063 -1498.86870231094 -1498.70368577175 -1497.4853815128 -1497.55217623312 -1497.57638772282 -1497.61452643313 -1497.61452563217 -1497.61452511923 -1497.61416002954 -1497.60886728525 -1497.72280931503
UNC27782039 -1500.60787733515 -1500.60727945625 -1500.59292727842 -1500.45274486871 -1500.42559194209 -1500.42224372374 -1500.42064293358 -1500.04484151846 -1500.0180321288 -1499.93066634673 -1499.93121811718 -1499.94095434901 -1499.72936436827 -1499.75308867193 -1499.76375928503 -1499.76541567609 -1499.76829440824 -1499.77180277736 -1499.73580158338 -1498.07208215831 -1497.13445407087 -1496.93772768435 -1496.93140497157 -1496.93059530765 -1497.67471600003 -1497.83897330321 -1498.48636785378 -1498.66551261853 -1498.7431232355 -1498.81167158884 -1498.87747138339 -1498.71247657432 -1497.49398205491 -1497.56073271408 -1497.58491843891 -1497.62303537816 -1497.62303454089 -1497.62303399623 -1497.62266900548 -1497.61737827218 -1497.73126581348
UNC27782319 -1500.60949212351 -1500.60889424695 -1500.5945427077 -1500.45436412774 -1500.42721146178 -1500.42386326155 -1500.4222624842 -1500.04647015657 -1500.01966116807 -1499.9322963808 -1499.9328481292 -1499.94258396948 -1499.73099953071 -1499.75472304868 -1499.76539330548 -1499.76704964143 -1499.76992827622 -1499.77343721402 -1499.73743732948 -1498.07372302818 -1497.13609355603 -1496.93937066289 -1496.93304791757 -1496.93223824273 -1497.67636407781 -1497.84062165957 -1498.48801745287 -1498.6671622671 -1498.74477290918 -1498.81332089107 -1498.87912032645 -1498.71410537374 -1497.49556926571 -1497.56231206576 -1497.58649397318 -1497.62460945848 -1497.62460861065 -1497.62460805678 -1497.62424306098 -1497.61895219763 -1497.73283226208
UNC27782556 -1500.61027823306 -1500.60968035364 -1500.5953287743 -1500.45514983766 -1500.42799710951 -1500.42464889743 -1500.42304811313 -1500.04725608089 -1500.02044725771 -1499.9330831572 -1499.93363490387 -1499.94337071342 -1499.73178771828 -1499.75551104497 -1499.76618121618 -1499.76783753882 -1499.77071614977 -1499.77422592332 -1499.7382256612 -1498.07451002393 -1497.13687929854 -1496.94015617465 -1496.93383377176 -1496.93302415488 -1497.67715252468 -1497.84140981167 -1498.48880407652 -1498.6679482269 -1498.7455585742 -1498.81410639555 -1498.87990567674 -1498.71488076424 -1497.49632892632 -1497.56306958863 -1497.58725052199 -1497.62536606095 -1497.62536520932 -1497.62536465213 -1497.62499965555 -1497.61970876805 -1497.73359311214
UNCHS044157 -1500.79588923027 -1500.79528975395 -1500.78091526398 -1500.64054951841 -1500.61336791825 -1500.61001213586 -1500.60839989723 -1500.22568408766 -1500.19861533984 -1500.11064224686 -1500.11120252657 -1500.12108989723 -1499.9096737532 -1499.93362145936 -1499.94439368431 -1499.94606547086 -1499.94897154005 -1499.95400684658 -1499.91777862654 -1498.25368763985 -1497.31559321304 -1497.1196456959 -1497.11394515034 -1497.11323863604 -1497.85725734136 -1498.02113735065 -1498.66683332967 -1498.84520659926 -1498.92247344841 -1498.99098750176 -1499.05675444615 -1498.89119631986 -1497.67235317028 -1497.7400069912 -1497.76461444617 -1497.80318860265 -1497.80318820739 -1497.80318805223 -1497.8028244762 -1497.79756563988 -1497.91732676019
UNCHS044158 -1500.8076390563 -1500.80703958364 -1500.79266344812 -1500.65228446965 -1500.62510087029 -1500.62174520754 -1500.62013241048 -1500.23681358985 -1500.20971056039 -1500.12163194362 -1500.1221926156 -1500.13208697742 -1499.92067469915 -1499.94463623522 -1499.95541471089 -1499.9570874453 -1499.95999520457 -1499.9651331637 -1499.92888803409 -1498.26477380793 -1497.32665397873 -1497.13075424015 -1497.12509563836 -1497.12439608378 -1497.86840290131 -1498.03225605116 -1498.67783196345 -1498.8561517111 -1498.93339474487 -1499.00190628834 -1499.06767082079 -1498.90205403495 -1497.68316578129 -1497.75086903339 -1497.77549899316 -1497.81409932546 -1497.81409894832 -1497.81409880929 -1497.81373521941 -1497.80847616678 -1497.92865480564
UNC27783294 -1500.8409735086 -1500.84037408728 -1500.82599202836 -1500.68556583977 -1500.65837521067 -1500.65502022792 -1500.65340547097 -1500.26783661813 -1500.24060027219 -1500.15210221613 -1500.15266405268 -1500.16257927017 -1499.95115750528 -1499.97516494378 -1499.9859643142 -1499.98764022713 -1499.99055366334 -1499.99605815801 -1499.95974984294 -1498.29556423257 -1497.35736847836 -1497.16163051911 -1497.15612198309 -1497.15544734018 -1497.899340788 -1498.06309452196 -1498.7082280809 -1498.88635272872 -1498.96350902833 -1499.03201031165 -1499.09776501929 -1498.93186999183 -1497.71278466288 -1497.7806555564 -1497.80536208921 -1497.8440531131 -1497.84405279169 -1497.8440527025 -1497.84368894289 -1497.83842654118 -1497.96015831483
