UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1543.44695366826 -1543.44754871767 -1543.44456223985 -1543.42854321463 -1543.42805075313 -1543.42800553409 -1543.42817708461 -1543.39444247085 -1543.39018440037 -1543.3769654155 -1543.37759485108 -1543.38870647778 -1543.89140240858 -1543.91462709696 -1543.92487452471 -1543.92633353085 -1543.92893203284 -1543.95391621473 -1543.97974125891 -1543.5137131659 -1543.70860555058 -1543.79481544062 -1543.80898606013 -1543.81067510933 -1543.11221030845 -1543.18126667399 -1543.88416059004 -1544.08520767898 -1544.17212377448 -1544.18178535361 -1544.19148825359 -1544.36621399631 -1546.33699560134 -1546.45363556953 -1546.50768133678 -1546.52506626831 -1546.52517953829 -1546.52527847666 -1546.52191321666 -1546.45613280628 -1545.8034789091
UNCHS044153 -1543.44772801786 -1543.4483231251 -1543.4453367145 -1543.42932019262 -1543.42882858428 -1543.42878336872 -1543.4289549211 -1543.39522049493 -1543.39096248258 -1543.37774372961 -1543.37837316706 -1543.38948482701 -1543.89217318102 -1543.91539792457 -1543.92564537774 -1543.92710438945 -1543.92970290088 -1543.95468726767 -1543.98051105774 -1543.51448043757 -1543.70936208675 -1543.79556636809 -1543.80973566515 -1543.81142450617 -1543.11295903468 -1543.18201546449 -1543.88491013166 -1544.08595725661 -1544.17287337234 -1544.18253473711 -1544.1922374334 -1544.36696252206 -1546.33773932575 -1546.45438037057 -1546.50842672644 -1546.52581223059 -1546.52592550078 -1546.52602443932 -1546.52265917867 -1546.4568787653 -1545.80422345058
UNCHS044154 -1543.45362277548 -1543.45421852178 -1543.45124085359 -1543.43532474636 -1543.43485564374 -1543.43481072396 -1543.43498226616 -1543.40124263684 -1543.39698410116 -1543.38376354687 -1543.3843929804 -1543.39550457004 -1543.89812779377 -1543.92135231047 -1543.93159966472 -1543.93305867543 -1543.9356571817 -1543.96064399958 -1543.98645899112 -1543.52040392272 -1543.71520044363 -1543.80136454883 -1543.81552420598 -1543.81721152119 -1543.11873357529 -1543.18779179726 -1543.89069892444 -1544.09174765764 -1544.17866447744 -1544.18832415997 -1544.19802525505 -1544.3727511969 -1546.34349401533 -1546.46014227805 -1546.51419330274 -1546.53158428046 -1546.53169755419 -1546.53179649582 -1546.52843126747 -1546.46265155218 -1545.809989912
JAX00436295 -1543.50952204579 -1543.51012401742 -1543.50720731074 -1543.49206154463 -1543.49177705006 -1543.49173424277 -1543.49190569223 -1543.45811363236 -1543.4538497766 -1543.44061089585 -1543.44124026947 -1543.45235079024 -1543.95419647272 -1543.97741776244 -1543.98766370614 -1543.98912267159 -1543.99172105418 -1544.01672978921 -1544.04243362413 -1543.57612454099 -1543.76992511784 -1543.85558733083 -1543.86962752594 -1543.87129596369 -1543.17268780213 -1543.24176110879 -1543.94478316283 -1544.14584389481 -1544.2327661535 -1544.2424044825 -1544.25208525805 -1544.42684735464 -1546.39713494001 -1546.51386158448 -1546.56796456725 -1546.58541886865 -1546.58553217929 -1546.58563115318 -1546.5822661714 -1546.51649201117 -1545.86365637032
UNC27782039 -1543.52001246109 -1543.52061563462 -1543.51770587196 -1543.5026674936 -1543.50241177666 -1543.50236922468 -1543.50254065755 -1543.46873813394 -1543.46447320818 -1543.4512306392 -1543.45185999697 -1543.46297023571 -1543.96463728873 -1543.98785775432 -1543.99810333733 -1543.99956228707 -1544.00216063132 -1544.02717321142 -1544.05285051699 -1543.58648924459 -1543.78006435953 -1543.86560770927 -1543.87961975992 -1543.88128375524 -1543.1826487078 -1543.25172445557 -1543.95476742371 -1544.15582974278 -1544.2427527692 -1544.25238598637 -1544.26206189851 -1544.43683653157 -1546.40701154417 -1546.52375494347 -1546.57786925534 -1546.59533778059 -1546.59545109884 -1546.59555007939 -1546.59218513161 -1546.52641179548 -1545.87352024556
UNC27782319 -1543.5206965292 -1543.52129971985 -1543.51839013683 -1543.50335389934 -1543.50309867594 -1543.50305614203 -1543.50322758835 -1543.4694290561 -1543.4651647294 -1543.45192436887 -1543.45255374141 -1543.46366424264 -1543.96533246949 -1543.98855345065 -1543.99879926567 -1544.00025825054 -1544.0028566574 -1544.02786985018 -1544.05354705552 -1543.58718586502 -1543.78075914659 -1543.86630210842 -1543.88031404301 -1543.88197802201 -1543.18334438586 -1543.25242021349 -1543.95546363354 -1544.15652603353 -1544.24344909456 -1544.2530824586 -1544.26275851182 -1544.43752605419 -1546.4077060968 -1546.52445127651 -1546.57856603832 -1546.59603415435 -1546.59614747183 -1546.5962464517 -1546.5928814911 -1546.52710791826 -1545.87422573556
UNC27782556 -1543.52100526803 -1543.52160846106 -1543.51869887477 -1543.50366263281 -1543.503407414 -1543.50336488618 -1543.50353634133 -1543.4697418992 -1543.4654780475 -1543.45223938111 -1543.45286876219 -1543.46397941495 -1543.96564893195 -1543.98887019381 -1543.99911613513 -1544.00057513899 -1544.00317357974 -1544.02818707615 -1544.05386436465 -1543.58750344436 -1543.78107671527 -1543.86662008507 -1543.88063210123 -1543.88229609412 -1543.18366333058 -1543.25273918166 -1543.95578265198 -1544.15684505821 -1544.24376812113 -1544.25340158579 -1544.26307773538 -1544.43784209617 -1546.40802452911 -1546.52477051012 -1546.5788854241 -1546.59635324404 -1546.59646656116 -1546.59656554069 -1546.59320057352 -1546.52742687934 -1545.87454878696
UNCHS044157 -1543.53545118436 -1543.53605439051 -1543.53314435397 -1543.51810161445 -1543.51784472191 -1543.51780358689 -1543.51797799826 -1543.48707961219 -1543.48308762146 -1543.47078295625 -1543.47141451806 -1543.48256371963 -1543.98429601011 -1544.00757427867 -1544.01784587163 -1544.01930877058 -1544.02191416091 -1544.0469962938 -1544.07273144983 -1543.60641761195 -1543.80003235675 -1543.88586434194 -1543.8999398137 -1543.90161395334 -1543.20309278178 -1543.27216008231 -1543.9750753725 -1544.17609502954 -1544.26299917144 -1544.27265318584 -1544.2823488654 -1544.45745349892 -1546.427101052 -1546.54389044087 -1546.59798123995 -1546.615376811 -1546.6154901701 -1546.61558918618 -1546.61222304153 -1546.54642776678 -1545.89284231507
UNCHS044158 -1543.53613964693 -1543.53674285468 -1543.53383281654 -1543.51878959212 -1543.51853251273 -1543.51849153201 -1543.51866624241 -1543.48806647405 -1543.48410568043 -1543.47191094152 -1543.4725427783 -1543.48369685023 -1543.98544128758 -1544.00872753319 -1544.01900271807 -1544.02046616176 -1544.0230725245 -1544.0481636751 -1544.07390886698 -1543.60760969043 -1543.80123979074 -1543.88712425761 -1543.90121167956 -1543.9028877318 -1543.20437867665 -1543.27344414967 -1543.9763335409 -1544.17734441641 -1544.26424467618 -1544.27390203739 -1544.28360088832 -1544.45875299148 -1546.42834206584 -1546.54513679654 -1546.59922366613 -1546.6166092234 -1546.61672258499 -1546.61682160323 -1546.61345522726 -1546.54765560709 -1545.89400562156
UNC27783294 -1543.53668597439 -1543.53728919786 -1543.53437903304 -1543.51933344272 -1543.51907568174 -1543.51903521808 -1543.51921094638 -1543.48963841762 -1543.48578721442 -1543.47398087469 -1543.47461371045 -1543.48578547299 -1543.98755836806 -1544.01087381914 -1544.02116213421 -1544.02262757197 -1544.025237493 -1544.05036146323 -1544.0761430568 -1543.60989681973 -1543.80357715955 -1543.88965292742 -1543.90378397489 -1543.9054670025 -1543.20698712749 -1543.27604534431 -1543.97883648301 -1544.17981412043 -1544.26669969901 -1544.27636916258 -1544.28607947389 -1544.46139977912 -1546.43077869633 -1546.54759203038 -1546.60166418829 -1546.61901333316 -1546.61912669651 -1546.61922571621 -1546.61585845757 -1546.55004222094 -1545.89617411292
