UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1521.18508450294 -1521.18502410048 -1521.17197390447 -1520.96269258667 -1520.90594755508 -1520.90561147679 -1520.90599981463 -1521.00986246882 -1521.02440814394 -1521.07774358671 -1521.07808773282 -1521.08411545626 -1521.08800739702 -1521.0917052539 -1521.09326667094 -1521.09349242472 -1521.09388563177 -1521.08656424757 -1521.11777396615 -1520.95813916274 -1521.52712256392 -1521.54275369229 -1521.53230060373 -1521.53049778608 -1522.34160186383 -1522.35127837916 -1522.47940359986 -1522.55362778812 -1522.58874966121 -1522.60353934262 -1522.61776627223 -1522.60816238183 -1524.24763903896 -1524.31433168756 -1524.3584384443 -1524.35686441052 -1524.35715995222 -1524.35741829338 -1524.35510398382 -1524.31041979854 -1524.55911058269
UNCHS044153 -1521.18464394037 -1521.18458350923 -1521.17153178752 -1520.9622347304 -1520.90548647191 -1520.90515035398 -1520.90553869938 -1521.00940127599 -1521.02394695722 -1521.07728242595 -1521.07762657296 -1521.0836543121 -1521.08754592539 -1521.09124381463 -1521.09280524521 -1521.09303100106 -1521.09342421219 -1521.08610203022 -1521.1173127833 -1520.9576798254 -1521.52666025353 -1521.54229689771 -1521.53184459955 -1521.53004190633 -1522.34114537976 -1522.35082176691 -1522.47894594671 -1522.5531701312 -1522.5882920073 -1522.60308207063 -1522.61730936373 -1522.60771976803 -1524.24718853476 -1524.31388038459 -1524.35798675584 -1524.35641279272 -1524.35670833395 -1524.35696667469 -1524.35465236186 -1524.30996811636 -1524.55865708737
UNCHS044154 -1521.17282262676 -1521.17276142141 -1521.15966715539 -1520.94990569112 -1520.89305730584 -1520.8927192969 -1520.89310762224 -1520.99697201077 -1521.01151812947 -1521.06485527827 -1521.0651994404 -1521.07122744655 -1521.07510848721 -1521.07880661853 -1521.08036815575 -1521.08059392858 -1521.08098717585 -1521.07364172122 -1521.10488287154 -1520.94530181139 -1521.51419418058 -1521.52999040747 -1521.51956080828 -1521.51776169259 -1522.32887910601 -1522.33854981602 -1522.46663946114 -1522.5408629747 -1522.57598471612 -1522.59078503376 -1522.60502209165 -1522.59589873483 -1524.23528103197 -1524.3019709953 -1524.34607764974 -1524.34450648447 -1524.34480202369 -1524.34506036268 -1524.34274600827 -1524.29806104907 -1524.54667589931
JAX00436295 -1521.06821724169 -1521.0681501139 -1521.05473505511 -1520.84122807216 -1520.78352767557 -1520.78317359265 -1520.78356177707 -1520.88744224273 -1520.90199198533 -1520.9553428709 -1520.95568714915 -1520.96171720449 -1520.96551218652 -1520.96921217192 -1520.97077452705 -1520.971000431 -1520.97139395723 -1520.96386765496 -1520.99534514148 -1520.83622839977 -1521.40450126641 -1521.42153989337 -1521.41128672423 -1521.40951541964 -1522.22077701237 -1522.23039791739 -1522.35818859309 -1522.43240036595 -1522.46751835802 -1522.48239764651 -1522.49670989741 -1522.49128444623 -1524.12995313087 -1524.19662050319 -1524.24072500079 -1524.23917262313 -1524.2394681519 -1524.23972648181 -1524.23741164802 -1524.19271804352 -1524.44064427444
UNC27782039 -1521.05010495932 -1521.05003701121 -1521.03657866294 -1520.82250331497 -1520.76466289488 -1520.76430617431 -1520.76469434249 -1520.86857760069 -1520.88312791657 -1520.93648093297 -1520.93682522746 -1520.94285556907 -1520.94663728662 -1520.95033753024 -1520.95189999957 -1520.95212592203 -1520.95251948768 -1520.94496736055 -1520.97647862045 -1520.81744332785 -1521.38564375142 -1521.40286021688 -1521.39263221993 -1521.39086488408 -1522.20215597591 -1522.21176835106 -1522.33950870266 -1522.41371717301 -1522.44883395636 -1522.46372434311 -1522.47804715919 -1522.47316822891 -1524.11172443298 -1524.17838657298 -1524.22248965854 -1524.22093921513 -1524.22123474369 -1524.22149307342 -1524.21917813221 -1524.17448252057 -1524.4222822987
UNC27782319 -1521.04980786231 -1521.04973992364 -1521.03628108887 -1520.82219843348 -1520.7643560728 -1520.76399940667 -1520.76438761849 -1520.86827153017 -1520.88282190848 -1520.93617513182 -1520.93651942857 -1520.94254980935 -1520.94633151437 -1520.9500318717 -1520.95159438752 -1520.95182031704 -1520.95221389647 -1520.94466148221 -1520.97617312118 -1520.81713709388 -1521.38533496137 -1521.402553108 -1521.39232530481 -1521.39055799846 -1522.20184517908 -1522.21145748064 -1522.33919674243 -1522.41340505177 -1522.44852177043 -1522.46341232846 -1522.47773530716 -1522.47285006714 -1524.11137289151 -1524.17803109103 -1524.22213209692 -1524.22058166161 -1524.22087718808 -1524.22113551599 -1524.21882056782 -1524.17412482402 -1524.42192278315
UNC27782556 -1521.04987310837 -1521.04980517899 -1521.03634638749 -1520.82226417872 -1520.76442190943 -1520.76406528921 -1520.76445352608 -1520.86834222178 -1520.88289296402 -1520.93624741697 -1520.93659171733 -1520.94262216082 -1520.94640399603 -1520.95010440524 -1520.95166694221 -1520.95189287491 -1520.95228646057 -1520.94473410068 -1520.9762457237 -1520.81720897656 -1521.38540637244 -1521.40262421496 -1521.39239634464 -1521.39062902699 -1522.2019138484 -1522.2115261478 -1522.33926514761 -1522.41347338763 -1522.44859007825 -1522.46348064461 -1522.47780363125 -1522.47291198042 -1524.11141986594 -1524.17807621281 -1524.2221762302 -1524.22062578281 -1524.22092130819 -1524.22117963517 -1524.21886468163 -1524.1741688336 -1524.42196703133
UNCHS044157 -1521.15534136841 -1521.15527314601 -1521.14179891232 -1520.92757901332 -1520.86971268145 -1520.86935529509 -1520.86974753605 -1520.97905647391 -1520.99405878321 -1521.04898583555 -1521.04933473392 -1521.05544572631 -1521.05931251148 -1521.06302625873 -1521.06459463388 -1521.06482137373 -1521.06521647081 -1521.05779090772 -1521.08950398913 -1520.93107097744 -1521.49998549871 -1521.51810699848 -1521.50801304328 -1521.50626646063 -1522.31716712181 -1522.32677531498 -1522.45467365529 -1522.52894706907 -1522.56409453049 -1522.57903567668 -1522.59340731288 -1522.58782818037 -1524.22656724729 -1524.29317234358 -1524.33723974081 -1524.33569386174 -1524.33598888207 -1524.3362467673 -1524.33392989064 -1524.28919423305 -1524.53703295574
UNCHS044158 -1521.16485488132 -1521.16478662785 -1521.15131039662 -1520.93707227971 -1520.87920267565 -1520.87884524169 -1520.87923777738 -1520.98895719236 -1521.00399830088 -1521.0590625547 -1521.05941189274 -1521.0655306009 -1521.06940599328 -1521.07312195072 -1521.07469128705 -1521.0749181631 -1521.07531350844 -1521.06790515814 -1521.09964470022 -1520.94127904824 -1521.51027262801 -1521.52851902012 -1521.51844414793 -1521.51670054482 -1522.32757764881 -1522.33718548247 -1522.46510672324 -1522.53938924152 -1522.57454097614 -1522.5894890639 -1522.60386737128 -1522.59825083667 -1524.23702314597 -1524.30362224733 -1524.34768590408 -1524.34614084541 -1524.34643581749 -1524.3466936605 -1524.34437670715 -1524.2996393227 -1524.54747423023
UNC27783294 -1521.19946702574 -1521.19939866891 -1521.18591520504 -1520.97161123905 -1520.91372983207 -1520.91337227613 -1520.91376582235 -1521.02490909769 -1521.0400883755 -1521.09564391327 -1521.09599491635 -1521.10214285288 -1521.10605161391 -1521.10977686101 -1521.11135022937 -1521.11157767892 -1521.11197406461 -1521.10463481272 -1521.13647881622 -1520.97838028915 -1521.54769189475 -1521.56643620071 -1521.55643779159 -1521.55470614244 -1522.36550138137 -1522.37510923365 -1522.50312840787 -1522.57744875689 -1522.61261816975 -1522.62759411448 -1522.64199917974 -1522.63626398945 -1524.27517288223 -1524.34174748709 -1524.38579663275 -1524.38425478228 -1524.38454958484 -1524.38480727959 -1524.38249014844 -1524.33774843146 -1524.58556116556
JAX00436342 -1521.19867379103 -1521.19860543981 -1521.18512206214 -1520.97081886795 -1520.91293759665 -1520.91258006357 -1520.91297362205 -1521.02411915035 -1521.03929850877 -1521.09485424062 -1521.09520523963 -1521.10135310178 -1521.10526243696 -1521.10898756284 -1521.11056087636 -1521.11078831775 -1521.11118468974 -1521.10384545974 -1521.13568954097 -1520.97759281639 -1521.54690687279 -1521.56565160959 -1521.55565323146 -1521.55392158489 -1522.36470426131 -1522.37431208145 -1522.50233128366 -1522.57665167238 -1522.61182110597 -1522.62679687565 -1522.6412017726 -1522.63544796071 -1524.27435205586 -1524.34092581378 -1524.38497489594 -1524.38343300858 -1524.38372781717 -1524.38398551719 -1524.38166838178 -1524.33692658914 -1524.58474039168
UNCHS044159 -1521.184730937 -1521.1846626839 -1521.17118080713 -1520.95689105022 -1520.89901214022 -1520.89865500675 -1520.89904877969 -1521.01023419782 -1521.02541502623 -1521.08097438176 -1521.08132531217 -1521.08747191911 -1521.09139132036 -1521.09511438244 -1521.09668676074 -1521.09691406317 -1521.09731020175 -1521.08997144324 -1521.12181696029 -1520.96375253936 -1521.53311035998 -1521.55186306145 -1521.54186529649 -1521.54013370625 -1522.35069706182 -1522.36030432758 -1522.48832409027 -1522.56264519967 -1522.59781500793 -1522.6127877389 -1522.62718971306 -1522.62111052782 -1524.25993022211 -1524.32648901595 -1524.37053695402 -1524.36899441795 -1524.36928933177 -1524.36954712389 -1524.36722991461 -1524.32248680807 -1524.57031958084
UNC27784624 -1521.08178257261 -1521.08170961395 -1521.06799602602 -1520.85152996593 -1520.79324665788 -1520.79287894211 -1520.79327121577 -1520.90445756335 -1520.91963883183 -1520.97520387978 -1520.97555650883 -1520.98173305343 -1520.98519198303 -1520.98897187761 -1520.99056897576 -1520.99080002902 -1520.99120281337 -1520.98394447814 -1521.01619584583 -1520.85897116378 -1521.42781585765 -1521.44863793799 -1521.43896154882 -1521.43728109191 -1522.25036190245 -1522.25998176954 -1522.3880234012 -1522.46237878343 -1522.49756388464 -1522.51267380419 -1522.52720624197 -1522.52856797881 -1524.16697933441 -1524.23360563375 -1524.27765898484 -1524.27613718923 -1524.2764309784 -1524.27668778628 -1524.27437019988 -1524.22961982528 -1524.47699521546
UNCJPD006601 -1521.04804572749 -1521.04797297927 -1521.03426362421 -1520.81783692349 -1520.7595608472 -1520.75919394609 -1520.7595865723 -1520.87074094282 -1520.88591377591 -1520.94144423988 -1520.94179647846 -1520.94796606021 -1520.95145671309 -1520.95523051661 -1520.95682488737 -1520.95705553647 -1520.95745763107 -1520.950190879 -1520.98242972299 -1520.82523427209 -1521.39413172597 -1521.41489504408 -1521.405208255 -1521.40352607013 -1522.21611836395 -1522.22573510398 -1522.35375701919 -1522.42810702974 -1522.46328980737 -1522.4783884899 -1522.49291014425 -1522.49349440006 -1524.13172453768 -1524.19832402693 -1524.24237790381 -1524.24085429292 -1524.24114832247 -1524.24140534073 -1524.23908760608 -1524.19433471284 -1524.44177640017
