UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1536.39051635269 -1536.39040935762 -1536.38739138802 -1536.30785245729 -1536.28260352695 -1536.28183396832 -1536.28170247835 -1536.3047210663 -1536.30691434995 -1536.31344183124 -1536.31361493936 -1536.31662136099 -1536.32612320293 -1536.33007132321 -1536.33172219949 -1536.33196663125 -1536.33238807218 -1536.33641051437 -1536.33410149097 -1533.70513717693 -1531.87046400826 -1531.80839072481 -1531.8133763545 -1531.81452145992 -1532.34871087389 -1532.45349054985 -1533.08531630822 -1533.28434191936 -1533.37241473899 -1533.4180156542 -1533.46214691562 -1534.43688347139 -1535.37764273255 -1535.35546908769 -1535.34244763076 -1535.33365948219 -1535.33361789372 -1535.33358157653 -1535.33219679637 -1535.30686357098 -1535.21625043225
UNCHS044153 -1536.39072273784 -1536.39061579645 -1536.38760064757 -1536.3080832973 -1536.28283722617 -1536.28206769672 -1536.28193619581 -1536.30495413981 -1536.30714735258 -1536.31367457943 -1536.31384768667 -1536.31685409285 -1536.32635412819 -1536.33030223177 -1536.33195310158 -1536.33219753273 -1536.33261897236 -1536.33664130401 -1536.33433313895 -1533.70538055154 -1531.87070635743 -1531.80863495202 -1531.81361993491 -1531.81476493038 -1532.34894990733 -1532.45372957741 -1533.08555582306 -1533.28458143575 -1533.3726542604 -1533.41825482917 -1533.46238575848 -1534.43712324312 -1535.37784751329 -1535.35567116963 -1535.34264820393 -1535.33386015432 -1535.3338185611 -1535.33378223978 -1535.33239745692 -1535.30706418228 -1535.21644216134
UNCHS044154 -1536.40526349316 -1536.40516262894 -1536.40243445953 -1536.32538221239 -1536.3005406863 -1536.29977810296 -1536.29964656323 -1536.32266279605 -1536.32485598616 -1536.33138352305 -1536.33155658744 -1536.33456224263 -1536.34383545735 -1536.34778263627 -1536.34943312331 -1536.34967754032 -1536.3500989336 -1536.35411294391 -1536.35190664764 -1533.72459118717 -1531.89010730405 -1531.82828788216 -1531.83319409187 -1531.83432582089 -1532.36822408797 -1532.47300877761 -1533.10493662867 -1533.30397107061 -1533.39204803576 -1533.43760510906 -1533.48169438544 -1534.4571353028 -1535.39580371555 -1535.37360872327 -1535.36057130194 -1535.35179996965 -1535.35175830426 -1535.35172192001 -1535.35033693994 -1535.32500027874 -1535.23323494961
JAX00436295 -1536.48069287472 -1536.48065057395 -1536.48069611269 -1536.42876250216 -1536.40833200627 -1536.40764587757 -1536.40751395415 -1536.43052038411 -1536.43271385999 -1536.43924646882 -1536.43941907901 -1536.44241677164 -1536.44942594941 -1536.4533620613 -1536.45500791946 -1536.45525206946 -1536.45567276885 -1536.45961490693 -1536.45844562044 -1533.84811729101 -1532.01603649894 -1531.95691947762 -1531.96105022106 -1531.96205162434 -1532.49345504074 -1532.59829623613 -1533.2312732485 -1533.43039361186 -1533.5185107527 -1533.5636224053 -1533.6072852921 -1534.5898856669 -1535.5077716009 -1535.48542444519 -1535.47226229857 -1535.4636798304 -1535.46363747714 -1535.46360049313 -1535.46221320303 -1535.43683603283 -1535.33352817691
UNC27782039 -1536.4821281923 -1536.48209686503 -1536.48266566743 -1536.43572959737 -1536.41623200511 -1536.41556218255 -1536.41543018376 -1536.43843608505 -1536.44062971614 -1536.44716370901 -1536.44733622423 -1536.45033225159 -1536.45689463817 -1536.46082820972 -1536.46247299768 -1536.46271707046 -1536.46313758781 -1536.46706748669 -1536.46610693414 -1533.85925956479 -1532.02775387104 -1531.96921047127 -1531.97319086242 -1531.97416705095 -1532.50514901853 -1532.61000264231 -1533.24319385224 -1533.44233076208 -1533.53045561637 -1533.5754770982 -1533.61905370091 -1534.60309821199 -1535.51683016656 -1535.49445971569 -1535.48127687416 -1535.4727361969 -1535.47269371422 -1535.47265661737 -1535.47126880449 -1535.44588232726 -1535.3402697299
UNC27782319 -1536.48240285146 -1536.48237171056 -1536.48295055411 -1536.43611114666 -1536.41663177763 -1536.41596215116 -1536.4158300913 -1536.438832482 -1536.44102570333 -1536.44755823662 -1536.44773074742 -1536.45072669734 -1536.45728147945 -1536.4612149687 -1536.46285972519 -1536.46310379481 -1536.46352430493 -1536.46745391098 -1536.46649739576 -1533.85971645247 -1532.0282203353 -1531.9696878747 -1531.97366532869 -1531.97464102566 -1532.50561172506 -1532.61046587032 -1533.24366177631 -1533.44279909008 -1533.53092412653 -1533.57594387894 -1533.61951882624 -1534.60356046441 -1535.51711643828 -1535.49473240683 -1535.48154196276 -1535.47300210221 -1535.47295959626 -1535.47292247913 -1535.4715346523 -1535.44614792161 -1535.34050267657
UNC27782556 -1536.48250889701 -1536.48247774452 -1536.48305660415 -1536.43621732785 -1536.41673797871 -1536.4160682913 -1536.41593620552 -1536.43894165591 -1536.44113511799 -1536.44766850932 -1536.44784102377 -1536.45083703792 -1536.45739239547 -1536.4613259479 -1536.46297073401 -1536.46321480808 -1536.46363532567 -1536.46756497877 -1536.46660847733 -1533.85982679936 -1532.02832968619 -1531.96979715504 -1531.97377461365 -1531.97475031162 -1532.50571952226 -1532.61057380923 -1533.24376997623 -1533.44290732372 -1533.53103237162 -1533.57605215228 -1533.61962712618 -1534.60365454759 -1535.51716529473 -1535.49477504678 -1535.48158117572 -1535.47304126207 -1535.4729987464 -1535.47296162078 -1535.47157379386 -1535.44618706663 -1535.34054903945
UNCHS044157 -1536.45028499387 -1536.45025200065 -1536.4508390303 -1536.40409211644 -1536.38463306415 -1536.38395281447 -1536.38381877964 -1536.41194866766 -1536.41469719254 -1536.42330058047 -1536.42348315551 -1536.42665578438 -1536.43353847778 -1536.43767414682 -1536.43940861326 -1536.43966623 -1536.44011037406 -1536.44423045392 -1536.44316075631 -1533.83628058857 -1532.00449038972 -1531.94572652315 -1531.94987436817 -1531.9508777211 -1532.48163078212 -1532.58636133043 -1533.21852740874 -1533.4172939074 -1533.50524990967 -1533.55030221947 -1533.59390681367 -1534.57333865329 -1535.48735522949 -1535.46490142978 -1535.45162508249 -1535.44294608794 -1535.44290456136 -1535.44286829835 -1535.44148037177 -1535.41610501182 -1535.31191427002
UNCHS044158 -1536.44453267431 -1536.44449954464 -1536.44508749954 -1536.39835068055 -1536.37889378532 -1536.37821270736 -1536.37807843897 -1536.40652111859 -1536.409309101 -1536.41806503376 -1536.41824837912 -1536.42143454596 -1536.42834300374 -1536.43249549419 -1536.43423743337 -1536.43449617971 -1536.43494229198 -1536.43907854466 -1536.43800146682 -1533.83114814273 -1531.99937263786 -1531.94059697056 -1531.94475796364 -1531.94576346051 -1532.47651419955 -1532.58123790465 -1533.21333896602 -1533.41208077121 -1533.50002544034 -1533.54508038432 -1533.58868738997 -1534.56771406465 -1535.4817720476 -1535.45931294697 -1535.44602977235 -1535.43733928862 -1535.43729784964 -1535.43726166304 -1535.43587358488 -1535.41049634962 -1535.30651226515
UNC27783294 -1536.42049508456 -1536.42046148603 -1536.42105214592 -1536.37434548959 -1536.35489515433 -1536.35421112223 -1536.35407595259 -1536.38345784406 -1536.38637292704 -1536.39562858618 -1536.39581459971 -1536.39904764913 -1536.40602823197 -1536.41023728717 -1536.41200430745 -1536.41226684398 -1536.41271954622 -1536.41690934628 -1536.41580061705 -1533.80903143465 -1531.97730592942 -1531.91847374651 -1531.92268317699 -1531.923696594 -1532.4544975292 -1532.55919586839 -1533.19105440004 -1533.38970372956 -1533.47760595304 -1533.52267041304 -1533.56628611818 -1534.54393372422 -1535.45814836562 -1535.4356683377 -1535.4223603811 -1535.41362837009 -1535.41358727289 -1535.41355138437 -1535.41216267512 -1535.38677708791 -1535.28351529531
