UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -2028.28235905984 -2028.27284815421 -2028.78262097855 -2043.39192861974 -2047.0373958073 -2047.07546290754 -2047.06439178765 -2051.84947303869 -2052.75205800663 -2056.4713362712 -2056.47088822258 -2056.46325864327 -2055.65666615432 -2055.66118630606 -2055.66417575327 -2055.66430784812 -2055.66346960314 -2055.58274510159 -2055.05751332797 -2056.5096126442 -2061.47590320459 -2075.23182823526 -2077.43055187256 -2077.78120049928 -2079.42312886607 -2079.4930164237 -2083.26223077924 -2084.63811669773 -2085.25157474717 -2085.13478451333 -2085.04281908396 -2091.4677211729 -2092.50200386406 -2092.37280268401 -2092.34495253584 -2092.30772755154 -2092.30785951057 -2092.30797775363 -2092.31799414096 -2092.53672978186 -2112.31548082554
UNCHS044153 -2028.27858749837 -2028.26866907893 -2028.7716967558 -2043.34763546407 -2046.99374054525 -2047.03178594548 -2047.02067907923 -2051.80573563449 -2052.7083158922 -2056.42758457205 -2056.4271318585 -2056.41942047169 -2055.61379016985 -2055.61815054059 -2055.62107291647 -2055.62119414472 -2055.6203356834 -2055.53971766644 -2055.01444231399 -2056.46715300546 -2061.43461509304 -2075.20327309673 -2077.40391392267 -2077.75486548636 -2079.39643803093 -2079.46638301283 -2083.23609672137 -2084.61205442654 -2085.22554664159 -2085.10868048788 -2085.01665231394 -2091.44083382011 -2092.47564114506 -2092.34608602799 -2092.31805714068 -2092.28091782256 -2092.2810484235 -2092.28116548089 -2092.29118099984 -2092.50990141092 -2112.28780971217
UNCHS044154 -2027.55696131152 -2027.54007995743 -2027.78328688237 -2041.06829128266 -2044.75110237961 -2044.7904520057 -2044.77933221591 -2049.55806140971 -2050.46022874373 -2054.17910360991 -2054.17864775784 -2054.17088090652 -2053.42395909503 -2053.42843132328 -2053.43141359478 -2053.4315064123 -2053.4305916813 -2053.36266190301 -2052.83862166885 -2054.32043627273 -2059.34566415716 -2073.66884160657 -2075.95294922769 -2076.3171279931 -2077.95097216425 -2078.02207032684 -2081.81383553651 -2083.1932406911 -2083.80837995354 -2083.69002512617 -2083.59699106348 -2089.9622135388 -2091.06762129128 -2090.94393139412 -2090.91768139085 -2090.88399047435 -2090.88411340751 -2090.88422378013 -2090.89424059152 -2091.11309810198 -2110.81009727887
JAX00436295 -2033.07552972978 -2033.0140643604 -2031.37292878389 -2025.02799402729 -2026.49333071536 -2026.50350596591 -2026.49242867867 -2031.19710801173 -2032.09356142133 -2035.8021183431 -2035.80163602817 -2035.79339790557 -2035.49794364487 -2035.50531577737 -2035.50960368114 -2035.50957829708 -2035.50840287948 -2035.53803983379 -2035.04626762946 -2037.01282491419 -2042.92995803891 -2061.70170949133 -2064.6524774657 -2065.1220646046 -2066.78520494466 -2066.8666035202 -2070.82033220555 -2072.21432573334 -2072.8369811598 -2072.71006536677 -2072.61196964635 -2078.66914187897 -2080.41341497572 -2080.3535962632 -2080.35938056516 -2080.37371277097 -2080.37379727588 -2080.37387418665 -2080.38370859371 -2080.59959254819 -2099.66261825416
UNC27782039 -2035.79202279195 -2035.72902143632 -2033.97779170833 -2024.30185550743 -2024.8874255718 -2024.88327329613 -2024.87224173872 -2029.56309443498 -2030.45827733185 -2034.16357431188 -2034.1630890496 -2034.15479722509 -2033.84752557483 -2033.85552390755 -2033.8600725445 -2033.86006828854 -2033.85892478816 -2033.89328807962 -2033.40536504422 -2035.42375822689 -2041.43413527585 -2060.54517811942 -2063.54888487911 -2064.02687718899 -2065.71734779283 -2065.79812267621 -2069.75249109831 -2071.14417446986 -2071.76594570218 -2071.63899476113 -2071.5410900741 -2077.57951555092 -2079.37173328465 -2079.31711897482 -2079.32619101959 -2079.34574565059 -2079.34582505846 -2079.34589752935 -2079.35565687359 -2079.57005280724 -2098.55838119134
UNC27782319 -2035.86233375231 -2035.79928051237 -2034.04680572492 -2024.3198285038 -2024.89017111026 -2024.88534073691 -2024.87411625619 -2029.56287554143 -2030.45784869773 -2034.16239736852 -2034.16188642674 -2034.15314414124 -2033.84251881308 -2033.84961805357 -2033.85378688888 -2033.85372593449 -2033.85247718102 -2033.88594580101 -2033.39791859221 -2035.41657519498 -2041.427599156 -2060.54151319877 -2063.5457241275 -2064.02379662549 -2065.71425520535 -2065.79501111964 -2069.74884638544 -2071.14034622007 -2071.76204305615 -2071.63478604924 -2071.53659302775 -2077.57973485412 -2079.36728390492 -2079.30975939427 -2079.31753413179 -2079.33714367398 -2079.33721619727 -2079.33728265517 -2079.3470409204 -2079.56141737664 -2098.55276005712
UNC27782556 -2035.87227832681 -2035.80919033191 -2034.05674599302 -2024.33008953259 -2024.90047938055 -2024.89545633688 -2024.88413733049 -2029.56857323295 -2030.46312963365 -2034.16631904148 -2034.16579542832 -2034.15683091164 -2033.84490308869 -2033.85155206514 -2033.85553084229 -2033.85544158756 -2033.85414047713 -2033.8871389906 -2033.39902759259 -2035.417571293 -2041.42847214559 -2060.54163198933 -2063.54569387093 -2064.02374135367 -2065.71395541434 -2065.79471470706 -2069.74825319136 -2071.13964475779 -2071.76129451475 -2071.63389177443 -2071.53555967198 -2077.58107706418 -2079.36620718424 -2079.30722909278 -2079.31432671115 -2079.3338673441 -2079.33393667143 -2079.33400033801 -2079.34375949593 -2079.55815850916 -2098.55205251342
UNCHS044157 -2036.21683391015 -2036.1539850537 -2034.39913647376 -2024.62810085917 -2025.18658589124 -2025.17975933041 -2025.16338556551 -2024.26552576635 -2024.60375719214 -2026.54682752963 -2026.54559492612 -2026.5242989624 -2026.22157949717 -2026.1836330998 -2026.16901350995 -2026.16614903653 -2026.15994574342 -2026.15387863509 -2025.6660343385 -2027.66253807742 -2033.56083002426 -2051.90791291688 -2054.75909894977 -2055.2120669991 -2056.89965606326 -2056.97781490504 -2060.73099954008 -2062.02522196722 -2062.60262008786 -2062.47173913795 -2062.36913696399 -2068.25781182613 -2070.03470017155 -2069.91385572483 -2069.86912220507 -2069.82547475772 -2069.82554421858 -2069.82560801328 -2069.83616352494 -2070.07224440784 -2089.35413601123
UNCHS044158 -2036.65195795276 -2036.58914655346 -2034.83400691838 -2025.05800855489 -2025.61522214948 -2025.60828548069 -2025.59142130735 -2023.98539259365 -2024.24096128004 -2025.91139074493 -2025.91006508418 -2025.88715954307 -2025.5830551323 -2025.53893795868 -2025.52172799167 -2025.51847663351 -2025.51159113814 -2025.50088686087 -2025.01453719738 -2027.00510193895 -2032.88356894282 -2051.15486310651 -2053.99377035919 -2054.44476592787 -2056.12924760479 -2056.20668650748 -2059.94145600407 -2061.22735583957 -2061.80103600317 -2061.66972679634 -2061.56664315388 -2067.44210292256 -2069.21899060448 -2069.09521370291 -2069.04785853859 -2069.00104880352 -2069.00111881208 -2069.00118308542 -2069.01174258019 -2069.24837430059 -2088.54890643855
UNC27783294 -2038.79962794414 -2038.73698579424 -2036.98134382403 -2027.1930961493 -2027.74658223386 -2027.73945887083 -2027.72109555541 -2023.69180904339 -2023.63922878197 -2024.24918208551 -2024.24746891265 -2024.21784627239 -2023.92119307366 -2023.8541281619 -2023.82721771424 -2023.82251380271 -2023.81306686052 -2023.78526484591 -2023.30422133113 -2025.2690966035 -2031.07224202796 -2049.0992700586 -2051.90193079048 -2052.3471530681 -2054.01275937646 -2054.08737947941 -2057.76506752016 -2059.02576719215 -2059.5882737464 -2059.45497717533 -2059.34977964092 -2065.17136221212 -2066.94422609563 -2066.81272638105 -2066.7588602545 -2066.70467248095 -2066.70474098297 -2066.70480393683 -2066.71524664848 -2066.95083938888 -2086.19988461075
