UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1701.90615583275 -1701.90606347461 -1701.8970419771 -1701.82869635592 -1701.81968398558 -1701.81933967309 -1701.81926332464 -1701.68052110857 -1701.66017913416 -1701.58098782555 -1701.58115295222 -1701.58395362121 -1701.65591600421 -1701.65864494928 -1701.65952135329 -1701.65962971701 -1701.65982093897 -1701.67189812183 -1701.6936193924 -1701.32171467077 -1706.52915182422 -1706.72997103228 -1706.76949627681 -1706.77476072929 -1709.10974556173 -1708.63110386697 -1707.50417140262 -1707.5685641462 -1707.62928646363 -1707.64598233731 -1707.66576511664 -1708.69569140645 -1715.81444981079 -1716.14244638123 -1716.32382385076 -1716.33223080697 -1716.33259608256 -1716.33291444813 -1716.3290366385 -1716.26178658604 -1715.68641711025
UNCHS044153 -1701.90608304659 -1701.90599041386 -1701.8969622335 -1701.82855484629 -1701.81953231798 -1701.81918787671 -1701.81911153042 -1701.68036972286 -1701.66002798423 -1701.58083754481 -1701.58100266487 -1701.58380321809 -1701.65579216774 -1701.65852076782 -1701.65939701942 -1701.6595053552 -1701.65969652417 -1701.67177440826 -1701.69348846116 -1701.3215797347 -1706.52914893312 -1706.72993092057 -1706.76944482098 -1706.77470747942 -1709.10971032046 -1708.63106974146 -1707.50413731158 -1707.56852840909 -1707.62924997658 -1707.64594328701 -1707.66572360016 -1708.69550684717 -1715.81423907784 -1716.14223067657 -1716.32360605667 -1716.33201579175 -1716.33238105797 -1716.33269941538 -1716.32882160024 -1716.26157145267 -1715.68624284017
UNCHS044154 -1701.90636781918 -1701.90627049444 -1701.89706514903 -1701.82668283645 -1701.81727121793 -1701.81692008054 -1701.81684382806 -1701.67816559672 -1701.65782849 -1701.57865380715 -1701.57881902799 -1701.58162134741 -1701.6540761274 -1701.65680801031 -1701.65768566518 -1701.65779412769 -1701.65798546234 -1701.67006384295 -1701.69165965624 -1701.31962009353 -1706.52879790486 -1706.72919312728 -1706.76857343207 -1706.77381426233 -1709.10882447138 -1708.63019589968 -1707.50327620552 -1707.56765304498 -1707.6283680442 -1707.64503210337 -1707.66478406142 -1708.6927064852 -1715.81287542114 -1716.14097249832 -1716.32240892282 -1716.33084772415 -1716.33121310214 -1716.33153155703 -1716.32765416053 -1716.260412023 -1715.68548859103
JAX00436295 -1701.91750235181 -1701.91736667589 -1701.90687424105 -1701.81938068265 -1701.80606960412 -1701.8056504534 -1701.80557458443 -1701.66721348728 -1701.64689940171 -1701.56780298523 -1701.56796870133 -1701.5707796916 -1701.64564160378 -1701.64839409739 -1701.64928058826 -1701.64938993443 -1701.64958250754 -1701.6615504432 -1701.6824772214 -1701.30808378242 -1706.52613457632 -1706.72389870455 -1706.76240056039 -1706.76749824054 -1709.10181656464 -1708.62327311148 -1707.4964861942 -1707.56078511062 -1707.62146423821 -1707.63792770166 -1707.65748602353 -1708.6730720921 -1715.80269971693 -1716.1314826287 -1716.31332183414 -1716.32195006202 -1716.32231621038 -1716.3226353372 -1716.31876178651 -1716.25159415781 -1715.67994895374
UNC27782039 -1701.92117482805 -1701.92103364393 -1701.91039471663 -1701.82024878901 -1701.80621158724 -1701.80577956047 -1701.80570365378 -1701.66733929228 -1701.6470249424 -1701.56792760799 -1701.5680933159 -1701.57090415902 -1701.64577530384 -1701.64852927278 -1701.64941640421 -1701.64952584151 -1701.64971856576 -1701.66164243473 -1701.68254380394 -1701.30748684577 -1706.52579338261 -1706.72329643366 -1706.76171988427 -1706.76680488414 -1709.10083689967 -1708.62230284705 -1707.49554240432 -1707.55983921961 -1707.62051738917 -1707.6369605339 -1707.65649947682 -1708.67095289269 -1715.80141947301 -1716.13026069265 -1716.31213594089 -1716.32078036208 -1716.32114658942 -1716.32146578515 -1716.31759291001 -1716.25043857162 -1715.67927331799
UNC27782319 -1701.92176203646 -1701.92162081454 -1701.91098030239 -1701.82079561076 -1701.80674664179 -1701.80631449401 -1701.80623859624 -1701.66786111975 -1701.64754674304 -1701.56844949305 -1701.56861512281 -1701.57142459436 -1701.64627394416 -1701.64902480783 -1701.64991057769 -1701.65001981311 -1701.65021218116 -1701.66213197726 -1701.68303299668 -1701.30795988933 -1706.52624265525 -1706.72374387632 -1706.76216726139 -1706.767252246 -1709.10131407412 -1708.62278299719 -1707.49603056252 -1707.56032919181 -1707.62100812692 -1707.63745122426 -1707.6569901288 -1708.67139963075 -1715.80123631836 -1716.1300044836 -1716.31184153468 -1716.32048786245 -1716.32085398881 -1716.32117309653 -1716.31730010679 -1716.25014371374 -1715.67909597526
UNC27782556 -1701.92190077229 -1701.92175954544 -1701.91111888904 -1701.82093288887 -1701.80688369566 -1701.80645155187 -1701.80637569812 -1701.66805710944 -1701.6477463965 -1701.56866064257 -1701.56882626174 -1701.571635543 -1701.64647803537 -1701.64922814042 -1701.65011357477 -1701.65022276079 -1701.65041504053 -1701.66233364021 -1701.68323209379 -1701.3081510706 -1706.52642260335 -1706.72390523655 -1706.76232350114 -1706.76740767263 -1709.10148390497 -1708.62295610255 -1707.49620457059 -1707.56050025466 -1707.62117764491 -1707.63761962368 -1707.65715742111 -1708.6715368349 -1715.80107474654 -1716.12981188535 -1716.31163251382 -1716.32028051309 -1716.32064659462 -1716.32096566325 -1716.31709259891 -1716.24993490812 -1715.67886229897
UNCHS044157 -1701.91928613314 -1701.91914671687 -1701.90840943303 -1701.81744949669 -1701.80329053915 -1701.8028927311 -1701.80287089663 -1701.73097797028 -1701.71534016271 -1701.65172258865 -1701.65192306277 -1701.65534021361 -1701.73068411872 -1701.73430725605 -1701.73557099865 -1701.7357372732 -1701.73602993072 -1701.74827089919 -1701.76679983711 -1701.38702158624 -1706.59648611747 -1706.77654427729 -1706.8100826947 -1706.81439420691 -1709.14468438517 -1708.66854831683 -1707.54133654455 -1707.60239590592 -1707.66140645595 -1707.67687734314 -1707.69544762919 -1708.73394593884 -1715.85785892217 -1716.18829228938 -1716.37088578429 -1716.38015673457 -1716.38051970516 -1716.38083604061 -1716.37693940052 -1716.30939091572 -1715.67037297745
UNCHS044158 -1701.92412996248 -1701.9239914486 -1701.91324714811 -1701.82223097283 -1701.80806405096 -1701.807673216 -1701.80765431004 -1701.73802495484 -1701.72263800667 -1701.659906569 -1701.66010845179 -1701.66355018324 -1701.73888934509 -1701.74253658085 -1701.74381054751 -1701.74397835731 -1701.74427373547 -1701.75651151214 -1701.77490134813 -1701.39497391931 -1706.6041983405 -1706.78333727629 -1706.81662500809 -1706.82089699861 -1709.1509546048 -1708.67493894235 -1707.54773693366 -1707.60864624988 -1707.66757907035 -1707.68299660198 -1707.70151405603 -1708.74294108992 -1715.86645123358 -1716.19676388299 -1716.37929952115 -1716.38857644561 -1716.38893876377 -1716.38925452816 -1716.38535609267 -1716.31777292715 -1715.67467028024
UNC27783294 -1701.93237053157 -1701.93223544309 -1701.92146713996 -1701.83025897662 -1701.81606496985 -1701.81569980516 -1701.81569067745 -1701.75317613576 -1701.73867393959 -1701.67915347456 -1701.67936302133 -1701.68293927528 -1701.75911333902 -1701.76296068062 -1701.76432182236 -1701.76450265538 -1701.76482118772 -1701.7771706676 -1701.7951154668 -1701.41487370741 -1706.62344514596 -1706.79964603831 -1706.83212599572 -1706.83627127727 -1709.16377125357 -1708.6881415556 -1707.56096187055 -1707.62136973751 -1707.68004400539 -1707.69530388761 -1707.71366466217 -1708.76538466783 -1715.88750781647 -1716.21736743049 -1716.39965778208 -1716.40894519634 -1716.40930457758 -1716.40961777135 -1716.40571264805 -1716.33799930413 -1715.68077021787
