UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1709.47965750149 -1709.48142161477 -1709.47953963693 -1709.52206456929 -1709.5416051988 -1709.54053447312 -1709.54004732585 -1709.61436023226 -1709.62261026964 -1709.65389099649 -1709.65374694954 -1709.65122046844 -1709.86942503997 -1709.86935693992 -1709.86934676949 -1709.86930325984 -1709.86928519022 -1709.86759920946 -1709.875172752 -1707.13247265964 -1708.59381083272 -1708.76064247126 -1708.81359765932 -1708.82214503359 -1711.35850625127 -1711.75254815767 -1714.08184236066 -1714.84597156196 -1715.18751886126 -1715.35350658006 -1715.51465154143 -1718.25926088682 -1724.52191131204 -1725.14156203661 -1725.48755478036 -1725.48875998382 -1725.48977195866 -1725.49065491664 -1725.49275191445 -1725.54455894118 -1727.9137276767
UNCHS044153 -1709.47940386052 -1709.48116846351 -1709.47928118679 -1709.52181271437 -1709.54136753487 -1709.5402968524 -1709.53980969858 -1709.61412133196 -1709.62237108341 -1709.65365039807 -1709.65350636152 -1709.65098006097 -1709.86924291216 -1709.86917530936 -1709.86916535732 -1709.86912186816 -1709.86910384104 -1709.86741745008 -1709.87499598263 -1707.13233002421 -1708.59343122455 -1708.76034274182 -1708.81332130799 -1708.8218724039 -1711.35817645632 -1711.75221891264 -1714.08151747934 -1714.84564868178 -1715.18719693973 -1715.35318550177 -1715.51433132153 -1718.2592267055 -1724.521676368 -1725.14130794214 -1725.4872908754 -1725.48849520038 -1725.48950715105 -1725.49039008793 -1725.49248709636 -1725.54429450342 -1727.91334933078
UNCHS044154 -1709.48240168378 -1709.48415250958 -1709.4820923322 -1709.52280456941 -1709.54206599153 -1709.54099097249 -1709.54050384226 -1709.61481692367 -1709.62306666761 -1709.65434589896 -1709.65420186317 -1709.65167557514 -1709.86979987702 -1709.86973189487 -1709.86972177842 -1709.86967830032 -1709.86966027258 -1709.86797302959 -1709.87554048247 -1707.1328810033 -1708.59459304916 -1708.76142382681 -1708.81436117781 -1708.82290503365 -1711.3594767547 -1711.75350754471 -1714.08273001795 -1714.84684056194 -1715.18837981972 -1715.35436464732 -1715.51550675384 -1718.25902793325 -1724.52219750466 -1725.1418707108 -1725.48787347688 -1725.48908180229 -1725.4900937926 -1725.49097676404 -1725.49307352179 -1725.54487541063 -1727.91414440445
JAX00436295 -1709.50733204708 -1709.50896020244 -1709.50595867436 -1709.53317702003 -1709.54978695196 -1709.54867559543 -1709.54818878335 -1709.62245559397 -1709.63069962516 -1709.66195811297 -1709.66181405553 -1709.65928737417 -1709.87521094383 -1709.87513750798 -1709.87512503817 -1709.87508171613 -1709.87506367194 -1709.87338283388 -1709.88079199662 -1707.13760834972 -1708.60891706396 -1708.77331999292 -1708.82543563067 -1708.83384469725 -1711.37329025712 -1711.76721772377 -1714.09572233106 -1714.85961402185 -1715.20105575073 -1715.36699001435 -1715.52808146912 -1718.25540505157 -1724.5262560208 -1725.14643103705 -1725.49267912743 -1725.49393794945 -1725.49495045462 -1725.49583387498 -1725.49792866607 -1725.54968529275 -1727.92292255959
UNC27782039 -1709.51115499147 -1709.51276232998 -1709.50972171066 -1709.53525067192 -1709.55141261779 -1709.55029577228 -1709.54980903766 -1709.62405460705 -1709.63229639005 -1709.6635468173 -1709.66340275007 -1709.66087589347 -1709.8762138852 -1709.87613908033 -1709.8761260213 -1709.87608273893 -1709.87606469054 -1709.8743881403 -1709.88175746546 -1707.13835525044 -1708.61221129722 -1708.77582560411 -1708.82770157339 -1708.83607228466 -1711.37611032845 -1711.77002064603 -1714.09839605351 -1714.86224311357 -1715.20366453976 -1715.36958640424 -1715.53066538646 -1718.25437516292 -1724.52680378868 -1725.14709280287 -1725.49339772341 -1725.49466858149 -1725.49568120972 -1725.49656473738 -1725.49865925668 -1725.55040912689 -1727.92477973585
UNC27782319 -1709.51116460293 -1709.51277140407 -1709.50973288297 -1709.53524284503 -1709.55139537636 -1709.55027837636 -1709.54979160445 -1709.62401126235 -1709.63225028713 -1709.66348961393 -1709.66334558797 -1709.66081944585 -1709.87606205966 -1709.87598881434 -1709.87597645779 -1709.87593330522 -1709.87591547246 -1709.87424108573 -1709.8816087038 -1707.13818082401 -1708.61213877597 -1708.775713567 -1708.82757732848 -1708.83594608477 -1711.37585637167 -1711.76976602672 -1714.09813513502 -1714.86197900521 -1715.2033989263 -1715.36931958555 -1715.53039738567 -1718.25379580455 -1724.52590519417 -1725.14615307365 -1725.49243602798 -1725.49370776013 -1725.49472032283 -1725.49560379332 -1725.49769830085 -1725.54944813785 -1727.92394066614
UNC27782556 -1709.51111752132 -1709.51272430889 -1709.50968591486 -1709.53519649253 -1709.55134901062 -1709.55023195514 -1709.54974515152 -1709.62394665301 -1709.63218400199 -1709.66341693544 -1709.66327292114 -1709.66074697878 -1709.87595831653 -1709.87588611856 -1709.87587423256 -1709.8758311596 -1709.8758134641 -1709.87414016904 -1709.88150774826 -1707.13807362502 -1708.61202278036 -1708.77559113555 -1708.82745274313 -1708.83582115141 -1711.37566122427 -1711.76956963172 -1714.09792562844 -1714.86176398231 -1715.2031813104 -1715.36910078333 -1715.53017741888 -1718.25349798014 -1724.52542036111 -1725.14565096215 -1725.49192448421 -1725.49319663124 -1725.49420916627 -1725.49509261261 -1725.49718712493 -1725.54893727835 -1727.92344621268
UNCHS044157 -1709.41033610549 -1709.41193129416 -1709.40888744132 -1709.43452746355 -1709.45074131105 -1709.44953873084 -1709.44899618681 -1709.5061488187 -1709.51356805595 -1709.54269748699 -1709.54253470148 -1709.53967982354 -1709.75254908484 -1709.75289018764 -1709.75307057475 -1709.75305800501 -1709.75309926487 -1709.75179614269 -1709.75875638682 -1707.01432338942 -1708.47976691498 -1708.63573143035 -1708.68535046873 -1708.69336050708 -1711.22666274622 -1711.61904233771 -1713.93106922256 -1714.68850797384 -1715.02695864508 -1715.19176655145 -1715.35174601968 -1718.00144416036 -1724.29011863587 -1724.91795837936 -1725.26765262826 -1725.26926437213 -1725.27028298574 -1725.27117173465 -1725.27326915058 -1725.32519206289 -1727.69368526795
UNCHS044158 -1709.40032561038 -1709.40191998462 -1709.39887545243 -1709.4245272667 -1709.44074707753 -1709.4395371994 -1709.43899006804 -1709.49428543139 -1709.50158404022 -1709.53033725348 -1709.53017271029 -1709.52728700258 -1709.73998618709 -1709.74035350266 -1709.74054632636 -1709.74053575023 -1709.7405809547 -1709.73930273707 -1709.74623788564 -1707.00180975682 -1708.46670590182 -1708.62222608629 -1708.67171765917 -1708.67970741146 -1711.21245153112 -1711.60474305569 -1713.91582238209 -1714.67289139346 -1715.01117157573 -1715.17591532504 -1715.33583162638 -1717.97951241255 -1724.26933766169 -1724.89769484885 -1725.24761976926 -1725.24925573861 -1725.25027468968 -1725.25116373301 -1725.25326013586 -1725.30517054994 -1727.67391940937
UNC27783294 -1709.36611653907 -1709.36770798478 -1709.36466040018 -1709.39035028219 -1709.40659105051 -1709.4053547615 -1709.40479115402 -1709.45322342712 -1709.46004852133 -1709.48728304966 -1709.4871113386 -1709.48409991447 -1709.69676238253 -1709.6971884997 -1709.6974103995 -1709.69740447505 -1709.69745933206 -1709.69623303325 -1709.70307525378 -1706.95885254558 -1708.42211841821 -1708.57618306832 -1708.6252665097 -1708.63319152869 -1711.16531859471 -1711.55733286374 -1713.86538221894 -1714.62128425056 -1714.95902890856 -1715.12356710303 -1715.28328124606 -1717.90761197258 -1724.20073103452 -1724.8307277134 -1725.18141875934 -1725.18313745897 -1725.18415738116 -1725.18504727188 -1725.18713853316 -1725.23897178999 -1727.60954397919
