UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1695.05398546594 -1695.05439249414 -1695.06408336261 -1695.11692855278 -1695.11884660888 -1695.11947268907 -1695.11975873105 -1695.20870774102 -1695.22211534283 -1695.26333317773 -1695.26299701316 -1695.2570372126 -1695.08622763082 -1695.06588505946 -1695.05688357882 -1695.05554883647 -1695.05318090741 -1695.03508765335 -1695.02969348603 -1693.82975885668 -1697.50932712049 -1697.58140332042 -1697.59060468653 -1697.59257793738 -1700.00983646544 -1700.18118137034 -1702.4586809559 -1703.24859607681 -1703.60090837141 -1703.63203439459 -1703.66485458902 -1704.07284209606 -1706.40930093811 -1706.53615076946 -1706.64265790981 -1706.63905771469 -1706.63938504992 -1706.63967048457 -1706.63337151394 -1706.51665701032 -1704.88561745923
UNCHS044153 -1695.05462357438 -1695.05503142587 -1695.06474545567 -1695.11778945391 -1695.11973825879 -1695.12036501651 -1695.12065115261 -1695.20959581324 -1695.22300384076 -1695.26422349584 -1695.2638873787 -1695.25792840794 -1695.08715145638 -1695.06681006235 -1695.05780907753 -1695.05647440603 -1695.05410659925 -1695.03601177758 -1695.03062076289 -1693.83062742455 -1697.50989447302 -1697.58200752388 -1697.59121302872 -1697.59318691733 -1700.01040234486 -1700.18174603233 -1702.45924526189 -1703.24916389585 -1703.60147778024 -1703.63260720138 -1703.66543065295 -1704.07356338634 -1706.41004427709 -1706.53688778756 -1706.64339175409 -1706.63978615998 -1706.64011347547 -1706.64039889286 -1706.63409994472 -1706.51738586391 -1704.88638011646
UNCHS044154 -1695.07690667372 -1695.07733307454 -1695.08767243356 -1695.14589249538 -1695.14858375198 -1695.14922129157 -1695.14950713493 -1695.2385151671 -1695.25193119283 -1695.29318065009 -1695.29284477633 -1695.28689006164 -1695.11685454927 -1695.09651482293 -1695.08751455345 -1695.08617991842 -1695.0838120443 -1695.06564992391 -1695.06032140073 -1693.859033619 -1697.53110373372 -1697.60411258592 -1697.61341628714 -1697.6154052829 -1700.03158307502 -1700.20293143355 -1702.48056471836 -1703.27060613542 -1703.6229747822 -1703.65418939786 -1703.68709471265 -1704.09774244572 -1706.43263141653 -1706.55902363859 -1706.66528698437 -1706.66155861733 -1706.66188548845 -1706.66217051823 -1706.6558718726 -1706.53916548071 -1704.90915858537
JAX00436295 -1695.25794739718 -1695.25856390489 -1695.27536863741 -1695.39433690143 -1695.40746464818 -1695.40826114129 -1695.40854310776 -1695.49838251874 -1695.51190390352 -1695.55354142317 -1695.55320859665 -1695.54730716318 -1695.38769442277 -1695.36738619458 -1695.35839934289 -1695.35706559239 -1695.35469755174 -1695.33577602599 -1695.33133217569 -1694.11774226998 -1697.70462521351 -1697.78924030439 -1697.79991131923 -1697.80211456446 -1700.20859093535 -1700.3799300959 -1702.65862135751 -1703.44995048088 -1703.80289624632 -1703.8351052864 -1703.86896737269 -1704.31075387214 -1706.62612160987 -1706.74712248769 -1706.85053629256 -1706.84539267194 -1706.84571429404 -1706.84599474494 -1706.83969544076 -1706.72299507101 -1705.1027435112
UNC27782039 -1695.28488628667 -1695.2855388223 -1695.3035748982 -1695.4356203831 -1695.45133708715 -1695.45217425948 -1695.45245529292 -1695.54249414281 -1695.55604090393 -1695.59777121975 -1695.59743910399 -1695.59155009711 -1695.43456454696 -1695.41426550347 -1695.40528255458 -1695.40394908143 -1695.40158111535 -1695.38249714032 -1695.37827799223 -1694.16247906555 -1697.73035866205 -1697.81781151259 -1697.82883793282 -1697.83109757829 -1700.23583477501 -1700.40716175287 -1702.6860060771 -1703.47759609908 -1703.83065932629 -1703.8630892046 -1703.89716403215 -1704.34622470909 -1706.6571549272 -1706.77694276779 -1706.87972068883 -1706.87427046401 -1706.87459091402 -1706.87487034246 -1706.86857017614 -1706.75185684573 -1705.13346857423
UNC27782319 -1695.28388087796 -1695.28453416201 -1695.30258856071 -1695.43483213865 -1695.45058869668 -1695.45142764428 -1695.45170920589 -1695.54172251342 -1695.55527122428 -1695.59700965286 -1695.59667775605 -1695.5907925813 -1695.43384026604 -1695.41354758737 -1695.40456732918 -1695.40323425508 -1695.40086700254 -1695.38178649953 -1695.37757239972 -1694.16176198595 -1697.72938172915 -1697.81688310345 -1697.82791622437 -1697.83017692491 -1700.23485245868 -1700.40617750549 -1702.68501938393 -1703.47661151196 -1703.82967564084 -1703.86211021734 -1703.89618951585 -1704.34559922337 -1706.65699462885 -1706.77682845633 -1706.87963160912 -1706.87417412966 -1706.87449455333 -1706.87477395862 -1706.86847386022 -1706.75176146427 -1705.13343335797
UNC27782556 -1695.28322355396 -1695.28387693685 -1695.30193097766 -1695.4341707223 -1695.44992649452 -1695.45076596934 -1695.45104774256 -1695.54100685166 -1695.55455466279 -1695.5962923027 -1695.59596051767 -1695.59007730064 -1695.4331223249 -1695.41283366152 -1695.40385510001 -1695.40252228007 -1695.40015548393 -1695.38107909597 -1695.37686646421 -1694.16106446782 -1697.72870379493 -1697.81621238516 -1697.82724679295 -1697.82950769306 -1700.23416938296 -1700.40549408812 -1702.6843403493 -1703.47593348821 -1703.8289979768 -1703.86143352659 -1703.8955137274 -1704.34503560349 -1706.65668499923 -1706.77654832087 -1706.87936733295 -1706.87390820683 -1706.87422862531 -1706.87450802599 -1706.86820800599 -1706.75149690425 -1705.1331806446
UNCHS044157 -1695.30248423147 -1695.30312269628 -1695.32119271583 -1695.45362201018 -1695.46941983152 -1695.47019588403 -1695.47040435401 -1695.52149394248 -1695.53330328158 -1695.5705871621 -1695.57025486085 -1695.56436543734 -1695.40806107701 -1695.38869161779 -1695.38010285314 -1695.37882819159 -1695.37656379622 -1695.35853649887 -1695.35496039174 -1694.13560685258 -1697.70060565892 -1697.79330002627 -1697.80509910428 -1697.8074813673 -1700.21341046581 -1700.38494181055 -1702.66860815981 -1703.46175240393 -1703.81547090071 -1703.84824931989 -1703.88265320722 -1704.33068757337 -1706.64949848071 -1706.76826639653 -1706.87037621031 -1706.86430190109 -1706.86462030934 -1706.86489795137 -1706.85864388532 -1706.74280097148 -1705.11211343842
UNCHS044158 -1695.30584357929 -1695.30648033314 -1695.32455146424 -1695.45699195376 -1695.47279189956 -1695.47356011465 -1695.47376237731 -1695.5221771143 -1695.53377941476 -1695.57042880297 -1695.57009498801 -1695.56417936203 -1695.40787092958 -1695.38853628824 -1695.37996243275 -1695.37869001395 -1695.37642953894 -1695.35843417761 -1695.35486863176 -1694.13513343749 -1697.69958815297 -1697.79236049787 -1697.8041730609 -1697.80655742541 -1700.21250716171 -1700.38403679951 -1702.66762623648 -1703.46073516351 -1703.81443611273 -1703.8472155002 -1703.88161964528 -1704.32923011432 -1706.64871386663 -1706.76745817981 -1706.86954989591 -1706.86344608085 -1706.86376438442 -1706.86404193464 -1706.85779145606 -1706.74201729909 -1705.10976752433
UNC27783294 -1695.32106195207 -1695.32169185115 -1695.33976470734 -1695.47221977243 -1695.48802181274 -1695.48875809631 -1695.48893782517 -1695.52854335294 -1695.53935176692 -1695.57347311841 -1695.57313369398 -1695.56712087079 -1695.4111268819 -1695.39192149908 -1695.38340314077 -1695.38213904125 -1695.37989308893 -1695.3619983796 -1695.3584392527 -1694.13720477019 -1697.69945321552 -1697.7921960221 -1697.80401910463 -1697.80640513434 -1700.21369934131 -1700.3852014819 -1702.66796632146 -1703.46077068051 -1703.81433177626 -1703.84709181177 -1703.88147435206 -1704.328212574 -1706.64987842176 -1706.76863907914 -1706.87073593434 -1706.86456367745 -1706.86488167812 -1706.86515896242 -1706.8589204479 -1706.74337712319 -1705.10540562455
JAX00436342 -1695.32060847382 -1695.32123839825 -1695.33931154478 -1695.47176989782 -1695.48757264788 -1695.48830903494 -1695.48848875448 -1695.52803970164 -1695.53884675185 -1695.57296891545 -1695.57262994384 -1695.56662503243 -1695.41071387433 -1695.39152683074 -1695.38301625904 -1695.38175331337 -1695.37950940205 -1695.36163251258 -1695.35807983058 -1694.13685053893 -1697.69910983821 -1697.7918893831 -1697.80371938505 -1697.80610654751 -1700.21365239714 -1700.38515799972 -1702.66793561201 -1703.46074414879 -1703.81430709552 -1703.84707079169 -1703.88145668184 -1704.32839205807 -1706.65007800373 -1706.7688293257 -1706.87092415148 -1706.86474942054 -1706.86506741183 -1706.86534468793 -1706.85910626648 -1706.74356453236 -1705.1056067168
