UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1712.56314972961 -1712.56368189022 -1712.57707052983 -1712.68138688627 -1712.69597516375 -1712.69564409404 -1712.6954117477 -1712.72209062849 -1712.72769755851 -1712.74576835628 -1712.74554046485 -1712.74153409535 -1712.75758602178 -1712.75247879724 -1712.75030284836 -1712.74997650995 -1712.74938931736 -1712.7402328756 -1712.73482623537 -1708.79317063168 -1709.56905777884 -1709.6244574214 -1709.63469867689 -1709.63580549221 -1710.70352958082 -1711.12968413413 -1714.18877786189 -1715.1417067272 -1715.5617681893 -1715.69718806027 -1715.82953102454 -1719.23458497619 -1729.42070279904 -1729.89435808256 -1730.16161363436 -1730.12219796267 -1730.12304013383 -1730.12377485122 -1730.12878599439 -1730.23710371015 -1731.86624654821
UNCHS044153 -1712.56297461658 -1712.56350738407 -1712.57690851025 -1712.68135669411 -1712.69597113951 -1712.69564064425 -1712.6954083926 -1712.72208958865 -1712.72769617387 -1712.74576542716 -1712.7455375528 -1712.7415314818 -1712.7576036312 -1712.75249696647 -1712.75032125346 -1712.74999494618 -1712.74940781231 -1712.74024762517 -1712.73484349734 -1708.79321434417 -1709.56891211103 -1709.62432681074 -1709.63457380929 -1709.63568149859 -1710.70338069394 -1711.12953509246 -1714.18863329516 -1715.14156363078 -1715.56162584114 -1715.69704508074 -1715.82938745071 -1719.23444376553 -1729.42036834524 -1729.89400225156 -1730.16124622109 -1730.12182335809 -1730.12266552187 -1730.12340023284 -1730.128411444 -1730.23673062511 -1731.86587026091
UNCHS044154 -1712.56162018764 -1712.56217322834 -1712.57600957858 -1712.68512488705 -1712.7006769552 -1712.70036107285 -1712.7001290607 -1712.72673128238 -1712.73233269005 -1712.7503832557 -1712.75015538117 -1712.74614932331 -1712.7628992712 -1712.75779520107 -1712.75562060602 -1712.75529432679 -1712.75470721777 -1712.74539237101 -1712.74006834298 -1708.79951784006 -1709.5683492582 -1709.62428951369 -1709.63474345948 -1709.63588267343 -1710.70250010769 -1711.12863478593 -1714.18786395249 -1715.1408367298 -1715.56092110873 -1715.69630086369 -1715.8286058489 -1719.23421253777 -1729.41458648755 -1729.88710770215 -1730.15377113837 -1730.11394406267 -1730.11478549494 -1730.11551956756 -1730.12053200907 -1730.22887645292 -1731.85946978207
JAX00436295 -1712.50070467124 -1712.50141917722 -1712.51842190205 -1712.66677793771 -1712.69122542778 -1712.69104978971 -1712.69082000691 -1712.71664942842 -1712.72220094489 -1712.74007061832 -1712.73984278968 -1712.73583771361 -1712.75951817672 -1712.75443972761 -1712.75227625066 -1712.75195017924 -1712.75136319311 -1712.74048595368 -1712.73598925642 -1708.80862777219 -1709.5116424151 -1709.57363506809 -1709.5863041059 -1709.58778424776 -1710.64533169282 -1711.07113474563 -1714.13086157793 -1715.08404590354 -1715.504262012 -1715.63923128152 -1715.77114812458 -1719.18271469907 -1729.30911420118 -1729.77102889544 -1730.03218637091 -1729.98856879883 -1729.98940324979 -1729.99013123014 -1729.99515132281 -1730.10365490381 -1731.74584976536
UNC27782039 -1712.47994240618 -1712.48067940867 -1712.49803237023 -1712.65212169249 -1712.67811072834 -1712.67795963316 -1712.67773025179 -1712.70341338038 -1712.70895559649 -1712.72679138058 -1712.72656356988 -1712.72255884581 -1712.74761085081 -1712.74253732521 -1712.74037600041 -1712.74004995594 -1712.73946297046 -1712.72827782311 -1712.72394665685 -1708.79962372349 -1709.49042907348 -1709.55375662244 -1709.56688579863 -1709.56843743259 -1710.62456787705 -1711.05027948134 -1714.10994043832 -1715.06312357478 -1715.48334741729 -1715.61823386773 -1715.75007249967 -1719.16289077526 -1729.27907301938 -1729.73902099164 -1729.99916282998 -1729.95485440607 -1729.95568755997 -1729.95641440842 -1729.96143506845 -1730.06995109454 -1731.71382331887
UNC27782319 -1712.47875550492 -1712.47949308582 -1712.49685183594 -1712.65103916074 -1712.67705505437 -1712.67690528513 -1712.67667637555 -1712.70238134208 -1712.7079225386 -1712.72575310477 -1712.72552538218 -1712.72152219746 -1712.74660556071 -1712.74153465184 -1712.73937442709 -1712.7390485404 -1712.73846185622 -1712.7272743452 -1712.722947668 -1708.79868089141 -1709.48926655553 -1709.55262493363 -1709.56576371337 -1709.56731683924 -1710.62344694725 -1711.04915849529 -1714.10882089275 -1715.06200516496 -1715.48222970999 -1715.61711686538 -1715.74895618374 -1719.1617282323 -1729.27746088384 -1729.7374105845 -1729.99755118587 -1729.95324803263 -1729.95408122076 -1729.95480809917 -1729.95982898693 -1730.06835004248 -1731.71201583892
UNC27782556 -1712.47892222569 -1712.47965991237 -1712.49701889585 -1712.6512086692 -1712.67722506321 -1712.6770758093 -1712.67684721986 -1712.70260341892 -1712.70814533195 -1712.72597615449 -1712.72574848555 -1712.72174622866 -1712.74683287882 -1712.74176374476 -1712.73960426031 -1712.73927848323 -1712.73869200375 -1712.72750473111 -1712.72317738883 -1708.79890405042 -1709.48946784745 -1709.55282052692 -1709.56595761365 -1709.56751047749 -1710.62365483822 -1711.04936402279 -1714.10899545006 -1715.062168278 -1715.48238762623 -1715.6172749494 -1715.74911437091 -1719.16183956683 -1729.27745676252 -1729.73743866354 -1729.99759463429 -1729.9533036075 -1729.95413683592 -1729.95486374951 -1729.95988484687 -1730.06841042567 -1731.71196106778
UNCHS044157 -1712.96590736835 -1712.96665654611 -1712.98391456207 -1713.13692513793 -1713.16267971935 -1713.1626174944 -1713.16251469271 -1713.25857561986 -1713.26795643171 -1713.29795401184 -1713.29776676893 -1713.29446316212 -1713.31914436738 -1713.31490624238 -1713.31309082801 -1713.31281597429 -1713.31231981187 -1713.29966283486 -1713.29341912894 -1709.35976196727 -1710.03089419488 -1710.0829654846 -1710.09300335952 -1710.09408049398 -1711.15260288602 -1711.57378303449 -1714.58909681717 -1715.52622760104 -1715.93918866649 -1716.07295457892 -1716.20365233116 -1719.59908911342 -1729.73010166276 -1730.20893193143 -1730.47857237212 -1730.43954541503 -1730.44039484877 -1730.44113589601 -1730.4462591916 -1730.55698041843 -1732.19382011806
UNCHS044158 -1712.99677016666 -1712.9975199247 -1713.0147701669 -1713.16769055387 -1713.19342520594 -1713.19336792969 -1713.19327420946 -1713.29618110683 -1713.30605930224 -1713.3377665751 -1713.3375839653 -1713.33436104216 -1713.35902730666 -1713.35485704237 -1713.35306988339 -1713.35279921135 -1713.35231046455 -1713.33951229831 -1713.33309535721 -1709.39887750847 -1710.06854500234 -1710.11970676035 -1710.12948619817 -1710.13052385926 -1711.18896903747 -1711.60974182244 -1714.62109937887 -1715.5568101282 -1715.96913122026 -1716.10279477611 -1716.23338873423 -1719.62747676987 -1729.76038494281 -1730.24056344489 -1730.51088736595 -1730.47225515611 -1730.47310572221 -1730.47384775686 -1730.47897658085 -1730.58981994991 -1732.22598949709
UNC27783294 -1713.09637163785 -1713.09712326599 -1713.11434520951 -1713.26693614591 -1713.29259779866 -1713.29255701149 -1713.29249457238 -1713.42027555562 -1713.43205637023 -1713.47041023762 -1713.47024597345 -1713.46734301219 -1713.49195500352 -1713.48804196925 -1713.48636204046 -1713.48610723651 -1713.48564663129 -1713.4723287096 -1713.46527408227 -1709.52913461121 -1710.19359273045 -1710.24154607931 -1710.25039907686 -1710.25129564175 -1711.30916608001 -1711.72842536038 -1714.72517658398 -1715.655656753 -1716.06562339165 -1716.19891138663 -1716.32912465093 -1719.71842079304 -1729.85807665174 -1730.34313246153 -1730.61593520586 -1730.57875746458 -1730.57961208811 -1730.58035766079 -1730.58550437351 -1730.69674843129 -1732.33076958785
