UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1509.72939683061 -1509.72917975431 -1509.74619054912 -1509.95664927976 -1510.00614629567 -1510.00712509447 -1510.00718051441 -1510.03766819116 -1510.03835045177 -1510.03575931289 -1510.03577045133 -1510.03577112953 -1510.03076864198 -1510.03237496757 -1510.03258333977 -1510.03259002027 -1510.03257088623 -1510.00951898135 -1510.00281600492 -1509.99744343776 -1510.08495520974 -1510.06639196177 -1510.06493664816 -1510.06447788871 -1509.4911159753 -1509.55081793949 -1509.8811996254 -1509.96072368703 -1509.99355598765 -1509.99448804167 -1509.99510112115 -1509.65143494009 -1510.01367355215 -1510.05827975241 -1510.10102626067 -1510.12174324734 -1510.12183240727 -1510.12191019109 -1510.12172747888 -1510.11805675189 -1510.4154317863
UNCHS044153 -1509.72887208015 -1509.72865499606 -1509.74566600057 -1509.95612646204 -1510.00562375032 -1510.00660254588 -1510.00665796115 -1510.03714516083 -1510.03782735824 -1510.03523596783 -1510.03524710042 -1510.03524767568 -1510.0302454713 -1510.03185155129 -1510.03205981574 -1510.03206647988 -1510.03204731657 -1510.00899574481 -1510.00229289136 -1509.99691960406 -1510.08443126401 -1510.06586858822 -1510.06441336462 -1510.06395461719 -1509.49058970043 -1509.55029165937 -1509.88067351782 -1509.96019758548 -1509.9930298951 -1509.99396187919 -1509.99457489233 -1509.65090371499 -1510.01314417872 -1510.05775029554 -1510.10049692014 -1510.12121387922 -1510.12130303943 -1510.12138082351 -1510.12119810968 -1510.11752735072 -1510.41490329904
UNCHS044154 -1509.71234220248 -1509.71212538295 -1509.72913834302 -1509.93961180475 -1509.98911040369 -1509.99008882244 -1509.99014406306 -1510.02058880594 -1510.02126619092 -1510.01865722349 -1510.01866811153 -1510.01866439302 -1510.01367662936 -1510.01527267154 -1510.01547655069 -1510.01548254965 -1510.01546219865 -1509.9924074266 -1509.9857032521 -1509.98028881706 -1510.06777805672 -1510.04920780039 -1510.04775068123 -1510.04729154542 -1509.47382458319 -1509.53352361803 -1509.86389615118 -1509.94341947714 -1509.97625175124 -1509.97718160464 -1509.97779260066 -1509.6339934528 -1509.9962787971 -1510.04089549405 -1510.08365369964 -1510.10437739847 -1510.10446657945 -1510.10454438165 -1510.10436172944 -1510.10069219437 -1510.39814621487
JAX00436295 -1509.5501366192 -1509.54992266661 -1509.56695279767 -1509.77753516616 -1509.82704321569 -1509.82801771171 -1509.82807124406 -1509.85813885032 -1509.85877456352 -1509.85601351804 -1509.85602237569 -1509.85598302115 -1509.85111948777 -1509.85263082115 -1509.85279773985 -1509.85279813323 -1509.85276775858 -1509.82969068818 -1509.82297724907 -1509.81723159686 -1509.90455236471 -1509.88592475156 -1509.88445290113 -1509.88399064548 -1509.30960326495 -1509.36926821918 -1509.69952032494 -1509.77902923823 -1509.81185800889 -1509.81276883459 -1509.81336179698 -1509.46808980932 -1509.83067865848 -1509.8753586889 -1509.91820145493 -1509.93896881211 -1509.93905815395 -1509.93913609657 -1509.93895381564 -1509.93529161719 -1510.23329739246
UNC27782039 -1509.51856223374 -1509.51834889257 -1509.53538196823 -1509.74598185954 -1509.79549107712 -1509.7964647651 -1509.79651796603 -1509.82651997275 -1509.82714867201 -1509.82436205767 -1509.82437059312 -1509.824325587 -1509.81948279915 -1509.82098037131 -1509.82114129644 -1509.82114078095 -1509.82110877774 -1509.79802917153 -1509.79131466175 -1509.78551890066 -1509.8728170828 -1509.85418168095 -1509.85270772987 -1509.85224500387 -1509.27769443792 -1509.33735169698 -1509.66757466783 -1509.74707936994 -1509.77990683689 -1509.78081433016 -1509.78140412984 -1509.43580259205 -1509.79842342912 -1509.84310778071 -1509.88596125627 -1509.9067326678 -1509.90682203248 -1509.90689999503 -1509.90671774016 -1509.90305604471 -1510.20112678037
UNC27782319 -1509.51730700387 -1509.51709367021 -1509.53412656183 -1509.74472492398 -1509.79423389891 -1509.79520756871 -1509.79526076455 -1509.82526166041 -1509.82589025854 -1509.82310328282 -1509.82311182238 -1509.82306688822 -1509.8182239241 -1509.81972161648 -1509.81988259401 -1509.81988208643 -1509.81985009688 -1509.79677097846 -1509.79005663199 -1509.78425871732 -1509.87155544483 -1509.85292086768 -1509.85144710899 -1509.85098441319 -1509.2764341795 -1509.33609160864 -1509.66631605697 -1509.74582111959 -1509.77864874272 -1509.77955630117 -1509.7801461635 -1509.434537766 -1509.79716064707 -1509.84184570022 -1509.88469957538 -1509.90547109164 -1509.9055604569 -1509.90563841996 -1509.90545616055 -1509.90179437416 -1510.19986870175
UNC27782556 -1509.5169594011 -1509.51674606302 -1509.53377887292 -1509.74437657495 -1509.7938854495 -1509.79485911747 -1509.79491231307 -1509.82491318398 -1509.82554178135 -1509.82275480112 -1509.82276334422 -1509.82271847196 -1509.81787526586 -1509.81937309225 -1509.81953412815 -1509.81953362942 -1509.8195016555 -1509.79642279977 -1509.78970854286 -1509.7839101282 -1509.87120644297 -1509.85257228953 -1509.85109863739 -1509.85063595955 -1509.27608749087 -1509.33574510713 -1509.66597065456 -1509.74547595452 -1509.77830367507 -1509.77921129564 -1509.77980121715 -1509.4341921811 -1509.79681543076 -1509.84150064092 -1509.88435455017 -1509.90512602951 -1509.90521539478 -1509.90529335785 -1509.90511109594 -1509.90144925961 -1510.19952442488
UNCHS044157 -1509.41608791347 -1509.41587480001 -1509.43294738169 -1509.64380441623 -1509.69333794689 -1509.69431121932 -1509.69436390911 -1509.72432390051 -1509.72493983025 -1509.72210179436 -1509.72210896236 -1509.72203996078 -1509.71723188303 -1509.71868115604 -1509.71882117469 -1509.71881750941 -1509.718779905 -1509.69562818712 -1509.68888512442 -1509.6831635348 -1509.77046092348 -1509.75163288224 -1509.75011977737 -1509.74965096527 -1509.17551183117 -1509.23521912638 -1509.56556849075 -1509.64509858827 -1509.67793525813 -1509.67884334594 -1509.67943337341 -1509.33417615432 -1509.69611493449 -1509.74066313531 -1509.78344979544 -1509.80418376401 -1509.80427303048 -1509.80435090731 -1509.80416866037 -1509.8005067828 -1510.09827915614
UNCHS044158 -1509.40531934737 -1509.40510625398 -1509.42218231 -1509.63306016954 -1509.68259513807 -1509.68356830702 -1509.68362091728 -1509.71356673417 -1509.71418021718 -1509.71133279199 -1509.7113398023 -1509.71126803584 -1509.70646259818 -1509.7079065405 -1509.70804425591 -1509.70804024417 -1509.70800202292 -1509.68484243712 -1509.67809612946 -1509.67238206586 -1509.75968173985 -1509.74083179097 -1509.73931457505 -1509.73884511839 -1509.16473968903 -1509.22445349085 -1509.55482506272 -1509.63436016248 -1509.66719879217 -1509.66810742611 -1509.66869794757 -1509.32348293344 -1509.68535568879 -1509.729888506 -1509.77266765315 -1509.79339749857 -1509.79348675393 -1509.79356462105 -1509.79338237383 -1509.78972046545 -1510.08747502878
UNC27783294 -1509.37105582258 -1509.37084280345 -1509.38793062325 -1509.5988771056 -1509.64841620207 -1509.64938897055 -1509.64944127632 -1509.67932153264 -1509.67992449317 -1509.67703709878 -1509.67704348609 -1509.67696079463 -1509.67216621725 -1509.67358928343 -1509.67371796594 -1509.67371259483 -1509.67367195386 -1509.65048210254 -1509.64372323306 -1509.6380443939 -1509.72536494395 -1509.70643178306 -1509.70489924814 -1509.7044273719 -1509.13042325402 -1509.19015961148 -1509.52061205574 -1509.6001661546 -1509.63301231414 -1509.63392266351 -1509.63451474618 -1509.2894647655 -1509.65110457131 -1509.69558031013 -1509.73833248348 -1509.75904761296 -1509.75913682818 -1509.75921466027 -1509.75903242633 -1509.7553706977 -1510.05307480146
JAX00436342 -1509.37065694905 -1509.37044393019 -1509.38753167584 -1509.59847720746 -1509.64801607493 -1509.64898883213 -1509.64904113389 -1509.67892032525 -1509.67952314303 -1509.67663521764 -1509.67664160185 -1509.67655885545 -1509.67176378247 -1509.67318674654 -1509.67331538326 -1509.67331000527 -1509.67326935187 -1509.6500793528 -1509.6433204372 -1509.63764282234 -1509.72496511658 -1509.70603159264 -1509.70449896966 -1509.70402707898 -1509.13002282695 -1509.18975928977 -1509.52021223631 -1509.59976648789 -1509.63261271248 -1509.6335230374 -1509.63411509628 -1509.28906448317 -1509.6507033139 -1509.69517871833 -1509.73793079488 -1509.75864584113 -1509.75873505626 -1509.75881288828 -1509.75863065784 -1509.75496899872 -1510.05267608497
UNCHS044159 -1509.36368270167 -1509.36346968743 -1509.38055613274 -1509.59148502781 -1509.64101989332 -1509.64199245387 -1509.64204468575 -1509.67190529378 -1509.67250561972 -1509.66960842701 -1509.66961475679 -1509.66953104574 -1509.66472733023 -1509.66614849914 -1509.6662763308 -1509.6662708319 -1509.66622995999 -1509.64303737284 -1509.63627765157 -1509.63062180712 -1509.71797500517 -1509.69903514993 -1509.69750099125 -1509.69702884873 -1509.12302211831 -1509.18276041342 -1509.51322211337 -1509.59277902749 -1509.62562638652 -1509.62653627863 -1509.62712791697 -1509.28206605036 -1509.64368753713 -1509.68815703338 -1509.73090739288 -1509.75162095957 -1509.75171017332 -1509.75178800411 -1509.75160583513 -1509.74794539774 -1510.0457047956
