UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1537.52315488371 -1537.52384790165 -1537.52490599105 -1537.5416679912 -1537.5461876278 -1537.54736709986 -1537.54789615382 -1537.52177124695 -1537.51914835432 -1537.50459345312 -1537.50463588672 -1537.50537617197 -1537.76182679113 -1537.76393760455 -1537.76482844911 -1537.76491575538 -1537.76506860768 -1537.76129979096 -1537.75061042941 -1537.254060175 -1537.0203316466 -1537.01616065262 -1537.03878635436 -1537.04253272075 -1537.11087036504 -1537.13306357747 -1537.35608204297 -1537.42067488094 -1537.44799647732 -1537.4548936275 -1537.46151661728 -1537.21120610007 -1536.95415395083 -1536.95360194079 -1536.95658086528 -1536.95234597762 -1536.95246291122 -1536.9525651178 -1536.95186144946 -1536.93840061615 -1537.92653467643
UNCHS044153 -1537.52339179281 -1537.52408481637 -1537.52514295438 -1537.5419054097 -1537.54642513063 -1537.54760460874 -1537.54813366512 -1537.52200822254 -1537.51938528229 -1537.50483020839 -1537.50487264234 -1537.50561293366 -1537.76206384975 -1537.76417467244 -1537.76506552083 -1537.76515282761 -1537.76530568085 -1537.76153688764 -1537.75084755399 -1537.25429727489 -1537.02056883601 -1537.0163980704 -1537.03902380418 -1537.04277017564 -1537.11110774603 -1537.13330095065 -1537.35631939065 -1537.42091222124 -1537.44823381481 -1537.45513097022 -1537.46175396499 -1537.21144323221 -1536.95439110496 -1536.95383900674 -1536.9568178805 -1536.95258296644 -1536.95269990025 -1536.95280210702 -1536.95209843726 -1536.93863757621 -1537.92677284621
UNCHS044154 -1537.53406109563 -1537.53475429281 -1537.53581459604 -1537.5526003842 -1537.55712505695 -1537.55830463134 -1537.55883370157 -1537.53270536722 -1537.53008205369 -1537.51552536239 -1537.51556778939 -1537.51630795943 -1537.77277757377 -1537.77488831356 -1537.77577912848 -1537.77586642653 -1537.77601926546 -1537.77225082688 -1537.76156130987 -1537.26501930029 -1537.03131056379 -1537.02714604889 -1537.04977424293 -1537.05352101652 -1537.1218539672 -1537.1440468879 -1537.3670636434 -1537.43165613796 -1537.45897757163 -1537.46587517775 -1537.4724986083 -1537.22218021328 -1536.96507576321 -1536.9645226378 -1536.96750087635 -1536.96326576092 -1536.96338269707 -1536.96348490588 -1536.96278121184 -1536.94931988065 -1537.93745095342
JAX00436295 -1537.63022416859 -1537.63091907987 -1537.63199647446 -1537.64897710728 -1537.65354504617 -1537.6547254324 -1537.6552546317 -1537.62910154745 -1537.62647468262 -1537.61190254588 -1537.61194489669 -1537.61268373677 -1537.8693514106 -1537.87146125639 -1537.87235171154 -1537.87243891547 -1537.87259159976 -1537.86882734973 -1537.85813488262 -1537.36166745399 -1537.12816208316 -1537.12406644089 -1537.14672406032 -1537.15047564465 -1537.21875796841 -1537.2409502062 -1537.46395947896 -1537.52855071697 -1537.5558713616 -1537.56277527189 -1537.56940477379 -1537.31896301204 -1537.06129182402 -1537.0607286096 -1537.06370065085 -1537.05946384884 -1537.05958080408 -1537.05968302955 -1537.05897912341 -1537.04551369863 -1538.03362377288
UNC27782039 -1537.64725651799 -1537.64795176494 -1537.64903166486 -1537.66604348289 -1537.67061879196 -1537.67179931006 -1537.67232853317 -1537.64617133984 -1537.64354380523 -1537.62896874415 -1537.62901107855 -1537.62974963223 -1537.88645872706 -1537.88856838297 -1537.88945876192 -1537.88954594585 -1537.88969859723 -1537.88593530237 -1537.87524203447 -1537.37878782101 -1537.14532400433 -1537.1412432569 -1537.16390764597 -1537.16766033725 -1537.23593177005 -1537.25812428986 -1537.48113389193 -1537.54572528822 -1537.57304593328 -1537.57995144171 -1537.5865824794 -1537.33610720171 -1537.07831520792 -1537.0777500288 -1537.08072087162 -1537.07648379907 -1537.07660075726 -1537.07670298531 -1537.07599904307 -1537.06253292415 -1538.05064291695
UNC27782319 -1537.6486020482 -1537.64929730842 -1537.65037731028 -1537.66739021303 -1537.67196574993 -1537.67314629632 -1537.67367553132 -1537.64751611189 -1537.64488838024 -1537.63031261374 -1537.63035494938 -1537.63109352476 -1537.88780480873 -1537.88991449584 -1537.8908048877 -1537.8908920731 -1537.89104472727 -1537.88728148209 -1537.87658826124 -1537.38013257435 -1537.14666823416 -1537.14258838901 -1537.16525304261 -1537.16900577684 -1537.23727708214 -1537.2594696379 -1537.4824795939 -1537.54707109142 -1537.57439177788 -1537.58129736621 -1537.58792847997 -1537.33744934616 -1537.07965432083 -1537.07908873816 -1537.08205936549 -1537.077822227 -1537.07793918626 -1537.07804141524 -1537.07733746987 -1537.06387129041 -1538.05198809101
UNC27782556 -1537.6492046067 -1537.64989987045 -1537.65097989992 -1537.66799305004 -1537.67256863046 -1537.67374918859 -1537.67427842861 -1537.64811789495 -1537.64549007088 -1537.63091398346 -1537.63095631968 -1537.6316949054 -1537.88840685888 -1537.89051656292 -1537.89140696178 -1537.89149414809 -1537.89164680393 -1537.88788357183 -1537.87719038869 -1537.38073395575 -1537.14726899726 -1537.14318952081 -1537.16585425024 -1537.1696069967 -1537.23787838529 -1537.26007095681 -1537.48308103511 -1537.5476725645 -1537.57499326408 -1537.58189887572 -1537.58853001154 -1537.33804928157 -1537.08025415182 -1537.07968841073 -1537.082658955 -1537.07842178685 -1537.07853874661 -1537.07864097604 -1537.07793702979 -1537.06447083336 -1538.05259070444
UNCHS044157 -1537.82555203965 -1537.82624738245 -1537.82732554883 -1537.84432508469 -1537.84889893312 -1537.85007879839 -1537.85060752249 -1537.82436834304 -1537.82173606144 -1537.80715273202 -1537.80719478649 -1537.80792846618 -1538.0646550143 -1538.06676452205 -1538.06765488001 -1538.06774206631 -1538.06789471553 -1538.06412642117 -1538.05343978151 -1537.5570241795 -1537.32351843898 -1537.31954491032 -1537.34223434907 -1537.34599114556 -1537.4143397196 -1537.43653407123 -1537.65946768838 -1537.72403473626 -1537.75134456717 -1537.75825522469 -1537.76489116708 -1537.51435123534 -1537.25657909794 -1537.25603391813 -1537.25901581394 -1537.25478147587 -1537.25489845048 -1537.2550006927 -1537.25429698606 -1537.24083557846 -1538.22877168116
UNCHS044158 -1537.83762713201 -1537.83832248524 -1537.83940050605 -1537.85639904862 -1537.86097278933 -1537.86215261058 -1537.86268130245 -1537.83644030988 -1537.83380809819 -1537.81922575412 -1537.81926779235 -1537.82000118982 -1538.07673024899 -1538.07883980367 -1538.07973018516 -1538.07981737503 -1538.07997002985 -1538.07620122966 -1538.0655148237 -1537.56909984888 -1537.33558892457 -1537.33162288416 -1537.35431446785 -1537.35807161578 -1537.42642402159 -1537.44861865196 -1537.67154667336 -1537.73611188595 -1537.76342089672 -1537.77033215345 -1537.77696866696 -1537.52642715828 -1537.26866186456 -1537.26811805601 -1537.27110068243 -1537.26686643676 -1537.26698341404 -1537.26708565857 -1537.26638196448 -1537.25292080543 -1538.2408500671
UNC27783294 -1537.88197542174 -1537.88267081738 -1537.8837483477 -1537.9007437223 -1537.90531717015 -1537.90649683706 -1537.90702541467 -1537.88077810953 -1537.87814600359 -1537.86356653977 -1537.86360851452 -1537.86434080675 -1538.12107691976 -1538.1231865857 -1538.12407702674 -1538.12416422619 -1538.1243168957 -1538.12054609775 -1538.10986048187 -1537.61344845612 -1537.37991973278 -1537.3759812849 -1537.39868083166 -1537.40243928554 -1537.47080629148 -1537.49300173128 -1537.71590785929 -1537.78046605226 -1537.80777193605 -1537.81468546479 -1537.82132414279 -1537.57078197292 -1537.31303197611 -1537.31249306377 -1537.3154783437 -1537.31124449521 -1537.31136148122 -1537.31146373334 -1537.3107600788 -1537.29729970498 -1538.28520730826
