UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1503.40203982048 -1503.40195792285 -1503.39963217788 -1503.36045272148 -1503.34960036384 -1503.3490949069 -1503.34894781074 -1503.33691446747 -1503.33587420603 -1503.33228293184 -1503.33228520162 -1503.33231672124 -1503.31781126944 -1503.31826030195 -1503.31844310843 -1503.3184723302 -1503.31851132986 -1503.31812754791 -1503.30712794939 -1502.14246957463 -1500.8974875202 -1500.85832823367 -1500.85286786966 -1500.8516265858 -1500.52826661237 -1500.56297843083 -1500.86078834186 -1500.94439601419 -1500.98045147505 -1500.98358045133 -1500.98676250672 -1500.89794515551 -1501.55569031322 -1501.52648585016 -1501.50788947792 -1501.48231075651 -1501.48234832657 -1501.48238135598 -1501.48199918897 -1501.47491973861 -1502.01178696637
UNCHS044153 -1503.40233442233 -1503.40225252471 -1503.39992674153 -1503.36074714214 -1503.34989480235 -1503.34938934564 -1503.34924224956 -1503.33720891588 -1503.33616865554 -1503.33257738487 -1503.33257965452 -1503.33261117186 -1503.31810568047 -1503.31855470923 -1503.31873751408 -1503.31876673561 -1503.31880573484 -1503.31842194555 -1503.30742232871 -1502.1427643098 -1500.89778250987 -1500.85862315781 -1500.85316278985 -1500.85192150516 -1500.52856124591 -1500.56327305311 -1500.86108290043 -1500.94469055993 -1500.98074601547 -1500.98387498777 -1500.98705703938 -1500.89823957815 -1501.55598457004 -1501.52678012931 -1501.5081837732 -1501.48260507617 -1501.48264264622 -1501.48267567562 -1501.48229350779 -1501.47521404095 -1502.01208030184
UNCHS044154 -1503.42412160265 -1503.42403967421 -1503.42171025319 -1503.38250449789 -1503.37164894597 -1503.37114342537 -1503.37099632978 -1503.35896296312 -1503.35792273497 -1503.3543316531 -1503.35433392437 -1503.35436547037 -1503.3398581848 -1503.3403073524 -1503.34049021781 -1503.34051944863 -1503.3405584626 -1503.34017496504 -1503.32917369493 -1502.16455766039 -1500.91960668752 -1500.88044163406 -1500.87498116329 -1500.87373986445 -1500.5503733972 -1500.58508512495 -1500.8828948806 -1500.96650265736 -1501.00255815711 -1501.00568688195 -1501.0088686991 -1500.92004926944 -1501.57776656304 -1501.5485660115 -1501.529971734 -1501.50439571482 -1501.50443328373 -1501.50446631214 -1501.50408412259 -1501.49700421897 -1502.0338058781
JAX00436295 -1503.62079494239 -1503.62071263292 -1503.61834227161 -1503.57881564422 -1503.56791355606 -1503.56740708007 -1503.56725997062 -1503.5552247289 -1503.5541847151 -1503.55059511774 -1503.55059740459 -1503.55062922599 -1503.53610138757 -1503.53655195318 -1503.53673542991 -1503.53676475467 -1503.53680391537 -1503.53642399924 -1503.52540371289 -1502.36128340055 -1501.11669871724 -1501.07746830695 -1501.07200676751 -1501.07076533655 -1500.74734540319 -1500.78205850176 -1501.07987718643 -1501.1634883965 -1501.19954524019 -1501.20267126288 -1501.20585051853 -1501.11701535566 -1501.77441898668 -1501.74526787044 -1501.72670000048 -1501.70115666386 -1501.70119422863 -1501.70122725339 -1501.70084484205 -1501.69376045924 -1502.22987794597
UNC27782039 -1503.65570396625 -1503.65562156702 -1503.6532421986 -1503.61364042192 -1503.60272631079 -1503.60221958403 -1503.60207246818 -1503.59003655559 -1503.58899656351 -1503.58540718255 -1503.58540947236 -1503.5854413462 -1503.57090892734 -1503.57135977204 -1503.57154337112 -1503.57157271471 -1503.57161190437 -1503.57123282701 -1503.56020828772 -1502.39620099701 -1501.15170020762 -1501.11245522321 -1501.10699346506 -1501.10575200991 -1500.78232314308 -1500.81703693304 -1501.11485929619 -1501.19847162515 -1501.23452891012 -1501.23765435271 -1501.24083305826 -1501.15199554388 -1501.80932986789 -1501.78019059927 -1501.76162905615 -1501.73609334568 -1501.73613091102 -1501.73616393628 -1501.73578148005 -1501.72869618731 -1502.26467057521
UNC27782319 -1503.65636900542 -1503.65628660427 -1503.65390706518 -1503.61430382948 -1503.60338947681 -1503.60288274423 -1503.60273562782 -1503.59069963275 -1503.58965963317 -1503.58607022322 -1503.58607251253 -1503.58610437764 -1503.57157178453 -1503.57202261142 -1503.57220620281 -1503.57223554528 -1503.57227473287 -1503.57189564832 -1503.56087101365 -1502.39686579361 -1501.15236650075 -1501.11312118925 -1501.10765942072 -1501.10641796388 -1500.78298881443 -1500.81770263016 -1501.11552513534 -1501.19913750375 -1501.23519480482 -1501.23832022919 -1501.24149891749 -1501.15266132897 -1501.80999427791 -1501.78085523535 -1501.762293822 -1501.73675827399 -1501.73679583953 -1501.73682886496 -1501.73644640801 -1501.72936110004 -1502.26533345389
UNC27782556 -1503.6563796465 -1503.65629724533 -1503.65391770721 -1503.61431447784 -1503.60340012576 -1503.60289339302 -1503.60274627633 -1503.59071019135 -1503.58967017905 -1503.58608071849 -1503.58608300759 -1503.58611486899 -1503.57158223672 -1503.57203304897 -1503.57221663401 -1503.57224597552 -1503.57228516143 -1503.57190605945 -1503.56088140032 -1502.3968761226 -1501.15237676484 -1501.11313137024 -1501.10766959597 -1501.10642813817 -1500.78299897903 -1500.81771281454 -1501.1155354613 -1501.19914786661 -1501.23520518368 -1501.23833060489 -1501.24150929032 -1501.15267171624 -1501.81000455638 -1501.78086555186 -1501.76230416522 -1501.73676864704 -1501.73680621269 -1501.73683923821 -1501.73645678124 -1501.72937147256 -1502.26534447199
UNCHS044157 -1503.65523327037 -1503.65515085376 -1503.65277135159 -1503.61316712445 -1503.60225231167 -1503.60174547642 -1503.60159816205 -1503.58945386832 -1503.5884006474 -1503.58476335818 -1503.5847656825 -1503.58479816232 -1503.57026702939 -1503.57071479383 -1503.5708970621 -1503.57092620216 -1503.57096502381 -1503.57058068954 -1503.55953964636 -1502.39552227562 -1501.15100872647 -1501.11170828359 -1501.10624408976 -1501.10500232943 -1500.78163507979 -1500.81636438577 -1501.11429927928 -1501.19794068644 -1501.23401055598 -1501.23713674331 -1501.24031625305 -1501.15152525759 -1501.80879157819 -1501.77967451894 -1501.761125993 -1501.73560346637 -1501.73564106299 -1501.73567411569 -1501.73529162671 -1501.72820556826 -1502.26466686917
UNCHS044158 -1503.65305712061 -1503.65297470312 -1503.65059525248 -1503.61099135271 -1503.60007656848 -1503.59956972597 -1503.59942239222 -1503.5872685423 -1503.58621400938 -1503.58257188119 -1503.58257421167 -1503.58260679976 -1503.56807589494 -1503.5685232767 -1503.56870537929 -1503.56873449398 -1503.56877326988 -1503.56838829004 -1503.55734535242 -1502.39332453145 -1501.14880754633 -1501.10950068281 -1501.10403621297 -1501.10279441747 -1500.7794328523 -1500.81416388697 -1501.11211181988 -1501.1957566474 -1501.23182800297 -1501.23495425935 -1501.23813384666 -1501.14934779317 -1501.80660639821 -1501.77749219241 -1501.75894534707 -1501.73342454394 -1501.73346214417 -1501.73349520004 -1501.73311270872 -1501.72602659037 -1502.26254475542
UNC27783294 -1503.64304423496 -1503.64296181424 -1503.64058258563 -1503.60098015659 -1503.59006551897 -1503.58955864979 -1503.58941124697 -1503.5772252851 -1503.57616618971 -1503.57250710495 -1503.57250945816 -1503.57254244548 -1503.55801229651 -1503.55845821088 -1503.55863967801 -1503.55866869547 -1503.55870729621 -1503.55831987626 -1503.5472700188 -1502.38323452772 -1501.13870321601 -1501.09937284043 -1501.09390735353 -1501.09266542698 -1500.76932347003 -1500.8040606971 -1501.10205599537 -1501.1857133081 -1501.22179009401 -1501.22491655077 -1501.22809637287 -1501.13932756776 -1501.79655895481 -1501.76745547714 -1501.74891497218 -1501.72340067656 -1501.72343829098 -1501.72347135929 -1501.72308886072 -1501.71600254757 -1502.25273181168
JAX00436342 -1503.64307978146 -1503.64299736061 -1503.64061812586 -1503.60101564107 -1503.5901009935 -1503.58959412373 -1503.58944672069 -1503.57726068007 -1503.57620157851 -1503.57254248294 -1503.57254483711 -1503.57257784136 -1503.55804784725 -1503.55849379864 -1503.55867528184 -1503.55870430168 -1503.55874290658 -1503.55835552254 -1503.54730566794 -1502.38327034863 -1501.13873920988 -1501.09940884557 -1501.09394336647 -1501.09270144171 -1500.7693598295 -1500.80409705604 -1501.10209238965 -1501.18574971194 -1501.22182650206 -1501.22495297031 -1501.22813280334 -1501.13936409692 -1501.79659536747 -1501.76749186762 -1501.74895133397 -1501.72343701301 -1501.72347462715 -1501.72350769522 -1501.7231251966 -1501.71603888309 -1502.25276826306
UNCHS044159 -1503.64367314769 -1503.64359072446 -1503.64121138184 -1503.60160791878 -1503.59069309657 -1503.59018621645 -1503.59003880974 -1503.57785138657 -1503.57679217638 -1503.57313288953 -1503.57313526053 -1503.57316856081 -1503.5586412823 -1503.55908788154 -1503.55926964596 -1503.55929870747 -1503.55933738517 -1503.55895062924 -1503.54790082284 -1502.38386852148 -1501.13934041046 -1501.1000102375 -1501.09454489467 -1501.09330300155 -1500.76996744733 -1500.80470466627 -1501.10270062944 -1501.18635812158 -1501.22243498642 -1501.22556165648 -1501.22874168139 -1501.13997471238 -1501.79720393139 -1501.76810003938 -1501.7495590005 -1501.72404423404 -1501.72408184331 -1501.72411490711 -1501.72373240746 -1501.71664608674 -1502.25337746935
