UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1479.08979231689 -1479.08982410803 -1479.08740806748 -1479.06306122619 -1479.05819614478 -1479.05827375925 -1479.05837573877 -1479.03248673457 -1479.02634703186 -1478.99828220724 -1478.99823836428 -1478.9974758307 -1479.01954563028 -1479.01870300954 -1479.01836564335 -1479.0183134649 -1479.0182289815 -1479.0572175823 -1479.06482028597 -1479.02825235069 -1479.29272213291 -1479.320773853 -1479.32029536526 -1479.32023941498 -1479.66009289345 -1479.6726142207 -1479.7981733606 -1479.84146897542 -1479.86144005689 -1479.86775777857 -1479.87398473327 -1479.88325475769 -1479.20874097368 -1479.24314157892 -1479.26349472275 -1479.2592170489 -1479.25934794187 -1479.25946231965 -1479.25923029782 -1479.25534603568 -1479.05753968752
UNCHS044153 -1479.08956267246 -1479.089594459 -1479.08717855047 -1479.0628324716 -1479.05796743296 -1479.05804505129 -1479.05814703249 -1479.03226106501 -1479.02612163786 -1478.99805781163 -1478.99801396941 -1478.99725144881 -1479.0193205846 -1479.01847799187 -1479.01814063788 -1479.01808846143 -1479.01800398154 -1479.05699214745 -1479.06459440898 -1479.02802459487 -1479.29249058733 -1479.32054066633 -1479.32006167172 -1479.32000564119 -1479.65985949574 -1479.67238073989 -1479.79793917883 -1479.84123476545 -1479.86120583806 -1479.8675236628 -1479.87375071627 -1479.8830187017 -1479.20849886272 -1479.24289918977 -1479.263252169 -1479.25897448837 -1479.25910537934 -1479.25921975537 -1479.25898773801 -1479.25510357094 -1479.0572967858
UNCHS044154 -1479.09347190627 -1479.09350363247 -1479.09108954889 -1479.06674684075 -1479.06187957774 -1479.06195716687 -1479.06205914012 -1479.03617223407 -1479.03003265649 -1479.00196849367 -1479.0019246564 -1479.0011622217 -1479.02321854737 -1479.0223761164 -1479.02203883022 -1479.02198666664 -1479.02190220629 -1479.06087838703 -1479.06847113227 -1479.03186181825 -1479.2962516982 -1479.32426467956 -1479.32377488242 -1479.32371713463 -1479.66357087885 -1479.67609121664 -1479.8016419579 -1479.84493877077 -1479.86491039864 -1479.87123010789 -1479.87745896909 -1479.88677247284 -1479.21220681648 -1479.24661193183 -1479.26696737404 -1479.26269168003 -1479.26282256813 -1479.26293694166 -1479.26270498514 -1479.25882206447 -1479.06108497374
JAX00436295 -1479.12917900179 -1479.12921031575 -1479.12682622321 -1479.10264214763 -1479.0977788144 -1479.09785660352 -1479.09795848822 -1479.07204646624 -1479.06590381842 -1479.03783078028 -1479.03778698816 -1479.03702533686 -1479.05893658425 -1479.0580955484 -1479.05775883858 -1479.0577067922 -1479.05762250027 -1479.09645946651 -1479.10394067249 -1479.06689637356 -1479.33042385632 -1479.3580070665 -1479.35739237348 -1479.35731478492 -1479.69717218768 -1479.70967517584 -1479.83510213651 -1479.87840529946 -1479.89838013044 -1479.90472098375 -1479.91097013131 -1479.9208615646 -1479.24572566502 -1479.28018469148 -1479.30056821716 -1479.29631642353 -1479.2964472862 -1479.29656163746 -1479.29633025697 -1479.29245921378 -1479.09547237138
UNC27782039 -1479.13560214988 -1479.13563341856 -1479.13325752935 -1479.10912901357 -1479.1042715277 -1479.10434945182 -1479.10445131726 -1479.07853132411 -1479.07238776922 -1479.0443119223 -1479.04426813833 -1479.04350662801 -1479.06538580493 -1479.06454500335 -1479.06420838843 -1479.06415636311 -1479.06407209945 -1479.10287770204 -1479.11033361175 -1479.0731952994 -1479.33653212753 -1479.36401874153 -1479.36337601468 -1479.36329397507 -1479.70315301782 -1479.71565095957 -1479.8410442989 -1479.88434757525 -1479.9043225861 -1479.91066807982 -1479.91692168023 -1479.92695149368 -1479.25168072543 -1479.28615161168 -1479.30654137643 -1479.30229510838 -1479.30242596659 -1479.30254031395 -1479.30230904149 -1479.29844024125 -1479.10161251654
UNC27782319 -1479.13363922738 -1479.13367049337 -1479.13129468702 -1479.10716651376 -1479.10230900085 -1479.10238693111 -1479.10248880692 -1479.07658559215 -1479.07044358341 -1479.04237330251 -1479.04232952181 -1479.04156806905 -1479.06344635656 -1479.06260568921 -1479.06226913326 -1479.06221711712 -1479.06213287024 -1479.10093859909 -1479.10839423511 -1479.07125544063 -1479.33458978402 -1479.36207567711 -1479.36143263087 -1479.36135054131 -1479.70121051983 -1479.71370851267 -1479.83910098548 -1479.88240408333 -1479.90237902306 -1479.9087247201 -1479.91497851423 -1479.9249875849 -1479.24969817892 -1479.28416661725 -1479.30455500795 -1479.3003082842 -1479.30043913239 -1479.30055347099 -1479.30032220575 -1479.29645357148 -1479.09961107284
UNC27782556 -1479.13267017261 -1479.13270143765 -1479.13032561135 -1479.1061972111 -1479.10133964781 -1479.10141758093 -1479.1015194638 -1479.07562575238 -1479.06948463197 -1479.04141753198 -1479.04137375262 -1479.04061232347 -1479.06249042616 -1479.061649817 -1479.061313287 -1479.06126127489 -1479.0611770355 -1479.09998291277 -1479.10743859908 -1479.07030014643 -1479.33363448949 -1479.36112058744 -1479.36047759061 -1479.36039550899 -1479.70025594698 -1479.71275397745 -1479.83814600675 -1479.88144895238 -1479.90142382661 -1479.9077695651 -1479.91402339819 -1479.92402174554 -1479.24872442413 -1479.28319155054 -1479.30357920894 -1479.29933217144 -1479.29946301501 -1479.29957734956 -1479.29934608758 -1479.29547752886 -1479.0986265916
UNCHS044157 -1479.21318799872 -1479.21321929156 -1479.21084167587 -1479.18669838111 -1479.18183844828 -1479.18191580591 -1479.18201863422 -1479.15679242925 -1479.15074578798 -1479.12305014085 -1479.12300613857 -1479.12224086286 -1479.14410300442 -1479.14325401343 -1479.14291412498 -1479.14286163552 -1479.14277658091 -1479.18149225792 -1479.18893772694 -1479.1516798707 -1479.4147974268 -1479.44214009556 -1479.44148746096 -1479.44140361886 -1479.78114466169 -1479.79365818729 -1479.91900779965 -1479.96229557911 -1479.98226232567 -1479.9886006221 -1479.99484719964 -1480.00559409518 -1479.33075988788 -1479.36511767851 -1479.38544997419 -1479.38114741291 -1479.38127843949 -1479.38139293439 -1479.38116263843 -1479.37731440852 -1479.1818710248
UNCHS044158 -1479.22018034297 -1479.22021163897 -1479.21783387387 -1479.19368948153 -1479.18882940822 -1479.18890669829 -1479.18900961439 -1479.16384273445 -1479.15780518846 -1479.13014594335 -1479.13010191763 -1479.12933623776 -1479.1511962607 -1479.15034626627 -1479.15000597277 -1479.14995342547 -1479.14986827178 -1479.1885746561 -1479.19601924036 -1479.15874919677 -1479.42184609208 -1479.44917507945 -1479.44852166899 -1479.44843768079 -1479.78816822956 -1479.80068205682 -1479.9260218623 -1479.96930696165 -1479.98927242283 -1479.99560968671 -1480.00185526748 -1480.01268225853 -1479.33789638206 -1479.37224230865 -1479.3925685938 -1479.38825989305 -1479.38839094039 -1479.38850545348 -1479.38827524417 -1479.38442886358 -1479.18914774915
UNC27783294 -1479.24544015035 -1479.24547146051 -1479.24309308717 -1479.21894427445 -1479.21408364797 -1479.21416070084 -1479.21426389814 -1479.189271319 -1479.18326366192 -1479.15572597537 -1479.1556818607 -1479.15491465048 -1479.17677658939 -1479.17592276118 -1479.17558093017 -1479.17552816169 -1479.17544262945 -1479.21411720733 -1479.22155909832 -1479.18424159837 -1479.44726462194 -1479.4745482329 -1479.4738926919 -1479.47380828181 -1479.81346894628 -1479.82598313335 -1479.95128710951 -1479.99456260924 -1480.0145235084 -1480.02085702437 -1480.02709900036 -1480.03824147553 -1479.36363593245 -1479.39793943413 -1479.41824406821 -1479.41391376352 -1479.41404490929 -1479.41415950861 -1479.41392957617 -1479.41008914992 -1479.21542126112
