UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1514.56671658806 -1514.56459682156 -1514.54802773824 -1514.65979362585 -1514.73563496428 -1514.73890840225 -1514.73909848601 -1514.13244382105 -1514.06238607826 -1513.81477328519 -1513.81449287641 -1513.80959651749 -1513.52574342006 -1513.51939580823 -1513.51665113524 -1513.51629265086 -1513.51565633806 -1513.50649852865 -1513.40453002797 -1513.19373794115 -1513.03886319994 -1513.11760929183 -1513.11961597246 -1513.12149887932 -1513.50987078067 -1513.45480190903 -1513.31227422226 -1513.2904898866 -1513.28269516954 -1513.26625246045 -1513.25147862113 -1512.7224113525 -1511.94541383322 -1511.96811918484 -1511.98047397803 -1511.99337919541 -1511.99335841102 -1511.99334021576 -1511.99373970056 -1512.0015207212 -1513.01023907684
UNCHS044153 -1514.56680434147 -1514.56468452197 -1514.54811512216 -1514.65987795902 -1514.73571871454 -1514.73899213862 -1514.73918221548 -1514.13252754399 -1514.06246981153 -1513.81485706086 -1513.81457665104 -1513.8096802739 -1513.52582624338 -1513.51947860055 -1513.51673391452 -1513.51637542836 -1513.51573911224 -1513.50658138513 -1513.40461286557 -1513.19382074058 -1513.03894590187 -1513.11769176421 -1513.11969858534 -1513.12158151483 -1513.50995398572 -1513.45488501149 -1513.31235650321 -1513.29057197893 -1513.28277718462 -1513.26633452915 -1513.2515607411 -1512.72249231343 -1511.94549443677 -1511.96819944595 -1511.98055408534 -1511.99345925036 -1511.99343846578 -1511.99342027036 -1511.99381975106 -1512.00160069153 -1513.01032085458
UNCHS044154 -1514.57295068566 -1514.57083055766 -1514.55423460715 -1514.66574488172 -1514.74153808119 -1514.74481063544 -1514.74500071056 -1514.13832873221 -1514.06826922107 -1513.82065036256 -1513.82036993399 -1513.815473226 -1513.53159664717 -1513.52524860215 -1513.52250373567 -1513.52214522634 -1513.52150886722 -1513.51235081521 -1513.41038138117 -1513.19958758281 -1513.04471229028 -1513.12346230341 -1513.12547288953 -1513.12735643961 -1513.51573855136 -1513.46066483871 -1513.31811169623 -1513.29632195136 -1513.28852502026 -1513.27208275149 -1513.25730934445 -1512.7281626926 -1511.95115216214 -1511.97385357022 -1511.98620656972 -1511.99911104345 -1511.99909025973 -1511.99907206507 -1511.99947150589 -1512.00725168732 -1513.01600206857
JAX00436295 -1514.70916025917 -1514.70703752909 -1514.69019973957 -1514.79932950336 -1514.8746581931 -1514.87792212557 -1514.87811214554 -1514.27127211169 -1514.20119615719 -1513.95352107051 -1513.95324040009 -1513.94833944338 -1513.6643588296 -1513.65800530328 -1513.65525803067 -1513.65489918091 -1513.65426219586 -1513.64509835476 -1513.54312581367 -1513.33232094788 -1513.1774203792 -1513.25611512699 -1513.25814120142 -1513.26002710898 -1513.64838603535 -1513.59327910271 -1513.45055007006 -1513.42872354222 -1513.42091142291 -1513.40447111461 -1513.38969955228 -1512.85990197151 -1512.08290579544 -1512.10553900256 -1512.11785748076 -1512.13074057041 -1512.13071977624 -1512.13070157247 -1512.13110043686 -1512.13886948612 -1513.14767044581
UNC27782039 -1514.75068140209 -1514.74855824919 -1514.73167708122 -1514.84036282433 -1514.9156015256 -1514.91886376276 -1514.91905376438 -1514.31218136997 -1514.24210241464 -1513.99441711626 -1513.9941363873 -1513.9892344049 -1513.70525668753 -1513.69890178988 -1513.69615392289 -1513.69579498443 -1513.69515783712 -1513.68599235479 -1513.58402036805 -1513.37321440974 -1513.21830481104 -1513.29696983789 -1513.29899468941 -1513.30088031873 -1513.68921148518 -1513.63410070908 -1513.49135044333 -1513.46951960888 -1513.46170567475 -1513.44526538585 -1513.43049380856 -1512.90059256837 -1512.12362657064 -1512.14624000788 -1512.15854812546 -1512.17142416903 -1512.17140336909 -1512.17138516028 -1512.17178387589 -1512.17955003042 -1513.18831228406
UNC27782319 -1514.75310606227 -1514.75098290174 -1514.73410104984 -1514.84277922212 -1514.91801628135 -1514.9212784114 -1514.92146837817 -1514.31459503427 -1514.24451598545 -1513.99683035025 -1513.99654961287 -1513.99164748303 -1513.70766907545 -1513.70131391287 -1513.69856593409 -1513.6982069791 -1513.69756980134 -1513.68840397287 -1513.58643195611 -1513.37562633039 -1513.22071674143 -1513.29938012553 -1513.30140480726 -1513.30329040559 -1513.69162050089 -1513.63650961936 -1513.49375821178 -1513.47192713434 -1513.46411310017 -1513.44767281565 -1513.43290124166 -1512.90300367864 -1512.12604136263 -1512.14865303141 -1512.16096030948 -1512.17383610958 -1512.17381530829 -1512.1737970983 -1512.17419581161 -1512.18196192506 -1513.19072369058
UNC27782556 -1514.75359931746 -1514.7514761521 -1514.73459434726 -1514.84327281174 -1514.91850989438 -1514.92177199029 -1514.92196194041 -1514.31508769998 -1514.24500853801 -1513.99732248418 -1513.99704174338 -1513.99213955367 -1513.70816075992 -1513.70180548434 -1513.69905745801 -1513.69869849599 -1513.69806130534 -1513.68889534513 -1513.58692334955 -1513.37611798626 -1513.22120861226 -1513.29987180195 -1513.30189648837 -1513.3037820864 -1513.69211183682 -1513.63700089184 -1513.4942489154 -1513.47241771097 -1513.46460362512 -1513.44816333369 -1513.43339175312 -1512.90349654646 -1512.12653551144 -1512.14914658027 -1512.16145358229 -1512.17432934613 -1512.17430854428 -1512.17429033379 -1512.17468904699 -1512.18245515964 -1513.19121667356
UNCHS044157 -1514.45573351024 -1514.45361127534 -1514.4367388223 -1514.54556425089 -1514.62084083078 -1514.62410429851 -1514.62429394409 -1514.01628264283 -1513.94605893162 -1513.6978441497 -1513.69756346633 -1513.69266228586 -1513.4086929366 -1513.40233835789 -1513.39959063037 -1513.39923171219 -1513.39859466554 -1513.38942970475 -1513.28754111691 -1513.07691221084 -1512.92223107629 -1513.00139618029 -1513.00350397937 -1513.00540266867 -1513.39354873545 -1513.33839713017 -1513.19545263463 -1513.17357529243 -1513.16574213405 -1513.14929621644 -1513.13451925764 -1512.60502585109 -1511.82812246907 -1511.85081746094 -1511.8631617274 -1511.8760539473 -1511.87603309699 -1511.87601484407 -1511.87641347671 -1511.88417726642 -1512.89191533759
UNCHS044158 -1514.42544145826 -1514.42331928734 -1514.40644700486 -1514.5152800178 -1514.59055924046 -1514.59382282586 -1514.59401241822 -1513.98586101548 -1513.91562006926 -1513.66734252127 -1513.66706183882 -1513.66216067594 -1513.37819145849 -1513.37183684879 -1513.36908911072 -1513.36873019113 -1513.36809314914 -1513.35892800419 -1513.25704586535 -1513.0464303712 -1512.89176795173 -1512.97097179802 -1512.97308681463 -1512.97498663534 -1513.36311251354 -1513.3079568771 -1513.16499186393 -1513.14310938392 -1513.13527408608 -1513.11882749212 -1513.10404988482 -1512.57459005083 -1511.79769826793 -1511.82040144086 -1511.83274919188 -1511.8456424488 -1511.84562159478 -1511.84560333862 -1511.8460019781 -1511.85376583352 -1512.86140539216
UNC27783294 -1514.31737502064 -1514.31525306305 -1514.29838166788 -1514.40724675805 -1514.48253683599 -1514.48580087753 -1514.48599027866 -1513.87734592853 -1513.80704437822 -1513.55854575383 -1513.55826507953 -1513.55336406152 -1513.26939142861 -1513.26303681396 -1513.26028907496 -1513.25993015556 -1513.25929313793 -1513.25012748552 -1513.14826662545 -1512.93769266308 -1512.78309054148 -1512.86242321484 -1512.86456301921 -1512.86646673109 -1513.25453095268 -1513.19936219691 -1513.05632879025 -1513.03442868537 -1513.02658602528 -1513.01013690994 -1512.99535688212 -1512.46600817079 -1511.68915669849 -1511.71188882435 -1511.72424918441 -1511.73714642924 -1511.73712555841 -1511.73710728752 -1511.73750595606 -1511.74527012577 -1512.75256478406
