UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1865.7790077427 -1865.77381764095 -1865.38066738541 -1864.42033778375 -1864.78869126736 -1864.77343619484 -1864.7643860698 -1866.08384556157 -1866.31290652266 -1867.24124023111 -1867.24065707677 -1867.23051659232 -1872.71434059051 -1872.70970479318 -1872.70812151042 -1872.70669210772 -1872.70390491255 -1872.6701925515 -1873.49333158275 -1875.6190918344 -1878.62861899398 -1887.42036567263 -1888.88870548012 -1889.12823630542 -1890.55451792992 -1890.4310590316 -1890.27669902055 -1890.39504909466 -1890.46440727726 -1890.41543894489 -1890.37640303527 -1896.50401772433 -1897.93320663331 -1897.58948478364 -1897.42595122877 -1897.37863194369 -1897.37746362061 -1897.37644454395 -1897.37650801896 -1897.38237916691 -1909.71056114704
UNCHS044153 -1865.77080924126 -1865.76556382206 -1865.37144296006 -1864.40274483435 -1864.7698488487 -1864.75456825521 -1864.74551261412 -1866.06502201796 -1866.29408708907 -1867.22243425562 -1867.22185034418 -1867.21169657221 -1872.69649846585 -1872.69183823795 -1872.69024465091 -1872.68881343912 -1872.68602293455 -1872.65238216315 -1873.47570768542 -1875.60214812045 -1878.61254330522 -1887.40675188005 -1888.87552707784 -1889.11512859022 -1890.54135467766 -1890.41791041729 -1890.26361769679 -1890.38196566828 -1890.45132326175 -1890.40233747823 -1890.36328657336 -1896.49151668199 -1897.92118017128 -1897.57739360792 -1897.41383708894 -1897.36657284322 -1897.36540418708 -1897.36438481963 -1897.3644478636 -1897.37031001358 -1909.6984903537
UNCHS044154 -1865.65860562789 -1865.65242594434 -1865.22224790592 -1863.92637434486 -1864.241119817 -1864.22496604891 -1864.21590875192 -1865.53508909515 -1865.76411837067 -1866.69236618655 -1866.6917831477 -1866.68164473155 -1872.19737894117 -1872.19285474378 -1872.19131899577 -1872.18988834149 -1872.18709988715 -1872.15646558435 -1872.98564924909 -1875.132705765 -1878.16908957081 -1887.03576695233 -1888.51703785523 -1888.758664155 -1890.18576961959 -1890.0624544409 -1889.90935668039 -1890.02750739566 -1890.09679170488 -1890.04752549388 -1890.00825313566 -1896.14384652749 -1897.59419457053 -1897.25244357561 -1897.08995266512 -1897.04417365826 -1897.04300380816 -1897.0419833987 -1897.04203756052 -1897.04771601254 -1909.37207250781
JAX00436295 -1866.86051913204 -1866.84626645342 -1866.11336268491 -1861.63863804104 -1861.35367235493 -1861.32740677075 -1861.31835691789 -1862.63245673764 -1862.86091081359 -1863.78744480092 -1863.78686681774 -1863.7768168944 -1869.43917631728 -1869.43548963835 -1869.43430804462 -1869.43288891073 -1869.43012629938 -1869.4158076853 -1870.27809448821 -1872.54241663891 -1875.73027598103 -1885.00646783821 -1886.55859083931 -1886.8116900336 -1888.26125649028 -1888.13792944764 -1887.98670917023 -1888.10259673 -1888.17097047574 -1888.12059300455 -1888.08051381744 -1894.2590356462 -1895.81987255614 -1895.4899196855 -1895.33376080113 -1895.29689213714 -1895.29571404055 -1895.29468643567 -1895.29465385298 -1895.2985454497 -1907.58654324551
UNC27782039 -1867.52074805276 -1867.50526535261 -1866.72831607303 -1861.6954607146 -1861.28604402735 -1861.25765408417 -1861.2486103638 -1862.56137146758 -1862.78967114635 -1863.7157295249 -1863.71515179487 -1863.70510614014 -1869.36243864418 -1869.35880368115 -1869.35764330929 -1869.356227512 -1869.35347081213 -1869.3395823204 -1870.20303818416 -1872.47145310701 -1875.66503008571 -1884.95474096904 -1886.50929683348 -1886.76278775966 -1888.21940402607 -1888.09579953711 -1887.94282739144 -1888.05822019497 -1888.12638260636 -1888.07612599321 -1888.03616788386 -1894.21569505375 -1895.777424042 -1895.44794454559 -1895.29207045926 -1895.25564942752 -1895.25447037682 -1895.2534419398 -1895.25339305759 -1895.25695044561 -1907.53792820532
UNC27782319 -1867.54848531764 -1867.53297871314 -1866.7553663652 -1861.7135691412 -1861.30206870021 -1861.27357942196 -1861.26450677517 -1862.57711121692 -1862.80538417867 -1863.73133983404 -1863.7307578415 -1863.72063734737 -1869.37697807706 -1869.37318715094 -1869.37196083504 -1869.37053531206 -1869.36776057198 -1869.35370867782 -1870.21712881075 -1872.48545044114 -1875.67890474299 -1884.96822967023 -1886.52272751076 -1886.77620880648 -1888.23278842604 -1888.10917965149 -1887.95608440924 -1888.0714420845 -1888.13958967004 -1888.08927984837 -1888.04927087591 -1894.23044264506 -1895.79058251454 -1895.46032429229 -1895.30410198573 -1895.26768880808 -1895.26650810722 -1895.26547822921 -1895.26542881054 -1895.26897475339 -1907.54982085783
UNC27782556 -1867.55406183185 -1867.53855003513 -1866.76094484811 -1861.7192103109 -1861.30771991887 -1861.27920180302 -1861.27011511711 -1862.58210078334 -1862.81029628685 -1863.73597580032 -1863.73539169507 -1863.72523410193 -1869.3812347724 -1869.37736649945 -1869.37610744717 -1869.37467706902 -1869.37189334874 -1869.3577593332 -1870.22117012034 -1872.48947340111 -1875.68290467924 -1884.97214482765 -1886.52662758063 -1886.78010624436 -1888.23659722423 -1888.11298921127 -1887.95985502617 -1888.07520019299 -1888.14334254026 -1888.09300562073 -1888.05297082213 -1894.23491566133 -1895.79432807137 -1895.46369211855 -1895.30729900258 -1895.27088330801 -1895.26970182039 -1895.26867125533 -1895.26862155622 -1895.27216181009 -1907.55314299819
UNCHS044157 -1866.91004764681 -1866.89457997587 -1866.11550106269 -1861.0607256804 -1860.64707983331 -1860.61844780095 -1860.60881407819 -1861.15376547029 -1861.28767826696 -1861.87997991051 -1861.87924300045 -1861.86639526074 -1867.5345395671 -1867.5244559966 -1867.52050400741 -1867.51866563715 -1867.51516093241 -1867.48810131969 -1868.36041483084 -1870.65568050119 -1873.89107623421 -1883.28818492386 -1884.85690280519 -1885.11259378996 -1886.56072424986 -1886.43474621086 -1886.27717253225 -1886.39357732224 -1886.46234352712 -1886.41092661749 -1886.36993864353 -1892.54532159941 -1894.07619136207 -1893.7385576845 -1893.57804845055 -1893.53832387486 -1893.53712792794 -1893.53608473191 -1893.53586288286 -1893.53609177588 -1906.04023912113
UNCHS044158 -1866.90230550669 -1866.88684305525 -1866.10759010998 -1861.05128183119 -1860.63738428554 -1860.60874182851 -1860.59904471604 -1861.05334454743 -1861.17591970569 -1861.72755540295 -1861.72680033429 -1861.713633195 -1867.38273196866 -1867.37185852051 -1867.36756384273 -1867.36567357596 -1867.36207739408 -1867.33350487186 -1868.20677195486 -1870.50502809127 -1873.7452440326 -1883.15649785445 -1884.72745025515 -1884.98350020955 -1886.43100951249 -1886.30467019626 -1886.14646012199 -1886.26307630177 -1886.33196247763 -1886.28040556524 -1886.23929667741 -1892.41509946511 -1893.94454377431 -1893.60707367502 -1893.44664582103 -1893.40697041731 -1893.40577377327 -1893.40472996853 -1893.40449308716 -1893.40442205769 -1905.93338838021
UNC27783294 -1867.01353408729 -1866.99809674829 -1866.21831950329 -1861.15730817473 -1860.74261799235 -1860.71395991176 -1860.7040494638 -1860.83931134284 -1860.92145238099 -1861.32648535737 -1861.32566762215 -1861.31139868232 -1866.98491714517 -1866.97111967918 -1866.9655553267 -1866.9634727339 -1866.95953792352 -1866.92529122442 -1867.80178669242 -1870.11064049664 -1873.36854541443 -1882.83406865616 -1884.41393956702 -1884.67143056508 -1886.11618850994 -1885.98850124182 -1885.82830700547 -1885.945957055 -1886.01540623169 -1885.96333232662 -1885.92178184981 -1892.09833243708 -1893.62462593995 -1893.28930458975 -1893.13009046929 -1893.09133858891 -1893.09014102557 -1893.08909641809 -1893.08880870377 -1893.08770197815 -1905.69782674541
