UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1848.56011731451 -1848.55556997291 -1848.10956025296 -1847.05919824072 -1847.49293536347 -1847.50995221782 -1847.51486307769 -1848.65028168065 -1848.83544021026 -1849.61680791556 -1849.61833260688 -1849.64489973782 -1851.59158435378 -1851.63105046094 -1851.64755500192 -1851.64941954107 -1851.65282535136 -1851.69479624883 -1851.52097715264 -1851.85671257834 -1853.14217523254 -1859.0976476702 -1860.27856255948 -1860.47475961267 -1859.39285998349 -1859.48864812292 -1861.01625212213 -1861.56467593393 -1861.81138795208 -1861.8579819961 -1861.91160959213 -1865.27437774843 -1866.84219556443 -1867.03061819772 -1867.16140041054 -1867.17994585245 -1867.18156833572 -1867.1829866711 -1867.19261112083 -1867.39331899343 -1876.40693045879
UNCHS044153 -1848.55622531928 -1848.55161774295 -1848.10460389464 -1847.04518532342 -1847.47748061405 -1847.4944720442 -1847.49937836783 -1848.63481222082 -1848.81997297509 -1849.6013510351 -1849.60287527229 -1849.62943444615 -1851.57644407163 -1851.61589663873 -1851.63239558872 -1851.63425915212 -1851.63766311432 -1851.67964840127 -1851.50582632582 -1851.84181271613 -1853.12776270895 -1859.08476153925 -1860.26598591006 -1860.46223384936 -1859.38025765775 -1859.47604991631 -1861.00365389838 -1861.55207419356 -1861.79878516038 -1861.84538384181 -1861.89901737257 -1865.26261138917 -1866.83064813196 -1867.01897094285 -1867.14971611076 -1867.16828814506 -1867.16991028048 -1867.17132831228 -1867.18095226522 -1867.38165014183 -1876.3951879574
UNCHS044154 -1848.60848193722 -1848.60288840625 -1848.11733168219 -1846.70032072297 -1847.07366091659 -1847.08968628037 -1847.0945967989 -1848.22937903181 -1848.41445768003 -1849.19560308597 -1849.19712967285 -1849.22372980894 -1851.18017919689 -1851.21978399742 -1851.23634733888 -1851.23821650812 -1851.24163016567 -1851.28459492555 -1851.11098804381 -1851.45615324574 -1852.75904481217 -1858.7676177593 -1859.95882812054 -1860.15671834617 -1859.07501941678 -1859.17049161675 -1860.6971007888 -1861.24522853193 -1861.49183308789 -1861.53860673597 -1861.59245645963 -1864.95523660061 -1866.53065060417 -1866.71964496439 -1866.85089632089 -1866.87045515454 -1866.87207660485 -1866.87349403991 -1866.88311147786 -1867.08368861225 -1876.09029135643
JAX00436295 -1851.4105595603 -1851.39686929532 -1850.59824995825 -1845.82441455001 -1845.55137511253 -1845.55655141769 -1845.56149457325 -1846.6865112821 -1846.87046259192 -1847.64808811462 -1847.64962368936 -1847.67637807085 -1849.6454300671 -1849.68596735086 -1849.70292107302 -1849.70483436885 -1849.70832326703 -1849.75510305179 -1849.58287931481 -1849.97256862369 -1851.36058127375 -1857.6220031393 -1858.86286253771 -1859.06888553394 -1858.00494604486 -1858.09649394959 -1859.60483068457 -1860.14867956938 -1860.3935761116 -1860.44181216897 -1860.49728599962 -1863.84353606007 -1865.44168993923 -1865.63187670737 -1865.76454576069 -1865.788489231 -1865.79009983779 -1865.7915078145 -1865.80103414598 -1865.99981271587 -1874.95389864634
UNC27782039 -1852.3692623786 -1852.35441861003 -1851.51215291824 -1846.16874722862 -1845.76626920822 -1845.76922176634 -1845.7741691926 -1846.89665539212 -1847.08032881399 -1847.85703842154 -1847.85857282981 -1847.88530592307 -1849.84029229369 -1849.88088744029 -1849.89786404245 -1849.89978333007 -1849.90328217795 -1849.94968252608 -1849.77756169892 -1850.16604024979 -1851.55240612262 -1857.80831941152 -1859.04840445814 -1859.25428841037 -1858.19676537763 -1858.28740563972 -1859.79050629332 -1860.33325906892 -1860.57769721958 -1860.62614844498 -1860.68181769593 -1864.02217765573 -1865.61362721714 -1865.80289895056 -1865.93507048048 -1865.95870958918 -1865.96031723362 -1865.96172262461 -1865.97122620789 -1866.16954012818 -1875.11643278142
UNC27782319 -1852.37899219838 -1852.36412796656 -1851.52118782033 -1846.16853437039 -1845.7638812448 -1845.76674213428 -1845.77166517107 -1846.89396876426 -1847.07762356969 -1847.85427836928 -1847.85580973489 -1847.88248941401 -1849.83703003081 -1849.8775219481 -1849.89445523506 -1849.89636806149 -1849.89985477933 -1849.94613337125 -1849.77400210268 -1850.16241283172 -1851.54867139737 -1857.80425427542 -1859.04428953599 -1859.25016485611 -1858.19268986417 -1858.28331584988 -1859.78622654257 -1860.32893509092 -1860.57335509353 -1860.62177227865 -1860.67740875823 -1864.0216121423 -1865.61277992055 -1865.80136750488 -1865.93324140505 -1865.95686186824 -1865.95846764163 -1865.95987139896 -1865.96937488237 -1866.16768518137 -1875.1147364865
UNC27782556 -1852.37363290915 -1852.35876420365 -1851.51582758575 -1846.16321311868 -1845.75856809733 -1845.76140461996 -1845.76631578348 -1846.88810179337 -1847.07169649907 -1847.8481446285 -1847.84967452019 -1847.87632831915 -1849.830811917 -1849.87125120607 -1849.88816236665 -1849.89007185744 -1849.89355235396 -1849.93977283158 -1849.76763631876 -1850.15604969506 -1851.54232515834 -1857.79797261694 -1859.03802224553 -1859.24389971434 -1858.18636994966 -1858.27699572599 -1859.77986427235 -1860.32256342954 -1860.56697980814 -1860.61537879209 -1860.67099801338 -1864.01705613212 -1865.60817762927 -1865.79645001804 -1865.92818790713 -1865.95180082836 -1865.95340575071 -1865.95480876499 -1865.96431233876 -1866.16262392045 -1875.10997688601
UNCHS044157 -1850.83954155314 -1850.82466120827 -1849.9789110014 -1844.60294295783 -1844.19478692084 -1844.19740306289 -1844.20175651016 -1844.66684539915 -1844.77208101469 -1845.27421821687 -1845.27568966841 -1845.30130828518 -1847.2685298292 -1847.30399888508 -1847.31875222786 -1847.32033296471 -1847.32323546117 -1847.36117721555 -1847.19241131985 -1847.60137771141 -1849.02983060963 -1855.43252234496 -1856.69692316815 -1856.90670842165 -1855.83059308741 -1855.91781615377 -1857.42220087184 -1857.96907867904 -1858.21556141073 -1858.26272165524 -1858.31730565041 -1861.65821551973 -1863.26635473877 -1863.45518779161 -1863.58720974195 -1863.60961702166 -1863.61122591801 -1863.61263239289 -1863.6220641328 -1863.81903072788 -1873.01138621504
UNCHS044158 -1850.72891629343 -1850.71403554499 -1849.86797977708 -1844.48943829997 -1844.08088630723 -1844.08347931094 -1844.08776598052 -1844.47086034952 -1844.56627007011 -1845.03353525869 -1845.03499386244 -1845.06038676174 -1847.0280628915 -1847.06289337928 -1847.07736978883 -1847.07890860757 -1847.08173748228 -1847.11879089066 -1846.95041048515 -1847.3612995265 -1848.79346235488 -1855.20923297065 -1856.47595984 -1856.68612214835 -1855.608110083 -1855.6949192945 -1857.19897635129 -1857.74613198317 -1857.99276366966 -1858.03977796702 -1858.09423686984 -1861.43497675129 -1863.04546698146 -1863.23458858043 -1863.36674138288 -1863.38911988369 -1863.39072982037 -1863.39213720379 -1863.40156079607 -1863.59836910902 -1872.81140203573
UNC27783294 -1850.45547004134 -1850.44059041009 -1849.59352833775 -1844.20659882677 -1843.79677587311 -1843.79928641777 -1843.80333222985 -1843.89209445436 -1843.95198222027 -1844.29194086155 -1844.29336135851 -1844.31808611692 -1846.29018431552 -1846.32290885337 -1846.33647270066 -1846.33787283927 -1846.34045812006 -1846.3745234288 -1846.20726283754 -1846.62450702656 -1848.0694088129 -1854.53175792796 -1855.8071009145 -1856.01866606829 -1854.93351765199 -1855.01897376693 -1856.52267794647 -1857.07108186961 -1857.31835957528 -1857.36495399853 -1857.41906469559 -1860.761847914 -1862.38080724288 -1862.57149226947 -1862.70433575774 -1862.72699282582 -1862.7286069909 -1862.73001806841 -1862.73940428224 -1862.93546669316 -1872.21189453169
