UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1805.85266267016 -1805.8482389183 -1805.63325170746 -1807.40169250736 -1808.43926454806 -1808.47497886711 -1808.48182235712 -1808.1799836777 -1808.24329005782 -1808.6629347339 -1808.66410225074 -1808.68459430641 -1809.06056256028 -1809.1113976767 -1809.13279085998 -1809.13564716637 -1809.14072830408 -1809.16445683633 -1808.88903265558 -1809.24897703714 -1810.94484835795 -1818.70234203879 -1819.90424211301 -1820.10603541765 -1820.42318771308 -1820.25844890226 -1820.48222887431 -1820.83360718998 -1821.00690528737 -1821.1826449219 -1821.36191477672 -1824.88971899472 -1822.84379621294 -1823.20733547301 -1823.40542776302 -1823.39464993151 -1823.39468795992 -1823.39471944438 -1823.39116800972 -1823.32735245423 -1831.45080277737
UNCHS044153 -1805.84610326862 -1805.84158981203 -1805.62509265197 -1807.3810685275 -1808.41698807711 -1808.45267141248 -1808.45950744689 -1808.15776239151 -1808.22107988824 -1808.64077192055 -1808.64193841102 -1808.6624124886 -1809.03854151936 -1809.08934295942 -1809.11072200171 -1809.11357603283 -1809.1186529155 -1809.14239639358 -1808.86695501584 -1809.22714177816 -1810.92367986979 -1818.68401379515 -1819.88640223375 -1820.08827580586 -1820.40535792862 -1820.24062388116 -1820.4643864441 -1820.81576864756 -1820.9890690031 -1821.16482861896 -1821.34412026399 -1824.87329053787 -1822.82698724773 -1823.19018308879 -1823.38811625571 -1823.377282118 -1823.37731949054 -1823.3773504023 -1823.37379814303 -1823.30996584552 -1831.43337636055
UNCHS044154 -1805.66087636297 -1805.6548493413 -1805.38020328488 -1806.65080149709 -1807.62150104889 -1807.65619771481 -1807.66304299148 -1807.36060147934 -1807.42384183384 -1807.84338661269 -1807.84455435169 -1807.86505026946 -1808.25061965999 -1808.30159076127 -1808.32304131926 -1808.32589954444 -1808.33098232208 -1808.35705622168 -1808.08164953305 -1808.45261870399 -1810.17631915418 -1818.04815296811 -1819.26928028392 -1819.47423614637 -1819.79059011054 -1819.62550252498 -1819.84754685409 -1820.19883506317 -1820.37212041069 -1820.54885296106 -1820.72917567911 -1824.27484206976 -1822.2161334368 -1822.57245348411 -1822.76687731569 -1822.75369158889 -1822.75372222338 -1822.75374725013 -1822.75017954111 -1822.68604503644 -1830.79193059144
JAX00436295 -1807.20494792491 -1807.18649847734 -1806.42309132948 -1802.68356514021 -1802.77871791839 -1802.79929905967 -1802.80622645505 -1802.49399609519 -1802.55610793173 -1802.97267523677 -1802.97385009231 -1802.99446924472 -1803.39887526393 -1803.45114320648 -1803.47313816141 -1803.47604452116 -1803.48120213314 -1803.52119438688 -1803.24724366546 -1803.68826380081 -1805.59162869886 -1814.14885778887 -1815.48632778865 -1815.71039162231 -1816.04613324314 -1815.87739629482 -1816.07930831436 -1816.42742566322 -1816.59950846983 -1816.78283321974 -1816.9700522969 -1820.62044512662 -1818.48556756864 -1818.80043698053 -1818.97381497642 -1818.94706753517 -1818.94705292785 -1818.94703844736 -1818.94331565418 -1818.87608183633 -1826.85831432
UNC27782039 -1808.1063834529 -1808.08627793679 -1807.25539637419 -1802.62250899286 -1802.51997306477 -1802.53721736472 -1802.54415769927 -1802.22950126829 -1802.29132710152 -1802.70702073452 -1802.70819586931 -1802.72881941971 -1803.12024279551 -1803.17266184004 -1803.19471956833 -1803.19763608588 -1803.20281078839 -1803.2435976747 -1802.97003829898 -1803.41453251237 -1805.32745103871 -1813.91966828989 -1815.26347681199 -1815.48857651409 -1815.83338597435 -1815.66387732899 -1815.86099980515 -1816.2080573169 -1816.37969556059 -1816.56360410125 -1816.75140439923 -1820.40604535922 -1818.26314252702 -1818.57534729191 -1818.74730506167 -1818.71967799135 -1818.71965889922 -1818.71964050441 -1818.71588818083 -1818.64805092538 -1826.61620035741
UNC27782319 -1808.10738791875 -1808.0872505128 -1807.25530668392 -1802.60775407475 -1802.50186158267 -1802.51895786092 -1802.52585715513 -1802.21117502835 -1802.27299404938 -1802.68868868251 -1802.68985797009 -1802.71037902408 -1803.10090561618 -1803.15311640245 -1803.17508631558 -1803.17798978104 -1803.18314028184 -1803.22372048523 -1802.95014214017 -1803.39464985698 -1805.30765844781 -1813.90021219496 -1815.2440941265 -1815.46920570881 -1815.81413091142 -1815.64460742097 -1815.8415085943 -1816.18851059258 -1816.36012610915 -1816.54396974798 -1816.73170889215 -1820.39098940005 -1818.24753268914 -1818.55874981582 -1818.73029868676 -1818.70268403431 -1818.70266220967 -1818.7026414286 -1818.69888795399 -1818.63102609302 -1826.59965096759
UNC27782556 -1808.10054234698 -1808.08039726224 -1807.24845415144 -1802.60093707162 -1802.49505684731 -1802.51211198615 -1802.51899128719 -1802.2035325706 -1802.26525734843 -1802.68063084819 -1802.68179718279 -1802.70226647343 -1803.09250149618 -1803.14460467824 -1803.16652912186 -1803.16942580581 -1803.17456380031 -1803.2150352558 -1802.94144540332 -1803.38593476919 -1805.2989174804 -1813.8913313324 -1815.23518784748 -1815.46029496513 -1815.80517762916 -1815.63565460848 -1815.83247082524 -1816.17944369242 -1816.35104663905 -1816.53485237365 -1816.72255538315 -1820.38391336464 -1818.24026082585 -1818.55106597207 -1818.7224502263 -1818.69485723978 -1818.69483418675 -1818.69481233292 -1818.69105834221 -1818.62318602791 -1826.59201219776
UNCHS044157 -1809.48979423225 -1809.46972281787 -1808.63572927865 -1803.96936715212 -1803.86029639208 -1803.87720970611 -1803.88326906476 -1802.471069982 -1802.39798911283 -1802.33438525369 -1802.33529362874 -1802.35123387993 -1802.74630334148 -1802.78746525297 -1802.80464253497 -1802.80682423848 -1802.81070909549 -1802.84200085115 -1802.57452232942 -1803.02140132857 -1804.92215762167 -1813.40966471239 -1814.72930498477 -1814.95021225135 -1815.27495701831 -1815.1034325437 -1815.26905806561 -1815.60201391759 -1815.76719589442 -1815.94626271517 -1816.12923064694 -1819.69133872664 -1817.5550717985 -1817.90056848956 -1818.08981506364 -1818.07200736214 -1818.07200118921 -1818.07199404021 -1818.06800164186 -1817.99579454497 -1825.70878772201
UNCHS044158 -1809.76187359339 -1809.74180575754 -1808.90758079638 -1804.23910264324 -1804.1296762652 -1804.14655442017 -1804.15251089545 -1802.61199355969 -1802.52276818773 -1802.40061308683 -1802.40149292639 -1802.41693167903 -1802.81187271529 -1802.85190529726 -1802.86859241859 -1802.87070034518 -1802.87445567137 -1802.90470522658 -1802.63788250862 -1803.08556406323 -1804.98658252711 -1813.47164890859 -1814.79062187592 -1815.01140803297 -1815.33408650886 -1815.16218967828 -1815.32521078305 -1815.65724308412 -1815.82201793479 -1816.00071162575 -1816.1833154169 -1819.73877122453 -1817.60337471479 -1817.95032527798 -1818.1402904637 -1818.12284571176 -1818.12283968648 -1818.12283266369 -1818.11881922019 -1818.04620636705 -1825.73593733695
UNC27783294 -1810.87515378732 -1810.8550970213 -1810.02014246325 -1805.34505129937 -1805.23452427536 -1805.25125754578 -1805.25684851445 -1803.26990348471 -1803.12370141895 -1802.79220652292 -1802.79299341634 -1802.80679737756 -1803.20588823247 -1803.24228383053 -1803.25739024222 -1803.2592589627 -1803.26259412381 -1803.28942285403 -1803.02458480389 -1803.47470752569 -1805.37686565045 -1813.85815029185 -1815.17608795059 -1815.39667444653 -1815.71289142181 -1815.53973197773 -1815.69471692999 -1816.02404918033 -1816.18764851198 -1816.36515187017 -1816.54660030253 -1820.08431214603 -1817.95199538749 -1818.30106951079 -1818.4920280122 -1818.47498431802 -1818.4749762338 -1818.47496740396 -1818.47088569527 -1818.39692259196 -1825.99351896574
