UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1940.73573939805 -1940.73572097367 -1940.73347029711 -1940.68693907815 -1940.67485342569 -1940.67499514542 -1940.67512343301 -1940.78891975687 -1940.79357459318 -1940.80024369982 -1940.80041735886 -1940.80343382418 -1940.69871541852 -1940.71142661754 -1940.71697853988 -1940.71784617707 -1940.71939862492 -1940.74324156086 -1940.7471383219 -1942.12940753614 -1957.53813586108 -1957.24233134351 -1957.28307818394 -1957.28896629305 -1961.29082139832 -1961.24102870394 -1964.18088666345 -1965.64966332662 -1966.33611087685 -1966.50995208531 -1966.686634156 -1971.25222331004 -1987.06829774823 -1988.0399526424 -1988.56027758436 -1988.5622452556 -1988.56396563823 -1988.56546705482 -1988.54371353312 -1988.13542367444 -1986.02329495104
UNCHS044153 -1940.73656077765 -1940.73654258336 -1940.73430794772 -1940.68782433012 -1940.6757263643 -1940.67586788402 -1940.67599615385 -1940.78975769195 -1940.79440913045 -1940.80106504514 -1940.80123874314 -1940.80425589957 -1940.69947909828 -1940.71219176476 -1940.71774436542 -1940.71861211564 -1940.7201647736 -1940.74400489016 -1940.74792163147 -1942.13039913592 -1957.53887818771 -1957.24311599921 -1957.2838855628 -1957.28977753108 -1961.29161841746 -1961.24183343912 -1964.18171933021 -1965.6504985851 -1966.33694714192 -1966.51078669145 -1966.68746732894 -1971.25308936205 -1987.06899105658 -1988.04059704009 -1988.56089129653 -1988.56284280036 -1988.56456309969 -1988.56606444354 -1988.54431045097 -1988.13601163356 -1986.02384594712
UNCHS044154 -1940.76103670854 -1940.76103067561 -1940.7594707568 -1940.71545833827 -1940.70298742182 -1940.7031215132 -1940.70324993872 -1940.81689369933 -1940.82153356906 -1940.82814748696 -1940.82832114167 -1940.83133755577 -1940.72527731368 -1940.73797678277 -1940.74352347248 -1940.74439050543 -1940.74594225708 -1940.76954012422 -1940.77427249527 -1942.16273309286 -1957.55912055656 -1957.26484831655 -1957.30641939384 -1957.31244674495 -1961.31763977458 -1961.26772679627 -1964.20710907971 -1965.6757030794 -1966.36208053955 -1966.5357336918 -1966.71224244511 -1971.2804660961 -1987.09331623627 -1988.06272425317 -1988.58172998837 -1988.58273512641 -1988.58445334098 -1988.58595286445 -1988.56418775508 -1988.15567370296 -1986.04230598974
JAX00436295 -1940.9514345396 -1940.95160976664 -1940.95962506458 -1940.9917201945 -1940.98687532554 -1940.98713267676 -1940.98726335785 -1941.09801759034 -1941.10238881497 -1941.1080554316 -1941.10822820816 -1941.11122952056 -1940.9760515009 -1940.98853995865 -1940.99399249116 -1940.99484906236 -1940.99638984581 -1941.01573710538 -1941.03759370109 -1942.55217399839 -1958.1271440287 -1957.83400911065 -1957.87507950915 -1957.88103181768 -1961.9392568268 -1961.88811621488 -1964.81415750234 -1966.27855860397 -1966.96307807907 -1967.13682226236 -1967.31338022777 -1971.87506286166 -1987.67027405633 -1988.64164335373 -1989.16098003977 -1989.16218509532 -1989.16390270924 -1989.16540170441 -1989.14357155625 -1988.73371734988 -1986.58127624004
UNC27782039 -1940.97535801859 -1940.97556661637 -1940.98541699985 -1941.03914021463 -1941.03834761738 -1941.03867635622 -1941.03880758436 -1941.14867790689 -1941.15296837523 -1941.15835288005 -1941.15852541234 -1941.1615225232 -1941.01783226105 -1941.03026745786 -1941.03569626026 -1941.03655029335 -1941.03808876862 -1941.05630332265 -1941.08315768224 -1942.63480139651 -1958.308173754 -1958.012614422 -1958.0518171563 -1958.05745806924 -1962.12944589092 -1962.07811138046 -1965.00003886886 -1966.46317781631 -1967.14711409184 -1967.32129710362 -1967.49824608419 -1972.05184446068 -1987.84696627993 -1988.82390679839 -1989.34618066117 -1989.34953252195 -1989.35125440751 -1989.35275713108 -1989.33092500165 -1988.92100060767 -1986.75559877498
UNC27782319 -1940.97643313685 -1940.97664225191 -1940.98652306168 -1941.04062894855 -1941.03991391367 -1941.04024382707 -1941.0403749513 -1941.15011888172 -1941.15439800888 -1941.15973770046 -1941.15991046303 -1941.162911662 -1941.01891440168 -1941.0313588391 -1941.03679190319 -1941.03764663182 -1941.03918639164 -1941.05739444575 -1941.08434882479 -1942.63661718011 -1958.31175386665 -1958.01617259702 -1958.05534257276 -1958.0609780834 -1962.13268280721 -1962.0813464383 -1965.00320258408 -1966.46631656227 -1967.15024118151 -1967.324436549 -1967.50139682829 -1972.05440603217 -1987.84867954414 -1988.82575532992 -1989.348096676 -1989.35153047834 -1989.35325226704 -1989.35475490601 -1989.33292187877 -1988.92298098678 -1986.75679894676
UNC27782556 -1940.9766382639 -1940.97684737839 -1940.98672833963 -1941.04083681645 -1941.04012246613 -1941.04045225848 -1941.04058334105 -1941.15031055716 -1941.15458749115 -1941.15991668478 -1941.16008954349 -1941.1630924469 -1941.0190235741 -1941.03147170219 -1941.03690646207 -1941.03776146062 -1941.03930169682 -1941.05751155621 -1941.08445608702 -1942.63669255103 -1958.31182119425 -1958.01624976014 -1958.05542523354 -1958.06106171692 -1962.13252700498 -1962.08119238649 -1965.00309459619 -1966.46622382082 -1967.15015475102 -1967.32435272356 -1967.50131561 -1972.05412698295 -1987.84797334045 -1988.82504717053 -1989.34738390552 -1989.35082979036 -1989.35255147796 -1989.35405402869 -1989.33222070962 -1988.92227460744 -1986.75591917164
UNCHS044157 -1940.62743432041 -1940.62762719105 -1940.63730849936 -1940.68887704799 -1940.68760205878 -1940.68786462564 -1940.68797398084 -1940.84886786246 -1940.85949475427 -1940.88911084164 -1940.88927554408 -1940.89213024045 -1940.74817655617 -1940.75955521633 -1940.76449153391 -1940.76526892269 -1940.76666157057 -1940.77905392862 -1940.78455658042 -1942.29511134286 -1957.96414133135 -1957.6700085965 -1957.71559809075 -1957.72233731717 -1961.7960132527 -1961.74477129585 -1964.72732741971 -1966.21504719615 -1966.90976172385 -1967.08476146722 -1967.2626753141 -1971.78061677291 -1987.61140648825 -1988.56629266182 -1989.07560581249 -1989.06903220113 -1989.07071190752 -1989.07217778805 -1989.050563981 -1988.64449695057 -1986.4613977979
UNCHS044158 -1940.59945868386 -1940.59965067512 -1940.60931899161 -1940.66072721433 -1940.65941774149 -1940.65967506629 -1940.65978201727 -1940.82126359371 -1940.83217423249 -1940.86310894277 -1940.86327315575 -1940.86611886159 -1940.72223661032 -1940.73357600991 -1940.73849375267 -1940.73926821725 -1940.7406550502 -1940.7526764725 -1940.75666007331 -1942.26387864206 -1957.93173198816 -1957.63790478814 -1957.68399771417 -1957.69082297799 -1961.76492944387 -1961.71376528481 -1964.70096720053 -1966.19058906895 -1966.88615490505 -1967.06123732425 -1967.23924484381 -1971.75542763383 -1987.58852451013 -1988.54261444712 -1989.05145245489 -1989.04441922369 -1989.04609641324 -1989.04756009447 -1989.02596207823 -1988.6201840931 -1986.43652134592
UNC27783294 -1940.50169806628 -1940.50188701298 -1940.5115177362 -1940.56246993394 -1940.56106385176 -1940.56129996422 -1940.56139803116 -1940.72197070028 -1940.73353917347 -1940.76794757796 -1940.76810816795 -1940.77088848411 -1940.62825937552 -1940.63944801325 -1940.64429538359 -1940.64505872258 -1940.64642389652 -1940.65724278811 -1940.65644774587 -1942.15265362456 -1957.81671139611 -1957.52378090742 -1957.57147318187 -1957.57857141823 -1961.65785328288 -1961.60701805261 -1964.60940850343 -1966.10535592257 -1966.80378400435 -1966.97913031312 -1967.15743969511 -1971.67035153313 -1987.50906066556 -1988.46137875182 -1988.96928533507 -1988.96110584253 -1988.96277517041 -1988.96423198049 -1988.94268458838 -1988.53784533269 -1986.35432151762
