UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1901.06163000104 -1901.06121937558 -1901.03697875238 -1900.57301555146 -1900.45595209221 -1900.45419303393 -1900.45430926211 -1900.14808697036 -1900.10273412049 -1899.93195770197 -1899.9319412961 -1899.93167107775 -1899.91848594813 -1899.92787386924 -1899.93194150007 -1899.93255926771 -1899.93364574323 -1899.97047658144 -1899.96306184165 -1901.33312665182 -1915.96413329524 -1916.75226205516 -1916.96943219975 -1917.0084973556 -1926.87126747793 -1927.12855281631 -1932.58840605432 -1934.6033186599 -1935.50526856905 -1935.58219780527 -1935.66600394617 -1942.77927266363 -1952.59842941638 -1953.54367792534 -1953.99064240552 -1953.91524843287 -1953.91719931374 -1953.91890259475 -1953.91006840836 -1953.76239659968 -1961.15342682265
UNCHS044153 -1901.06253643946 -1901.06212785839 -1901.0379849516 -1900.57444915568 -1900.45735294362 -1900.45559366265 -1900.45570992934 -1900.1494302364 -1900.10407538891 -1899.93329624464 -1899.93327988497 -1899.9330105057 -1899.91983066442 -1899.92922064794 -1899.93328924607 -1899.93390716566 -1899.93499391515 -1899.97181834274 -1899.96440758412 -1901.33479740593 -1915.96605836862 -1916.7542505207 -1916.97143176258 -1917.01049836935 -1926.87307736001 -1927.13035923575 -1932.59016727428 -1934.60506767101 -1935.50701254663 -1935.58394443963 -1935.66775312597 -1942.78092271616 -1952.59985913892 -1953.54509891639 -1953.9920466576 -1953.91664312989 -1953.91859388646 -1953.92029705886 -1953.91146179021 -1953.76376909014 -1961.15441653542
UNCHS044154 -1901.10602032404 -1901.10573006736 -1901.08693667584 -1900.65317892163 -1900.53653693135 -1900.53477620023 -1900.53489262289 -1900.22867773764 -1900.18335424134 -1900.01271259809 -1900.01269620515 -1900.01242639416 -1899.99947467484 -1900.00884146405 -1900.01289970226 -1900.013516142 -1900.01460068425 -1900.0505856417 -1900.04341257959 -1901.42812197698 -1916.0819654053 -1916.86827600826 -1917.08479114598 -1917.12374283326 -1926.99088787047 -1927.24748720704 -1932.70295407931 -1934.71686454895 -1935.61839289839 -1935.69537532295 -1935.77922557368 -1942.89249176248 -1952.70938926957 -1953.6538318669 -1954.10002615399 -1954.02395970367 -1954.02590891485 -1954.02761073711 -1954.01875779506 -1953.87071340096 -1961.24981926643
JAX00436295 -1901.20898998219 -1901.20976400685 -1901.24099273867 -1901.25134528276 -1901.18771620111 -1901.18679239971 -1901.18691115771 -1900.88126799076 -1900.83636131562 -1900.66755924982 -1900.66754482555 -1900.66731162 -1900.66414940212 -1900.67324475449 -1900.67718094829 -1900.67777866771 -1900.67883708117 -1900.70303760494 -1900.70046562298 -1902.29146651945 -1917.48492512713 -1918.17465997594 -1918.36673217583 -1918.40172235058 -1928.33066177713 -1928.58086097368 -1933.98556175553 -1935.98837505343 -1936.88505791363 -1936.96582400155 -1937.05314393105 -1944.15896054102 -1954.10678621599 -1955.09995893008 -1955.5695189838 -1955.51184376461 -1955.51381838953 -1955.51554239647 -1955.50653851464 -1955.35535166221 -1962.68031655868
UNC27782039 -1901.17154022004 -1901.17244473559 -1901.21034234426 -1901.31265862753 -1901.26769844984 -1901.26709764406 -1901.2672169808 -1900.96165314285 -1900.9168414079 -1900.7484606793 -1900.74844711097 -1900.74822940492 -1900.74896321433 -1900.75800596818 -1900.7619182981 -1900.76251192466 -1900.76356494744 -1900.78499218801 -1900.78378225999 -1902.42556814664 -1917.78563924916 -1918.44388769375 -1918.62822252964 -1918.66197439242 -1928.60554838159 -1928.85475389875 -1934.24911291777 -1936.24967750175 -1937.14534422462 -1937.22750266041 -1937.31611140286 -1944.42000085391 -1954.42573318582 -1955.44028860166 -1955.92096582492 -1955.87224804445 -1955.87423635501 -1955.87597231123 -1955.86694653287 -1955.71526935862 -1963.04360632591
UNC27782319 -1901.17075575915 -1901.1716626487 -1901.20967124399 -1901.31362062502 -1901.2690166234 -1901.2684231871 -1901.2685427704 -1900.96276282753 -1900.91794397712 -1900.74955681795 -1900.74954347003 -1900.74932979016 -1900.7501973791 -1900.75925118311 -1900.76316871375 -1900.76376312939 -1900.76481758212 -1900.78620752616 -1900.7850274229 -1902.42764393934 -1917.79070066732 -1918.44838046842 -1918.63257614657 -1918.66630551317 -1928.60907508154 -1928.85826568236 -1934.25249091087 -1936.25303123076 -1937.14868682708 -1937.23087929358 -1937.3195200879 -1944.42271184232 -1954.42833783787 -1955.44358204108 -1955.92461954375 -1955.87623518409 -1955.87822359155 -1955.87995963228 -1955.87093298602 -1955.71924137768 -1963.04745880811
UNC27782556 -1901.17083463554 -1901.1717415589 -1901.20975048168 -1901.31370410702 -1901.26910104206 -1901.268507788 -1901.2686276994 -1900.96306569892 -1900.91824701703 -1900.74985125678 -1900.74983792545 -1900.74962458554 -1900.75051718314 -1900.75957486275 -1900.76349424103 -1900.7640889411 -1900.76514389283 -1900.78653624969 -1900.78535537439 -1902.4279485874 -1917.79098696964 -1918.44868311504 -1918.63288194253 -1918.66661164965 -1928.60884340021 -1928.85803260356 -1934.25226732808 -1936.2528072418 -1937.1484619052 -1937.23065762151 -1937.31930160263 -1944.42219681124 -1954.4272808066 -1955.44261321654 -1955.92369068989 -1955.87535982386 -1955.87734810237 -1955.87908403048 -1955.87005693315 -1955.7183576889 -1963.04647348371
UNCHS044157 -1900.85349789892 -1900.8543217301 -1900.89227042265 -1900.99528576712 -1900.95044141869 -1900.94949689339 -1900.9497704905 -1901.23430599017 -1901.22614460433 -1901.16450362085 -1901.16453090175 -1901.16498393857 -1901.16234512072 -1901.1671932117 -1901.16923224918 -1901.16953893328 -1901.17007372639 -1901.17944537843 -1901.1686682531 -1902.83577128309 -1918.29815954837 -1919.00181244027 -1919.19616432277 -1919.2314697879 -1929.15893194611 -1929.40881416975 -1934.87556672694 -1936.90211492006 -1937.80882787868 -1937.8891349723 -1937.97609263166 -1945.16236041262 -1955.14989938842 -1956.01418440467 -1956.4148773614 -1956.30934906869 -1956.31126925913 -1956.3129458202 -1956.3039192754 -1956.1510967853 -1963.53761879291
UNCHS044158 -1900.81264879266 -1900.81346863062 -1900.85144503482 -1900.95478644608 -1900.91000891543 -1900.90904572239 -1900.90931399976 -1901.22759040616 -1901.22318486801 -1901.1744936632 -1901.17453319652 -1901.17519887661 -1901.17233906308 -1901.17677604976 -1901.17863364612 -1901.17891256797 -1901.17939737491 -1901.18770287631 -1901.17608875493 -1902.84448122591 -1918.31464650826 -1919.02282254392 -1919.21821277061 -1919.25368164286 -1929.18157452533 -1929.43154434975 -1934.90574735294 -1936.93517319314 -1937.84315944164 -1937.92323827962 -1938.00999255451 -1945.20284858528 -1955.19001512747 -1956.03823652177 -1956.4308346711 -1956.31965848569 -1956.32157256451 -1956.32324379777 -1956.31423289048 -1956.16160678311 -1963.55437650185
UNC27783294 -1900.66052098578 -1900.6613312789 -1900.69943848012 -1900.80434647859 -1900.75989617549 -1900.758886032 -1900.75912679647 -1901.17185829181 -1901.18011935161 -1901.17799820175 -1901.17808844622 -1901.17964031613 -1901.17671440047 -1901.17981949721 -1901.1810929712 -1901.18128250977 -1901.1816063072 -1901.18625691605 -1901.17168224336 -1902.84322195311 -1918.33972619451 -1919.06524695144 -1919.2646870775 -1919.30079355158 -1929.21999642772 -1929.47034764566 -1934.97409176344 -1937.01513503115 -1937.92832141188 -1938.00759631529 -1938.09364655924 -1945.30280574658 -1955.29142291334 -1956.07986760581 -1956.4427431164 -1956.31093043318 -1956.31282557662 -1956.31448031087 -1956.30554207369 -1956.15394820061 -1963.56988704329
