UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1555.21650757192 -1555.20970001444 -1554.90208454159 -1552.4358050768 -1552.06590975913 -1552.0550737173 -1552.05348055251 -1552.63117871314 -1552.72183600883 -1553.10347683575 -1553.10335538417 -1553.10125686839 -1553.51558198136 -1553.51153032962 -1553.50991535776 -1553.50956449054 -1553.50891973834 -1553.49769385019 -1553.54057501869 -1553.72649409115 -1554.06843933585 -1555.48116404243 -1555.81873999674 -1555.87420134217 -1555.74545196603 -1555.96557176603 -1557.47557049421 -1557.86208680638 -1558.02434184821 -1558.04917820641 -1558.07447366051 -1558.65818439385 -1558.65516949619 -1558.70329743836 -1558.73920981411 -1558.77204380895 -1558.77245435604 -1558.77281390847 -1558.77175038189 -1558.75215227568 -1561.8236508337
UNCHS044153 -1555.21832892063 -1555.21151712197 -1554.9038371803 -1552.4368744814 -1552.06683846341 -1552.05599954396 -1552.05440585251 -1552.63209501608 -1552.72275146734 -1553.10438934516 -1553.10426781709 -1553.10216795933 -1553.51648571308 -1553.51243126717 -1553.51081510866 -1553.51046406263 -1553.50981897991 -1553.49859004217 -1553.5414709632 -1553.72740140712 -1554.06936357326 -1555.48212307679 -1555.81970918477 -1555.87517219335 -1555.74641710693 -1555.9665362502 -1557.47652752573 -1557.86304225333 -1558.02529666256 -1558.05013346771 -1558.07542938334 -1558.65922192194 -1558.65618678976 -1558.70429933079 -1558.74020524317 -1558.77303871628 -1558.77344921024 -1558.77380871627 -1558.77274511969 -1558.75314554608 -1561.82464839433
UNCHS044154 -1555.30601115975 -1555.29913748233 -1554.9890169644 -1552.49560275547 -1552.1200142108 -1552.10908009197 -1552.10748697338 -1552.68492104268 -1552.77555051968 -1553.15709803761 -1553.15697661601 -1553.15487862104 -1553.56893569704 -1553.56488410746 -1553.56326908849 -1553.56291822521 -1553.56227343163 -1553.55100988278 -1553.59391153921 -1553.78016712937 -1554.12257963794 -1555.53627154621 -1555.87409011647 -1555.92959112631 -1555.80100793126 -1556.02105821956 -1557.53070773248 -1557.91715831379 -1558.07938691579 -1558.10424369528 -1558.12955937476 -1558.71389526868 -1558.71076766033 -1558.75882876118 -1558.79471416168 -1558.82754832692 -1558.82795865628 -1558.82831801873 -1558.82725331646 -1558.8076314216 -1561.87826108204
JAX00436295 -1556.5472143591 -1556.53985833617 -1556.21129553213 -1553.50062695513 -1553.07627598887 -1553.0645012644 -1553.06291315147 -1553.63827306387 -1553.72868321994 -1554.10949147752 -1554.10937142391 -1554.10729732321 -1554.5155139925 -1554.51149170629 -1554.50988861914 -1554.50954075533 -1554.50890093388 -1554.49750617019 -1554.54023976771 -1554.72472618046 -1555.06503273444 -1556.47291365713 -1556.80966402213 -1556.86498288375 -1556.73862617269 -1556.95802437137 -1558.46408111183 -1558.8497984122 -1559.01172450095 -1559.03663425609 -1559.06199390801 -1559.64048519198 -1559.63539680781 -1559.68210102574 -1559.71719174789 -1559.74932828594 -1559.74973622502 -1559.75009350099 -1559.74901761232 -1559.72916509878 -1562.79786581851
UNC27782039 -1556.86291510002 -1556.85549115368 -1556.52447889971 -1553.78052197473 -1553.34795323892 -1553.33603584525 -1553.33444857334 -1553.90949091077 -1553.99986749957 -1554.3805615108 -1554.38044178625 -1554.37837342712 -1554.78481536001 -1554.78079897814 -1554.77919834025 -1554.77885129333 -1554.77821285246 -1554.76683634459 -1554.80946473276 -1554.99263532184 -1555.33125512532 -1556.73505657479 -1557.07093827938 -1557.12611219908 -1557.00029490572 -1557.21957161539 -1558.72488608416 -1559.11044049137 -1559.27229810386 -1559.29718957217 -1559.32252783498 -1559.89767917018 -1559.89201109205 -1559.93828685676 -1559.97310799784 -1560.00497181785 -1560.00537914148 -1560.00573588004 -1560.00465775453 -1559.98475821372 -1563.05440037159
UNC27782319 -1556.87147616821 -1556.86405059319 -1556.53300248688 -1553.78852657448 -1553.35582516118 -1553.34389919835 -1553.34230905994 -1553.91732017445 -1554.00769331628 -1554.38837467012 -1554.38825455763 -1554.3861793931 -1554.79254698907 -1554.78851594392 -1554.78690910105 -1554.78656113696 -1554.78592099429 -1554.77452922549 -1554.81715250174 -1555.00028942585 -1555.33886602384 -1556.74256481006 -1557.07842619531 -1557.13359672622 -1557.00777778334 -1557.22705226935 -1558.73233947425 -1559.11788719303 -1559.27974203579 -1559.30462843831 -1559.32996180378 -1559.90526218721 -1559.89949174331 -1559.94569020328 -1559.98047693857 -1560.01233542121 -1560.01274247581 -1560.01309897938 -1560.01202078468 -1559.9921195406 -1563.06180999818
UNC27782556 -1556.8720544709 -1556.86462837909 -1556.53358133262 -1553.78911517095 -1553.35641551117 -1553.34448667263 -1553.34289514446 -1553.91786235355 -1554.00823016784 -1554.38889272761 -1554.38877243417 -1554.38669409436 -1554.79304328232 -1554.78900524739 -1554.78739544876 -1554.78704704351 -1554.78640608391 -1554.77500676119 -1554.8176285088 -1555.00076102794 -1555.33933099105 -1556.74300974594 -1557.07886770449 -1557.13403766044 -1557.00821061826 -1557.22748383907 -1558.73275572762 -1559.11829923081 -1559.28015230773 -1559.30503627225 -1559.3303673045 -1559.90576239375 -1559.89994820385 -1559.94611266976 -1559.98088455268 -1560.01274175003 -1560.01314868246 -1560.0135050793 -1560.01242685108 -1559.99252482701 -1563.06222015562
UNCHS044157 -1556.06433991721 -1556.05691344541 -1555.72573688655 -1552.98023325157 -1552.54737828876 -1552.53539329738 -1552.53374016116 -1553.06162612726 -1553.14574949112 -1553.50436159095 -1553.50424255215 -1553.50218547302 -1553.90921400351 -1553.90484694918 -1553.90309848168 -1553.90272914219 -1553.90205133387 -1553.89013849102 -1553.93325089031 -1554.11718881218 -1554.45582391659 -1555.85627585167 -1556.1912145974 -1556.24622482251 -1556.11672460677 -1556.3349376989 -1557.83338657132 -1558.21707393486 -1558.37814057675 -1558.40270997328 -1558.42773329119 -1558.98892683389 -1558.98419648293 -1559.02969316833 -1559.06388837576 -1559.09495181066 -1559.09536152632 -1559.09572036287 -1559.09462494205 -1559.0743978706 -1562.13167695565
UNCHS044158 -1555.99036541546 -1555.98293888661 -1555.65174258072 -1552.9060744447 -1552.47319334268 -1552.46120314686 -1552.45954253617 -1552.98059482982 -1553.0638602422 -1553.41941997932 -1553.41930029643 -1553.41723183467 -1553.82428405126 -1553.81986511708 -1553.81809450333 -1553.81772182886 -1553.81703814889 -1553.80505924242 -1553.84822754777 -1554.03227347987 -1554.37096254871 -1555.77128541242 -1556.10618127854 -1556.16118367655 -1556.03131779414 -1556.24943059211 -1557.74728690201 -1558.13081791503 -1558.29181887001 -1558.31635379587 -1558.34134376095 -1558.90120390271 -1558.89664095513 -1558.94209904431 -1558.97625753587 -1559.0072640977 -1559.00767412778 -1559.0080332398 -1559.00693631364 -1558.98668058081 -1562.04291060125
UNC27783294 -1555.73804713081 -1555.7306208944 -1555.39935374886 -1552.65311764913 -1552.22015145258 -1552.20814508106 -1552.20645816226 -1552.70269973407 -1552.78284000737 -1553.12721590274 -1553.12709339163 -1553.1249750924 -1553.53240858064 -1553.52777551664 -1553.52591317757 -1553.52552660788 -1553.52481841981 -1553.51258048682 -1553.55593517501 -1553.74037160604 -1554.07930808931 -1555.47947232925 -1555.81429393044 -1555.86928149961 -1555.73806246054 -1555.95585879606 -1557.45190207193 -1557.83495844485 -1557.99576067978 -1558.0201726723 -1558.04504426508 -1558.60052102417 -1558.59659014448 -1558.64194674118 -1558.67601265734 -1558.70686475335 -1558.70727605031 -1558.70763627215 -1558.70653427069 -1558.68618148622 -1561.73881208417
