UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1532.61894362252 -1532.62381522977 -1532.57261581106 -1532.44298351363 -1532.49125517003 -1532.49481437164 -1532.49675212676 -1532.70490195264 -1532.74042895659 -1532.87236612512 -1532.87302462173 -1532.88457825082 -1533.10640989345 -1533.13351450716 -1533.14524402392 -1533.14694752204 -1533.15011101503 -1533.14684853571 -1533.11484393977 -1533.15992422348 -1533.30457264865 -1533.84160412262 -1533.95662685917 -1533.97648867047 -1534.3672941208 -1534.44303451836 -1534.92546170875 -1535.06108309152 -1535.11945388493 -1535.15387959339 -1535.1876097871 -1536.53548246947 -1536.64837499774 -1536.81686989197 -1536.88873097614 -1536.89113954437 -1536.89196719038 -1536.89269056866 -1536.89623627755 -1536.96950837721 -1539.92713314318
UNCHS044153 -1532.6127648466 -1532.61763435952 -1532.56639782094 -1532.43644412995 -1532.48466225723 -1532.48822039446 -1532.49015795943 -1532.69830426527 -1532.73383090103 -1532.86576670665 -1532.86642515197 -1532.87797787932 -1533.09981877414 -1533.12692148243 -1533.13865017803 -1533.14035354818 -1533.14351681 -1533.14024858351 -1533.10824116127 -1533.15330949585 -1533.29794899567 -1533.83502547033 -1533.95005899357 -1533.96992263012 -1534.36073172249 -1534.43647150467 -1534.91889464166 -1535.05451532859 -1535.11288586225 -1535.14731197862 -1535.18104262157 -1536.52895361369 -1536.64182732871 -1536.81032164954 -1536.88218366617 -1536.88459554238 -1536.88542318099 -1536.88614655282 -1536.88969224356 -1536.96296398599 -1539.92056698855
UNCHS044154 -1532.46002807472 -1532.4648667848 -1532.41215218476 -1532.26915583436 -1532.31514689472 -1532.31866614433 -1532.32060434504 -1532.52872994016 -1532.56425103962 -1532.69616647046 -1532.69682475459 -1532.70837462693 -1532.93044381359 -1532.95754262837 -1532.96926946448 -1532.97097243819 -1532.97413498293 -1532.97070157581 -1532.93861127686 -1532.98327459634 -1533.12762782686 -1533.6663208655 -1533.78171815258 -1533.8016433541 -1534.19256133481 -1534.26826143738 -1534.75053515298 -1534.88613718027 -1534.94450113066 -1534.97894997626 -1535.01270430874 -1536.36054516902 -1536.47267816099 -1536.64136956782 -1536.71335232528 -1536.71589440572 -1536.71672210237 -1536.71744552496 -1536.72099114025 -1536.794261639 -1539.75063964349
JAX00436295 -1531.41354121982 -1531.4180471368 -1531.35117125509 -1531.07730252158 -1531.0996422364 -1531.10275287371 -1531.10469588764 -1531.3127951264 -1531.34828369454 -1531.48009522683 -1531.48075269911 -1531.49228815518 -1531.71490767799 -1531.74199201967 -1531.75371124878 -1531.75541248922 -1531.75857170323 -1531.75401065269 -1531.72134652667 -1531.76345200509 -1531.90603245437 -1532.45510942502 -1532.57291126078 -1532.59324304619 -1532.98528723025 -1533.06062047701 -1533.54134479827 -1533.67671911087 -1533.7349964928 -1533.76961990109 -1533.80355365633 -1535.14999882946 -1535.25690954512 -1535.42678509412 -1535.49950718947 -1535.50287849556 -1535.50370592737 -1535.50442911914 -1535.50797139166 -1535.58117520691 -1538.52845163275
UNC27782039 -1531.29912612807 -1531.303561976 -1531.23402594808 -1530.93436665105 -1530.95179004605 -1530.95481651554 -1530.95676018054 -1531.16488906343 -1531.20037560033 -1531.33218585014 -1531.33284331619 -1531.3443786474 -1531.56677300766 -1531.59385918359 -1531.60557901826 -1531.60728034552 -1531.61043964016 -1531.60575719421 -1531.57302858426 -1531.61491257312 -1531.75734088583 -1532.3073385388 -1532.4253741657 -1532.44574538112 -1532.83801979269 -1532.91328610656 -1533.39369234272 -1533.52901360878 -1533.58726983561 -1533.6219174478 -1533.65587544346 -1535.00189354365 -1535.10818012297 -1535.27813645154 -1535.350913336 -1535.35435621467 -1535.3551834289 -1535.35590643069 -1535.35944754012 -1535.43262764786 -1538.37870225564
UNC27782319 -1531.2899740533 -1531.29440862352 -1531.2248285648 -1530.92473812275 -1530.94207848289 -1530.94510108424 -1530.94704364125 -1531.15513433063 -1531.19061775978 -1531.32241758002 -1531.32307480351 -1531.3346058785 -1531.55699523116 -1531.58407261771 -1531.59578870172 -1531.59748946305 -1531.60064772734 -1531.59595435317 -1531.5632233807 -1531.60510170686 -1531.74752561018 -1532.29753189506 -1532.41557020326 -1532.43594188765 -1532.82824209033 -1532.90350671971 -1533.38389878171 -1533.51921717935 -1533.57747224816 -1533.61211750598 -1533.64607329297 -1534.99226475698 -1535.09855145312 -1535.26847475102 -1535.34123774069 -1535.34467890146 -1535.34550605101 -1535.34622899638 -1535.34977017291 -1535.42295161162 -1538.36910358875
UNC27782556 -1531.285908788 -1531.29034316992 -1531.22076357276 -1530.92067794711 -1530.93801929723 -1530.94104081103 -1530.94298283899 -1531.15104416062 -1531.18652414677 -1531.31831185696 -1531.31896897201 -1531.33049814345 -1531.55288782346 -1531.57996080543 -1531.59167500855 -1531.59337548574 -1531.59653323489 -1531.59183573641 -1531.55910396363 -1531.60098091893 -1531.74340406906 -1532.29341189704 -1532.41145084036 -1532.43182263718 -1532.82413243267 -1532.8993969485 -1533.37978593104 -1533.51510375714 -1533.57335860799 -1533.60800266115 -1533.64195731423 -1534.98823608857 -1535.09452882403 -1535.26443669648 -1535.33719315247 -1535.34063319638 -1535.34146031939 -1535.34218324162 -1535.34572446324 -1535.4189067984 -1538.36512007295
UNCHS044157 -1530.65135023177 -1530.65577988709 -1530.58597893961 -1530.2840504252 -1530.30109862558 -1530.30410924288 -1530.30603368913 -1530.49666509892 -1530.52936487453 -1530.65171583416 -1530.65238275505 -1530.66408333483 -1530.8868496537 -1530.9137946638 -1530.9254541717 -1530.92714623412 -1530.93028945288 -1530.92557533826 -1530.89275230002 -1530.93433556438 -1531.07664222061 -1531.62761352384 -1531.74602948731 -1531.76646304849 -1532.15897350994 -1532.2340183441 -1532.71356222501 -1532.84874152759 -1532.90694418655 -1532.94157259053 -1532.97551427279 -1534.31918451459 -1534.42629924077 -1534.59658528684 -1534.66947406827 -1534.67275586057 -1534.67358253878 -1534.67430507198 -1534.67786017981 -1534.751313238 -1537.71414764816
UNCHS044158 -1530.6056042786 -1530.61003366202 -1530.54021084942 -1530.23809449034 -1530.2551114607 -1530.25812094016 -1530.26004252646 -1530.44737040593 -1530.47964177237 -1530.60052395207 -1530.60119162601 -1530.61290540017 -1530.83569884492 -1530.86263779917 -1530.87429485021 -1530.87598653441 -1530.87912914582 -1530.87439158863 -1530.84156592684 -1530.88310416677 -1531.02534634238 -1531.57619795626 -1531.69460424043 -1531.71503598671 -1532.1074910369 -1532.18249747523 -1532.661841959 -1532.79697125317 -1532.85515286938 -1532.88977850619 -1532.9237173832 -1534.26706104025 -1534.3742731923 -1534.54459507695 -1534.61748683837 -1534.6207335987 -1534.62156029223 -1534.62228283872 -1534.6258394099 -1534.69932139662 -1537.66292489364
UNC27783294 -1530.49624927009 -1530.50067765469 -1530.43078268333 -1530.128038804 -1530.14494972357 -1530.14795439919 -1530.14986503536 -1530.32476370757 -1530.35542688255 -1530.47075193882 -1530.47142254615 -1530.48318774282 -1530.70610270445 -1530.7330306798 -1530.74468364681 -1530.74637469367 -1530.74951639255 -1530.74468116037 -1530.71183769937 -1530.75315950433 -1530.8950715869 -1531.44518860278 -1531.56350520911 -1531.5839212345 -1531.97604518931 -1532.05090710798 -1532.52946730962 -1532.66439014846 -1532.72248406221 -1532.75710017124 -1532.79102896067 -1534.13299178944 -1534.24054965437 -1534.41100732352 -1534.48390409101 -1534.48702204819 -1534.48784873075 -1534.48857126725 -1534.49213292956 -1534.56571541676 -1537.53068269231
