UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1539.88968481715 -1539.88796028158 -1539.86268430627 -1540.13953886252 -1540.29669397152 -1540.30325303859 -1540.30477117226 -1540.30713536492 -1540.31010828959 -1540.33025550215 -1540.33074145906 -1540.33928170426 -1541.59763909964 -1541.61598281314 -1541.62377531171 -1541.62465251272 -1541.62611681674 -1541.63766904549 -1541.38294589817 -1541.17760896954 -1541.14503495183 -1541.26105975765 -1541.3768324818 -1541.3976033737 -1540.9687475014 -1540.98395196357 -1541.01178674623 -1541.03516967348 -1541.04780496796 -1541.05512380794 -1541.06407045771 -1540.39441548459 -1540.32193882873 -1540.35416511156 -1540.36852682959 -1540.37860129992 -1540.37845389701 -1540.37832577452 -1540.37734140009 -1540.35797814561 -1541.30595111952
UNCHS044153 -1539.88317752472 -1539.88145020564 -1539.85612789602 -1540.13259773394 -1540.28969251935 -1540.29625052087 -1540.29776844308 -1540.30013429632 -1540.30310741263 -1540.32325541095 -1540.32374134026 -1540.33228110152 -1541.59067812377 -1541.60902099634 -1541.61681314048 -1541.61769027679 -1541.61915445896 -1541.63070935365 -1541.37597874287 -1541.1706588245 -1541.13812564585 -1541.25420825695 -1541.36999686608 -1541.39077047223 -1540.96191311092 -1540.97711793814 -1541.00495493025 -1541.02833765884 -1541.04097288884 -1541.04829117461 -1541.05723740736 -1540.387611709 -1540.31514939785 -1540.34736061078 -1540.36171474125 -1540.37178440593 -1540.37163696939 -1540.37150881754 -1540.37052441921 -1540.35116068693 -1541.29906690616
UNCHS044154 -1539.71124633631 -1539.70947078775 -1539.68237737631 -1539.94362088055 -1540.09820661164 -1540.10472454887 -1540.10624272422 -1540.10853338132 -1540.11150057238 -1540.13162938607 -1540.13211539806 -1540.14065661441 -1541.40028777272 -1541.41864005778 -1541.42643621783 -1541.42731360039 -1541.42877815323 -1541.44045032907 -1541.18551203927 -1540.98077697475 -1540.94954452413 -1541.06745707686 -1541.1837284703 -1541.20458446986 -1540.77577869235 -1540.7909811965 -1540.81885040921 -1540.84221836886 -1540.85484801696 -1540.86215604139 -1540.87109577521 -1540.20110112538 -1540.12878009017 -1540.16065393739 -1540.17482302283 -1540.1847423766 -1540.18459463974 -1540.18446622574 -1540.18348131973 -1540.16410851151 -1541.10964300096
JAX00436295 -1538.51086780554 -1538.50863241716 -1538.46424716386 -1538.56952251623 -1538.69675637181 -1538.70282776124 -1538.70434837278 -1538.70610046257 -1538.70902075273 -1538.72900220306 -1538.72948883832 -1538.73804099753 -1540.00466226128 -1540.02308294951 -1540.03090824361 -1540.0317878438 -1540.03325586643 -1540.04570531202 -1539.78942088931 -1539.58837514655 -1539.5656634274 -1539.69593200146 -1539.81548355341 -1539.83689887654 -1539.40920485361 -1539.42436003211 -1539.45226579378 -1539.47549319377 -1539.48806770222 -1539.49533576392 -1539.5042590101 -1538.8317864724 -1538.76003670479 -1538.78969512408 -1538.80264483545 -1538.81157987303 -1538.81142997668 -1538.81129967791 -1538.81030995425 -1538.79084678797 -1539.72035484038
UNC27782039 -1538.37343287247 -1538.37111139494 -1538.32340719566 -1538.39728547201 -1538.51869744644 -1538.52467204083 -1538.52619311325 -1538.52787990838 -1538.53079330387 -1538.55075418933 -1538.55124090849 -1538.55979453398 -1539.82676154625 -1539.84519076442 -1539.85301967803 -1539.8538996688 -1539.85536833069 -1539.86789558636 -1539.61148601539 -1539.41074882993 -1539.38884216847 -1539.52038947338 -1539.64028716312 -1539.66176138289 -1539.23440302441 -1539.24954403586 -1539.27740083614 -1539.30060176151 -1539.31316547301 -1539.32043768613 -1539.32936697916 -1538.6566240789 -1538.58480951894 -1538.61425215706 -1538.62708160487 -1538.63592106813 -1538.63577090577 -1538.63564037488 -1538.63464974701 -1538.61516875726 -1539.54298585957
UNC27782319 -1538.37147235353 -1538.3691493484 -1538.32138944182 -1538.39473369717 -1538.516045201 -1538.52201553262 -1538.52353544478 -1538.52522361465 -1538.52813692887 -1538.5480980554 -1538.5485846173 -1538.55713548382 -1539.82407591434 -1539.84249927344 -1539.85032570644 -1539.85120532885 -1539.85267330754 -1539.86519543005 -1539.60878347127 -1539.40804896122 -1539.38615068602 -1539.51770855504 -1539.63761000204 -1539.65908486561 -1539.23173159858 -1539.24687217305 -1539.27472412957 -1539.29792354846 -1539.31048663638 -1539.31775678348 -1539.32668413497 -1538.65413056637 -1538.58235882028 -1538.61177592155 -1538.62459505326 -1538.63343406898 -1538.63328377104 -1538.6331531217 -1538.63216246385 -1538.61268070905 -1539.54051259796
UNC27782556 -1538.37089702233 -1538.36857380254 -1538.32081401122 -1538.39415921878 -1538.51547086905 -1538.52144004214 -1538.52295940292 -1538.52464142965 -1538.52755353143 -1538.54751075145 -1538.54799724327 -1538.55654687975 -1539.82347446437 -1539.84189484699 -1539.84972001644 -1539.85059945163 -1539.852067085 -1539.86458645976 -1539.60817460912 -1539.40744028656 -1539.38554142396 -1539.51709378631 -1539.6369941908 -1539.65846887701 -1539.23111489242 -1539.24625536469 -1539.27410531654 -1539.29730401138 -1539.30986678372 -1539.31713582119 -1539.32606210859 -1538.6535969875 -1538.58184576555 -1538.61125347952 -1538.62406930562 -1538.63290940108 -1538.63275904219 -1538.63262833959 -1538.63163766897 -1538.61215559039 -1539.54000196008
UNCHS044157 -1537.82695373635 -1537.82463367989 -1537.7768449026 -1537.84981045176 -1537.97102949036 -1537.97699976528 -1537.97850504412 -1537.96388175862 -1537.96465711239 -1537.9774304369 -1537.97791883294 -1537.98650138376 -1539.2536205221 -1539.2718199526 -1539.27954792421 -1539.28041269762 -1539.2818547344 -1539.29438169751 -1539.03856969682 -1538.83854775068 -1538.8168493788 -1538.94653888543 -1539.06585451961 -1539.08722650965 -1538.65975327446 -1538.67479612697 -1538.70210706087 -1538.72503592109 -1538.73747448791 -1538.74462488077 -1538.75343133492 -1538.07857695164 -1538.00582715912 -1538.03651554411 -1538.05013245459 -1538.05969554424 -1538.05954625361 -1538.05941648252 -1538.05841948944 -1538.03882199204 -1538.96411296364
UNCHS044158 -1537.7718021051 -1537.76948232269 -1537.72168888516 -1537.79460465062 -1537.91581321266 -1537.92178326377 -1537.92328640333 -1537.90623150462 -1537.90670943482 -1537.9184654657 -1537.91895382478 -1537.92753568546 -1539.19464681522 -1539.21282005633 -1539.22053655108 -1539.22139959759 -1539.22283861146 -1539.23535885694 -1538.97960178761 -1538.77964826151 -1538.75797813688 -1538.88753630132 -1539.00680719983 -1539.02817126883 -1538.60067639319 -1538.61570830979 -1538.64296202355 -1538.6658648851 -1538.67829163699 -1538.68542967366 -1538.69422379144 -1538.01912643463 -1537.94628384943 -1537.97708598303 -1537.99077395415 -1538.00040077923 -1538.00025158001 -1538.00012188865 -1537.99912424723 -1537.97951473407 -1538.90457461764
UNC27783294 -1537.59453749098 -1537.59221870473 -1537.54441106126 -1537.6171674534 -1537.73834108943 -1537.74430936083 -1537.74580394101 -1537.7192162086 -1537.71855423677 -1537.72636648245 -1537.72685431528 -1537.73542681296 -1539.00261256067 -1539.02068676033 -1539.0283599151 -1539.02921642709 -1539.03064398704 -1539.04313189038 -1538.78755853272 -1538.58782209046 -1538.56622601652 -1538.69528900713 -1538.81440086664 -1538.83573686616 -1538.40815021979 -1538.42314540319 -1538.45020884377 -1538.47302334638 -1538.48540990528 -1538.49250382859 -1538.50125397097 -1537.82529711078 -1537.75213433233 -1537.78329782395 -1537.79721283371 -1537.80704367215 -1537.8068947825 -1537.80676536113 -1537.80576549905 -1537.78611472678 -1538.71015438008
