UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1526.53480385056 -1526.52606053174 -1526.23218863562 -1523.98265823241 -1523.6709578154 -1523.66070881324 -1523.65782279839 -1523.10890739354 -1523.06928948923 -1522.93568587147 -1522.93419799664 -1522.90819525904 -1522.81104841377 -1522.76931451896 -1522.75159449514 -1522.74892579992 -1522.74397906068 -1522.69958410743 -1522.43682858501 -1521.99088120866 -1521.80707575523 -1522.46924186398 -1522.5955707883 -1522.61963716254 -1522.82086127013 -1522.80339459355 -1522.88659090443 -1522.94115934881 -1522.96760988918 -1522.94261014674 -1522.92177467279 -1523.167913763 -1523.97831438558 -1523.85547952027 -1523.81290292628 -1523.82281434604 -1523.82245099473 -1523.82213342421 -1523.82100039346 -1523.80015825644 -1526.28774059392
UNCHS044153 -1526.52782304632 -1526.5190738385 -1526.22509607768 -1523.97457071337 -1523.66268769088 -1523.65243606709 -1523.6495498856 -1523.10066645596 -1523.06105088029 -1522.92745522529 -1522.92596734356 -1522.89996448087 -1522.80280872622 -1522.76107449615 -1522.7433543337 -1522.74068561417 -1522.73573882386 -1522.69135508171 -1522.42859250239 -1521.98262708831 -1521.79884620449 -1522.46115851289 -1522.58752021402 -1522.61159215648 -1522.81281107924 -1522.79534445546 -1522.87853889205 -1522.93310572238 -1522.95955563508 -1522.93455654528 -1522.91372189994 -1523.16000554748 -1523.97053884374 -1523.84769152009 -1523.80510792326 -1523.81501715689 -1523.81465377985 -1523.81433618688 -1523.81320306558 -1523.79235910204 -1526.27992423004
UNCHS044154 -1526.43851954763 -1526.4296765768 -1526.13195318298 -1523.84430584815 -1523.52521971564 -1523.51484676257 -1523.5119614812 -1522.96300152364 -1522.92337381377 -1522.78973772972 -1522.78824971175 -1522.76224439656 -1522.66464879791 -1522.62291987198 -1522.60520169545 -1522.60253322708 -1522.59758677076 -1522.55347046681 -1522.29057450629 -1521.84431801312 -1521.66125650264 -1522.32716419231 -1522.45430152974 -1522.47850496792 -1522.67984322824 -1522.66232574185 -1522.74530098539 -1522.79978943437 -1522.82620791891 -1522.80122179615 -1522.78040423915 -1523.02855328729 -1523.84182853635 -1523.71882333428 -1523.67613602629 -1523.68599082861 -1523.68562710454 -1523.68530920857 -1523.68417452919 -1523.66329977575 -1526.15026761233
JAX00436295 -1526.38727870596 -1526.37764528139 -1526.04805980433 -1523.42670421416 -1523.03928956421 -1523.02775805372 -1523.02488219222 -1522.47519952221 -1522.43547219526 -1522.30151945924 -1522.30002957295 -1522.27399103716 -1522.17133773037 -1522.12963187257 -1522.11192107312 -1522.10925401356 -1522.10430936593 -1522.06141121746 -1521.79796942524 -1521.34977716752 -1521.16949032801 -1521.85271626881 -1521.98382315718 -1522.00869562919 -1522.21144706923 -1522.19338685016 -1522.27374218951 -1522.32751001021 -1522.35363440515 -1522.32881493682 -1522.30817771287 -1522.5647456202 -1523.38969699 -1523.26618222752 -1523.22314588439 -1523.23296141629 -1523.23259576805 -1523.23227619293 -1523.23112534195 -1523.20992708501 -1525.6920761328
UNC27782039 -1526.53958869999 -1526.52982962885 -1526.19511401399 -1523.51590348643 -1523.11585788907 -1523.10411065447 -1523.10123673549 -1522.55141970734 -1522.51167692765 -1522.37767866807 -1522.37618831494 -1522.3501415363 -1522.24636659558 -1522.20465943409 -1522.18694765007 -1522.18428065203 -1522.17933606008 -1522.13639879077 -1521.87300235118 -1521.42461561652 -1521.2440020464 -1521.92700621631 -1522.05815640494 -1522.08303469457 -1522.28610837553 -1522.2679342239 -1522.34768839302 -1522.40132593835 -1522.42739608024 -1522.40261635651 -1522.38201622671 -1522.63823573498 -1523.46241849046 -1523.33901083191 -1523.29603878617 -1523.30594404294 -1523.30557831357 -1523.30525866796 -1523.30410450352 -1523.28283923636 -1525.76424347527
UNC27782319 -1526.55012059855 -1526.54035995794 -1526.20556564352 -1523.52542725008 -1523.12517211667 -1523.11341888096 -1523.11054401934 -1522.560863934 -1522.52113045086 -1522.38716335846 -1522.38567286232 -1522.35962356146 -1522.2558051223 -1522.21409200123 -1522.19637769685 -1522.19371033015 -1522.1887650539 -1522.1458196185 -1521.88242498531 -1521.43403817518 -1521.25341090715 -1521.93636592156 -1522.06750805731 -1522.09238494546 -1522.29545100222 -1522.27727455028 -1522.35701022719 -1522.41064326078 -1522.43671151189 -1522.41192945513 -1522.3913270267 -1522.64776628577 -1523.47192474912 -1523.34847304944 -1523.30548167191 -1523.31538750385 -1523.31502170275 -1523.31470199455 -1523.31354779052 -1523.29228158473 -1525.77367257824
UNC27782556 -1526.55261290588 -1526.54285208286 -1526.20805853185 -1523.5279252192 -1523.12767059098 -1523.11591634488 -1523.11304101915 -1522.56340775023 -1522.5236754198 -1522.38971085584 -1522.38822030453 -1522.36217002693 -1522.25834152735 -1522.21662560523 -1522.19891011611 -1522.19624257354 -1522.19129697138 -1522.1483478705 -1521.88495236823 -1521.43656530419 -1521.25593736508 -1521.93889123335 -1522.070033528 -1522.09491044294 -1522.29796899657 -1522.27979219667 -1522.35952433925 -1522.41315668912 -1522.43922468402 -1522.41444123409 -1522.39383748092 -1522.65039022317 -1523.47455128937 -1523.35107801765 -1523.30807684742 -1523.31798190878 -1523.31761607389 -1523.31729633621 -1523.31614213222 -1523.29487585934 -1525.77628778177
UNCHS044157 -1525.77115434857 -1525.7614014201 -1525.42638968093 -1522.74400837199 -1522.34329648919 -1522.33159280804 -1522.3287245585 -1521.75895223515 -1521.71544024031 -1521.56784289401 -1521.56636462165 -1521.54052678062 -1521.43766613225 -1521.3960072484 -1521.37831187497 -1521.37564682332 -1521.37070674819 -1521.32672758288 -1521.06283714787 -1520.61488767084 -1520.43614456747 -1521.12930320176 -1521.26240453471 -1521.28761433718 -1521.49052624563 -1521.47179378031 -1521.55041768201 -1521.60423402462 -1521.63041479915 -1521.60553790729 -1521.58486020563 -1521.84858057121 -1522.66512660943 -1522.54192432153 -1522.49889286999 -1522.50866228494 -1522.50829949323 -1522.50798241506 -1522.50682654274 -1522.485523642 -1525.00516189395
UNCHS044158 -1525.69972417464 -1525.68997178168 -1525.3549323765 -1522.6722794865 -1522.27151489481 -1522.25981481419 -1522.25694575348 -1521.68370893022 -1521.63966666274 -1521.49016360321 -1521.48868626208 -1521.4628645139 -1521.36004376391 -1521.31837926805 -1521.30068105754 -1521.2980155375 -1521.29307475001 -1521.2489978149 -1520.98507707441 -1520.53719606187 -1520.35865628483 -1521.05277808071 -1521.18606527665 -1521.21130654262 -1521.41419284202 -1521.39540218615 -1521.47388392341 -1521.52770471737 -1521.55389055915 -1521.52900231862 -1521.50831512456 -1521.77257846612 -1522.58854036522 -1522.46537798974 -1522.4223498633 -1522.43210456459 -1522.43174205384 -1522.43142522117 -1522.4302692299 -1522.40896348247 -1524.93173998565
UNC27783294 -1525.48959788852 -1525.47984786446 -1525.14472131707 -1522.46119585065 -1522.06025849989 -1522.04857204517 -1522.04570034456 -1521.45978625791 -1521.41380952129 -1521.25732683757 -1521.25585281518 -1521.2300885559 -1521.12754840273 -1521.0858502973 -1521.0681363552 -1521.06546833829 -1521.06052358092 -1521.01610202227 -1520.75206880229 -1520.30441143288 -1520.12654316364 -1520.82384635512 -1520.95775976386 -1520.9831070633 -1521.1857058813 -1521.16671652968 -1521.24471733301 -1521.29855333451 -1521.32475645071 -1521.29983105758 -1521.27911298503 -1521.54506518955 -1522.35923035796 -1522.23623144522 -1522.19321601673 -1522.20290800384 -1522.20254663415 -1522.20223079865 -1522.20107476556 -1522.1797660111 -1524.71246994345
