UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -1589.62355464515 -1589.62673607023 -1589.61349309017 -1590.00943464978 -1590.18974584935 -1590.19240158919 -1590.19204069026 -1589.62273575969 -1589.57182037085 -1589.41781322071 -1589.41776890509 -1589.41702615554 -1589.82202847188 -1589.82272503297 -1589.82312492327 -1589.82307793434 -1589.82297700206 -1589.81690184206 -1589.43185194478 -1588.64889762999 -1587.92189590584 -1587.39107694571 -1587.25008552789 -1587.23015797725 -1586.9759114189 -1586.91219898718 -1586.91947756155 -1586.93447060396 -1586.9443461904 -1586.83573326565 -1586.73436867711 -1586.80549824714 -1586.56395700988 -1586.71397081933 -1586.79346840883 -1586.79402763541 -1586.79434026457 -1586.79461405021 -1586.79752338709 -1586.85637890506 -1589.90881202962
UNCHS044153 -1589.62304220192 -1589.62622144632 -1589.61294206172 -1590.00856525532 -1590.18882354962 -1590.19147806561 -1590.19111688525 -1589.62181259762 -1589.57089729339 -1589.41689049431 -1589.41684613839 -1589.41610268243 -1589.82110640648 -1589.82180155733 -1589.82220085456 -1589.82215377492 -1589.82205267031 -1589.81597467941 -1589.43091706 -1588.64793157038 -1587.92090619615 -1587.39010218862 -1587.24911437808 -1587.22918750868 -1586.97494005516 -1586.9112274382 -1586.91850323812 -1586.93349550726 -1586.94337078335 -1586.83475621801 -1586.7333901312 -1586.80461254961 -1586.56307055893 -1586.71307532155 -1586.79256898731 -1586.79312863735 -1586.79344124004 -1586.79371500255 -1586.79662432305 -1586.85547949802 -1589.90790729948
UNCHS044154 -1589.64634802609 -1589.64948989282 -1589.63482071774 -1590.01748009208 -1590.19540314725 -1590.19801828853 -1590.19765720534 -1589.62830331035 -1589.57738211997 -1589.42335542962 -1589.4233110544 -1589.42256725468 -1589.82753812819 -1589.82823414789 -1589.82863378686 -1589.82858674026 -1589.82848563626 -1589.82238350282 -1589.43722481334 -1588.65380712337 -1587.92644848366 -1587.39590613961 -1587.25497884941 -1587.23506315044 -1586.98092112829 -1586.917191979 -1586.92437564572 -1586.93934691232 -1586.94921357634 -1586.8405852342 -1586.73920688137 -1586.81085289481 -1586.56909503801 -1586.71909384772 -1586.79858555258 -1586.7991518837 -1586.79946444403 -1586.79973816959 -1586.80264709384 -1586.86149415113 -1589.91362138378
JAX00436295 -1590.00628634751 -1590.00908421321 -1589.98216117482 -1590.24454208735 -1590.39958741362 -1590.40181700756 -1590.40145672289 -1589.83160992549 -1589.78063288522 -1589.62641908956 -1589.62637443178 -1589.62562563125 -1590.02851486252 -1590.02920989897 -1590.0296088552 -1590.02956208645 -1590.02946141059 -1590.02331452627 -1589.63823194882 -1588.85480288129 -1588.12717738988 -1587.5968142155 -1587.45602581066 -1587.43613245562 -1587.18335230392 -1587.11951633823 -1587.12603311254 -1587.14086615458 -1587.15067444741 -1587.04212673247 -1586.94082488478 -1587.01260226065 -1586.76994185999 -1586.91988964319 -1586.99935425736 -1586.99992729352 -1587.00023949616 -1587.00051290958 -1587.00341735781 -1587.06217275259 -1590.11307673683
UNC27782039 -1590.10200738457 -1590.1047432436 -1590.07572550907 -1590.31625022704 -1590.46688680737 -1590.46904213646 -1590.46868197132 -1589.89873823523 -1589.84775072826 -1589.69350220002 -1589.69345746846 -1589.69270736622 -1590.09484564049 -1590.09553857915 -1590.09593659354 -1590.09588986771 -1590.09578935527 -1590.089672375 -1589.70481618949 -1588.92222407557 -1588.19514331516 -1587.66434332334 -1587.52349203006 -1587.50358577359 -1587.2511350051 -1587.18728933601 -1587.19372395222 -1587.20854357311 -1587.21834569892 -1587.10985630668 -1587.00860823365 -1587.07961553228 -1586.83702190583 -1586.9869616581 -1587.06641970609 -1587.06698269383 -1587.06729483846 -1587.06756820121 -1587.07047166385 -1587.12920688278 -1590.18021444712
UNC27782319 -1590.10499829692 -1590.10773279636 -1590.07868168001 -1590.31884677235 -1590.46940874407 -1590.47155952838 -1590.47119784108 -1589.90123070552 -1589.85024081304 -1589.69598421593 -1589.69593925503 -1589.69518513157 -1590.09727019031 -1590.09795489506 -1590.09834944037 -1590.09830220593 -1590.09820075029 -1590.09207611817 -1589.70722496593 -1588.92465410272 -1588.19758801115 -1587.66677106927 -1587.5259176288 -1587.50601095521 -1587.25356371329 -1587.18971809612 -1587.19614551793 -1587.21096320441 -1587.22076451137 -1587.11227353973 -1587.01102392121 -1587.08232540859 -1586.83978903709 -1586.98968001306 -1587.06911652214 -1587.06967908827 -1587.06999109686 -1587.07026434075 -1587.07316780171 -1587.13190293183 -1590.18295740713
UNC27782556 -1590.10478397907 -1590.10751820554 -1590.07846745896 -1590.31863542025 -1590.46919779448 -1590.47134706732 -1590.47098462111 -1589.90095244614 -1589.8499554045 -1589.69567373064 -1589.69562864174 -1589.69487227539 -1590.09693939868 -1590.09761992323 -1590.09801270832 -1590.09796521372 -1590.09786327886 -1590.09173385389 -1589.70688442784 -1588.9243157968 -1588.19725023298 -1587.66642454963 -1587.52556984097 -1587.50566293379 -1587.25321389741 -1587.18936858602 -1587.195791316 -1587.21060747414 -1587.22040810173 -1587.11191623272 -1587.0106657391 -1587.08211864586 -1586.83960773792 -1586.98947697015 -1587.06890392001 -1587.06946617131 -1587.06977811835 -1587.07005130845 -1587.07295479635 -1587.13169046309 -1590.18275172476
UNCHS044157 -1589.33439280976 -1589.33713092635 -1589.30799739731 -1589.54714954122 -1589.69747437712 -1589.69959971457 -1589.69917442658 -1589.05043432099 -1588.99056185735 -1588.80493738319 -1588.80486518664 -1588.80363393472 -1589.2057968786 -1589.2059522549 -1589.20612102639 -1589.20604001694 -1589.20588048041 -1589.19879380383 -1588.81591214124 -1588.03594918411 -1587.30996415078 -1586.77546786019 -1586.6338396871 -1586.61378287303 -1586.36059503987 -1586.29681274313 -1586.30113261981 -1586.31524013132 -1586.32471067678 -1586.21653464833 -1586.11556567503 -1586.19249340318 -1585.95040074092 -1586.10118862954 -1586.18105040836 -1586.18140333192 -1586.18171671057 -1586.18199114337 -1586.18490915991 -1586.24395738322 -1589.29191468556
UNCHS044158 -1589.28110781262 -1589.28384621821 -1589.2547011725 -1589.49373450122 -1589.64403511931 -1589.64615752958 -1589.64572536074 -1588.98839363233 -1588.92751229563 -1588.73827292494 -1588.73819819815 -1588.73692252301 -1589.13909069104 -1589.13918301181 -1589.13932460856 -1589.13923951757 -1589.13907283437 -1589.13190441537 -1588.749128223 -1587.96932673544 -1587.24344652624 -1586.70894943073 -1586.56731339063 -1586.54725420698 -1586.2939784866 -1586.23018060447 -1586.23433805375 -1586.24839753437 -1586.25784680255 -1586.14967148842 -1586.04870236902 -1586.125808289 -1585.88372934755 -1586.0345662008 -1586.11445139053 -1586.1147938725 -1586.11510731745 -1586.11538180768 -1586.11830007253 -1586.17735460013 -1589.22556273141
UNC27783294 -1589.13581560307 -1589.13855513365 -1589.1093713395 -1589.34800718024 -1589.4982271997 -1589.50033955634 -1589.49988324549 -1588.81243674699 -1588.747977744 -1588.54583850369 -1588.54575496405 -1588.54432448787 -1588.94654805276 -1588.94641372429 -1588.94645752163 -1588.94635773831 -1588.94616525223 -1588.93871192426 -1588.55626454113 -1587.77696821058 -1587.05141937928 -1586.51696844621 -1586.37531866595 -1586.35525394386 -1586.10165381675 -1586.03779899371 -1586.04142460412 -1586.05532726162 -1586.06470743153 -1585.95652232408 -1585.85554133348 -1585.93293215725 -1585.69082365304 -1585.84179275001 -1585.92174081654 -1585.92205429253 -1585.92236789431 -1585.9226425197 -1585.92556063245 -1585.98461635311 -1589.03292548581
