UNC27781681 UNCHS044153 UNCHS044154 JAX00436295 UNC27782039 UNC27782319 UNC27782556 UNCHS044157 UNCHS044158 UNC27783294 JAX00436342 UNCHS044159 UNC27784624 UNCJPD006601 UNCHS044161 UNCHS044162 UNC27785817 UNC27786598 JAX00436408 JAX00075133 UNC27787813 UNC27789455 UNCHS044163 UNCHS044164 JAX00436462 UNC27790128 UNC27790980 JAX00075148 JAX00075149 UNCJPD008530 UNC27791907 UNC27792423 UNCHS044166 UNC27792845 UNC27793027 UNC27793239 UNC27793465 UNCHS044167 UNCHS044168 UNC27794178 UNCHS044169
UNC27781681 -2054.23772371376 -2054.24271110416 -2054.21753009643 -2064.52329804182 -2067.79298249245 -2067.85736035484 -2067.86340305258 -2071.71674792978 -2072.42395037171 -2075.38081298839 -2075.38320678434 -2075.42558802103 -2082.20602927453 -2082.34718725894 -2082.40787528938 -2082.41545294749 -2082.42851808707 -2082.53637224479 -2083.14733412315 -2086.43778086468 -2092.94748730871 -2108.7023661191 -2111.19988951854 -2111.59385868595 -2113.78791647799 -2114.01264251989 -2117.03481260629 -2118.19210268156 -2118.71554654233 -2118.8750062942 -2119.04228891841 -2124.64862118963 -2127.05092814297 -2127.31704474819 -2127.446361404 -2127.47329337303 -2127.47265286439 -2127.47209493029 -2127.48059049383 -2127.65924443214 -2143.2397484651
UNCHS044153 -2054.22228086567 -2054.22690080573 -2054.19562830931 -2064.46589740931 -2067.73486986468 -2067.79920850856 -2067.80521845592 -2071.65880108811 -2072.36603423447 -2075.32302545652 -2075.32541550157 -2075.3677310294 -2082.15360326653 -2082.29466219047 -2082.35530901074 -2082.36287903174 -2082.37592995212 -2082.48368478892 -2083.0951019848 -2086.38729046596 -2092.89890452113 -2108.66647419115 -2111.16595124658 -2111.56022825818 -2113.75383927546 -2113.97861800251 -2117.00113633079 -2118.15848648314 -2118.68195970399 -2118.84139874751 -2119.00867000713 -2124.61491968507 -2127.01736579405 -2127.2831778087 -2127.41239247338 -2127.43946402859 -2127.43882219059 -2127.43826309572 -2127.44675793287 -2127.62539727556 -2143.20561821105
UNCHS044154 -2054.07170468353 -2054.0702089667 -2053.80294176975 -2062.56547346362 -2065.77480273117 -2065.83867522653 -2065.84468930448 -2069.69048578915 -2070.39748000529 -2073.35442698212 -2073.35682277926 -2073.39924223502 -2080.3997732459 -2080.54204966865 -2080.60321915256 -2080.61081126799 -2080.62390160764 -2080.7337539572 -2081.36388226837 -2084.72015554732 -2091.30345763984 -2107.52866676188 -2110.09727029678 -2110.50243860226 -2112.69066809115 -2112.91597313608 -2115.94854688976 -2117.10758047231 -2117.63191254607 -2117.79151673281 -2117.95923203279 -2123.50636333728 -2125.93595848164 -2126.20622365722 -2126.3390286795 -2126.37201365607 -2126.37136713571 -2126.370803956 -2126.3792950868 -2126.55787180272 -2142.08799125546
JAX00436295 -2063.11609508831 -2063.0752186114 -2061.23951998745 -2051.81405669503 -2052.40941117205 -2052.43428718435 -2052.4404482249 -2056.20818293967 -2056.91084122808 -2059.85948824017 -2059.86193278391 -2059.90522469449 -2068.30157911158 -2068.45291873924 -2068.51796013823 -2068.52574018716 -2068.53916014744 -2068.66056466788 -2069.42873531365 -2073.35170615238 -2080.65311035008 -2100.07562836094 -2103.12265301953 -2103.60297653098 -2105.82270130574 -2106.04753571579 -2109.11958029068 -2110.2794097858 -2110.80504854999 -2110.96703814655 -2111.13892730751 -2116.34197725023 -2118.99380461954 -2119.29557294494 -2119.45675512791 -2119.53626458303 -2119.53558396769 -2119.53499105939 -2119.54328283046 -2119.71785183346 -2134.86914193473
UNC27782039 -2066.18022841719 -2066.13748665272 -2064.22387552505 -2052.0456736105 -2051.85491002111 -2051.86657377067 -2051.87278031078 -2055.62817904397 -2056.32967091858 -2059.27503718695 -2059.27748736995 -2059.32087763293 -2067.72661856029 -2067.87847408016 -2067.94372902273 -2067.9515290022 -2067.96498242866 -2068.08545289418 -2068.86014187833 -2072.81654808074 -2080.1617867299 -2099.72706119191 -2102.79589573704 -2103.27963083306 -2105.52291757487 -2105.74527825851 -2108.80339105785 -2109.95965803464 -2110.48383923887 -2110.64632094543 -2110.81875177283 -2115.99712317499 -2118.64860675041 -2118.94894911871 -2119.11019670967 -2119.19140001822 -2119.19071199032 -2119.19011261681 -2119.19833393942 -2119.37145882066 -2134.47941171225
UNC27782319 -2066.22540427009 -2066.18260789753 -2064.26833848195 -2052.04928253116 -2051.84523182516 -2051.85627685298 -2051.86230698893 -2055.61793899393 -2056.3194401549 -2059.26489919413 -2059.2673290996 -2059.31036356225 -2067.71165129412 -2067.86279715468 -2067.92775442698 -2067.93551045108 -2067.94888194466 -2068.06859923374 -2068.84323999077 -2072.79969870081 -2080.14504007274 -2099.71054857546 -2102.77943311216 -2103.26317491481 -2105.50630506759 -2105.72861424036 -2108.78607301725 -2109.94219222806 -2110.46631450229 -2110.62859461603 -2110.80083541207 -2115.98781525905 -2118.63643701277 -2118.93432469837 -2119.09441504441 -2119.17549578806 -2119.17480093778 -2119.17419560547 -2119.18241710504 -2119.35554612882 -2134.46623241342
UNC27782556 -2066.21800842041 -2066.17517999992 -2064.26093525172 -2052.04217473807 -2051.83817875383 -2051.84904735557 -2051.85499312772 -2055.60922411853 -2056.31049790663 -2059.25520819133 -2059.25762807246 -2059.30048647086 -2067.70009993848 -2067.85090652187 -2067.91572158412 -2067.9234565824 -2067.93678893216 -2068.05616181856 -2068.83076110442 -2072.78713878732 -2080.13234141607 -2099.6971479448 -2102.76589738314 -2103.24961657022 -2105.49245249325 -2105.714762236 -2108.77194658165 -2109.92796484746 -2110.45204316659 -2110.61422681997 -2110.7863756454 -2115.97740008618 -2118.6248293962 -2118.9215830618 -2119.08110095131 -2119.16205529532 -2119.16135728983 -2119.16074920164 -2119.16897226618 -2119.34213651905 -2134.45447430364
UNCHS044157 -2064.42206996405 -2064.37972675922 -2062.46521083885 -2050.21588992504 -2050.00018459854 -2050.01014664363 -2050.01263579781 -2050.44059771505 -2050.77025863727 -2052.49640118254 -2052.49880597365 -2052.54112612387 -2060.91481739904 -2061.05775972558 -2061.11956567537 -2061.12687851598 -2061.13944772833 -2061.25479508099 -2062.00874622685 -2065.79758937129 -2072.7555000572 -2090.96048304433 -2093.80109711202 -2094.24826790035 -2096.46849401769 -2096.68297343674 -2099.50680762339 -2100.54488880704 -2101.01514011977 -2101.17650003081 -2101.3462408154 -2106.29224787305 -2108.98284277615 -2109.29647602636 -2109.420661952 -2109.4285770033 -2109.42787833026 -2109.42726966497 -2109.43646753328 -2109.63431503084 -2124.20412833394
UNCHS044158 -2064.63089646156 -2064.58857174651 -2062.67352446034 -2050.41749718475 -2050.20039014594 -2050.21015988684 -2050.21214264388 -2050.07071918456 -2050.33906738449 -2051.86496181325 -2051.86735509546 -2051.90946598164 -2060.28032403211 -2060.42096469083 -2060.48182709251 -2060.48900124352 -2060.50132455922 -2060.61478467265 -2061.36770054054 -2065.14146500347 -2072.06513869114 -2090.16656938611 -2092.99138852096 -2093.43605675618 -2095.65034790188 -2095.86359544699 -2098.66829330574 -2099.69733700104 -2100.16352798645 -2100.32466345452 -2100.49408218356 -2105.4217341478 -2108.11595674331 -2108.43252637975 -2108.55550317918 -2108.559859211 -2108.55916024556 -2108.55855132342 -2108.56776413323 -2108.76632389683 -2123.29982732144
UNC27783294 -2065.94459242485 -2065.90233124465 -2063.9859389621 -2051.71167922141 -2051.49048495621 -2051.49954593928 -2051.49981137737 -2049.30808102186 -2049.33961343382 -2050.06543361537 -2050.06770299794 -2050.1076444226 -2058.47731546696 -2058.6074821598 -2058.66399352664 -2058.67052463293 -2058.68170913871 -2058.78614688366 -2059.5344529681 -2063.25204186597 -2070.0547185398 -2087.81842011214 -2090.59435492418 -2091.03132148116 -2093.21620085471 -2093.42489876698 -2096.16778926889 -2097.16826606585 -2097.62169739706 -2097.78128421889 -2097.94890291628 -2102.81063884308 -2105.51197254028 -2105.83720942468 -2105.95736394452 -2105.95285363232 -2105.95215059883 -2105.95153811838 -2105.96068855743 -2106.15921149223 -2120.49006673998
